Pièce,Perso principal,genre,Première apparition,Fréquence(scène),Fréquence(répliques),Confrontation
fenelon-alexandre,#alexandre,Tragédie,TODO,0.4146341463414634,0.2634989200863931,0.13709677419354838
feydeau-amour-et-piano,#baptiste,Comédie,TODO,0.625,0.0,0.375
feydeau-c-est-une-femme-du-monde,#paturon,Comédie,TODO,0.7142857142857143,0.0,0.20161290322580644
feydeau-gibier-de-potence,#lemercier,Comédie-bouffe,TODO,0.7857142857142857,1.0,0.21311475409836064
feydeau-notre-futur,#henriette,Saynète,TODO,1.0,0.0,0.5
fievre-moliere-a-quebec,#moliere,Comédie,TODO,0.9375,0.0,0.18992248062015504
fiot-amour-fantasque,#angelique,Comédie,TODO,0.6666666666666666,0.1970899470899471,0.22549019607843138
flaubert-le-candidat,#rousselin,Comédie,TODO,0.723404255319149,1.0,0.13871951219512196
florian-bon-menage,#argentine,Comédie,TODO,0.7777777777777778,0.0,0.27941176470588236
florian-bon-pere,#arlequin,Comédie,TODO,0.7222222222222222,0.0,0.26666666666666666
florian-deux-billets,#arlequin,Comédie,TODO,0.6666666666666666,0.0,0.3333333333333333
florian-jumeaux-de-bergame,#arlequin,Comédie,TODO,0.6,0.13333333333333333,0.25806451612903225
folard-themistocle,#themistocle,Tragédie,TODO,0.4358974358974359,0.2620446533490012,0.19166666666666668
fontenelle-endymion,#diane,Pastorale héroïque,TODO,0.6538461538461539,0.27648578811369506,0.15425531914893617
fournier-fille-de-moliere,#provençal,Comédie,TODO,0.6428571428571429,0.15525554484088716,0.1956521739130435
fournier-racine-a-uzes,#racine,Comédie,TODO,0.3888888888888889,0.2722063037249284,0.14285714285714285
framery-la-colonie,#marine,Comédie,TODO,0.5652173913043478,0.24581005586592178,0.19827586206896552
france-la-comedie-de-celui-qui-epousa-une-femme-muette,#leonard,Comédie,TODO,1.0,0.8484848484848485,0.2
fuzelier-enfer-galant,#bacchus,Parodie,TODO,0.75,0.2846153846153846,0.14545454545454545
fuzelier-legrand-animaux-raisonnables,#ulysse,Opéra comique,TODO,0.9333333333333333,0.1656441717791411,0.2777777777777778
fuzelier-lesage-tableau-du-mariage,#olivette,Opéra comique,TODO,0.7333333333333333,0.4863013698630137,0.22093023255813954
fuzelier-orphee,#arlequin,Divertissement,TODO,0.5714285714285714,0.5882352941176471,0.5
fuzelier-scaramouche-pedant,#octave,Divertissement,TODO,0.15384615384615385,0.1568627450980392,0.0
gabriel-laboullaye-josephine,#josephine,Opéra,TODO,0.6666666666666666,0.09248554913294797,0.140625
garnier-bradamante,#bradamante,Tragi-comédie,TODO,0.3333333333333333,0.12307692307692308,0.07894736842105263
garniert-adelaide,#adelaïde,Proverbe,TODO,0.8,0.0,0.375
garniert-belle-mere,#lucile,Proverbe,TODO,0.9,0.0,0.2894736842105263
garniert-bienfait-recompense,#eugenie,Drame,TODO,1.0,0.0,0.3888888888888889
garniert-bon-papa,#lucette,Proverbe,TODO,0.625,0.0,0.17142857142857143
garniert-bon-pere,#antoine,Proverbe,TODO,0.8181818181818182,0.0,0.3055555555555556
garniert-bourse,#le-petit-marquis,Proverbe,TODO,0.7777777777777778,0.0,0.2647058823529412
garniert-brunon,#brunon,Drame,TODO,0.75,0.0,0.2777777777777778
garniert-dedit,#le-baron,Drame,TODO,0.8333333333333334,0.0,0.25
garniert-deux-pates,#varanger,Proverbe,TODO,0.7272727272727273,0.0,0.2
garniert-dissipatrice,#julie,Proverbe,TODO,1.0,0.0,0.39285714285714285
garniert-epreuve,#damon-fils,Proverbe,TODO,0.7142857142857143,0.0,0.2916666666666667
garniert-etrennes,#mimy,Proverbe,TODO,0.8571428571428571,0.0,0.2727272727272727
garniert-joueuses,#madame-varseuil,Proverbe,TODO,0.6666666666666666,0.0,0.22
garniert-marianne,#marianne,Proverbe,TODO,0.7272727272727273,0.0,0.3055555555555556
garniert-passe-dix,#le-petit-dorville,Proverbe,TODO,0.875,0.0,0.34615384615384615
garniert-saignee,#sophie,Proverbe,TODO,0.75,0.0,0.203125
garniert-soeurs-de-lait,#henriette,Proverbe,TODO,0.7777777777777778,0.0,0.1896551724137931
garniert-trois-damis,#lisidor,Proverbe,TODO,0.875,0.0,0.375
garniert-vocation-forcee,#manette,Proverbe,TODO,1.0,1.0,0.3235294117647059
gautiert-la-juive-de-constantine,#ben-aïssa,Drame,TODO,0.36538461538461536,0.0,0.14935064935064934
gautiert-une-larme-du-diable,#satanas,Mystère,TODO,0.7058823529411765,0.0,0.06403940886699508
genest-joseph,#joseph,Tragédie,TODO,0.7777777777777778,0.4282758620689655,0.25396825396825395
genest-penelope,#penelope,Tragédie,TODO,0.5263157894736842,0.24148236700537956,0.23469387755102042
genest-zelonide,#acorate,Tragédie,TODO,0.4375,0.16678297278436846,0.25
genlis-agar,#agar,Comédie,TODO,1.0,0.0,0.3333333333333333
genlis-amant-anonyme,#leontine,Comédie,TODO,0.7142857142857143,0.0,0.21505376344086022
genlis-aveugle-de-spa,#jeannette,Comédie,TODO,0.625,0.0,0.15151515151515152
genlis-belle-et-la-bete,#zirphee,Comédie,TODO,0.8,0.0,0.375
genlis-bonne-mere,#la-comtesse,Comédie,TODO,0.6,0.0,0.15942028985507245
genlis-cinquieme-dialogue,#louis,dialogue,TODO,1.0,0.0,0.3333333333333333
genlis-cloison,#sophie,Comédie,TODO,0.631578947368421,0.0,0.21568627450980393
genlis-colombe,#amelie,Comédie,TODO,1.0,0.0,0.2857142857142857
genlis-curieuse,#pauline,Comédie,TODO,0.7727272727272727,0.0,0.2894736842105263
genlis-enfant-gate,#dorine,Comédie,TODO,0.75,0.0,0.3181818181818182
genlis-flacons,#melinde,Comédie,TODO,0.8,0.0,0.22916666666666666
genlis-ile-heureuse,#lumineuse,Comédie,TODO,0.6875,0.0,0.25
genlis-intrigue-mensonge,#belinde,Comédie,TODO,0.5789473684210527,0.0,0.25
genlis-marchande-de-modes,#justine,Comédie,TODO,0.8888888888888888,0.0,0.1953125
genlis-mere-rivale,#aglae,Comédie,TODO,0.4634146341463415,1.0,0.195
genlis-premier-dialogue,#leonille,dialogue,TODO,1.0,0.0,0.3333333333333333
genlis-quatrieme-dialogue,#louis,dialogue,TODO,1.0,0.0,0.3333333333333333
genlis-retour-de-tobie,#eliphas,Comédie,TODO,0.6666666666666666,0.0,0.21212121212121213
genlis-rosiere,#helene,Comédie,TODO,0.7333333333333333,0.0,0.14814814814814814
genlis-ruth-noemi,#ruth,Comédie,TODO,0.6875,0.0,0.3181818181818182
genlis-second-dialogue,#louis,Dialogue,TODO,1.0,0.0,0.3333333333333333
genlis-sixieme-dialogue,#louis,Dialogue,TODO,1.0,0.0,0.3333333333333333
genlis-tendresse-maternelle,#victoire,Comédie,TODO,0.6666666666666666,0.0,0.21428571428571427
genlis-troisieme-dialogue,#louis,Dialogue,TODO,1.0,0.0,0.3333333333333333
genlis-veuve-de-sarepte,#la-veuve,Comédie,TODO,1.0,0.0,0.42857142857142855
genlis-voyageur,#le-baron,Comédie,TODO,0.42857142857142855,0.0,0.23684210526315788
gensoul-rougemont-arlequin-a-alger,#arlequin,Comédie,TODO,0.7857142857142857,0.3458646616541353,0.28125
gerny-cyrano-a-la-foire,#cyrano,Saynète,TODO,1.0,0.34285714285714286,0.375
giffard-manuscrit,#arthur,Comédie,TODO,1.0,0.0,0.5
gilbert-amours-de-diane-et-d-endymion,#endymion,Tragédie,TODO,0.5185185185185185,0.3136593591905565,0.13829787234042554
gilbert-rodogune,#rodogune,Tragi-comédie,TODO,0.7142857142857143,0.4304093567251462,0.28378378378378377
gilbert-semiramis,#ninus,Tragédie,TODO,0.47619047619047616,0.276690888764673,0.21621621621621623
gilbert-telephonte,#merope,Tragi-comédie,TODO,0.5,0.2192448233861145,0.22727272727272727
gillet-art-de-regner,#persee,Tragi-comédie,TODO,0.17073170731707318,0.09166666666666666,0.07936507936507936
gillet-campagnard,#le-campagnard,Comédie,TODO,0.7692307692307693,0.3164847788627226,0.19736842105263158
gillet-deniaise,#olympe,Comédie,TODO,0.5151515151515151,0.10983981693363844,0.15328467153284672
gillet-francion,#laurette,Comédie,TODO,0.4444444444444444,0.14292659212445308,0.15566037735849056
gillot-regnard-marchand-ridicule,#janbroche,Comédie,TODO,0.6666666666666666,0.0,0.23076923076923078
giraudoux-amphitryon-38,#alcmene,Comédie,TODO,0.631578947368421,0.0,0.15753424657534246
giraudoux-cantique-des-cantiques,#le-president,Comédie,TODO,1.0,0.0,0.22321428571428573
giraudoux-impromptu-de-paris,#renoir,Comédie,TODO,1.0,0.0,0.09047619047619047
giraudoux-l-apollon-de-bellac,#agnes,Comédie,TODO,1.0,0.0,0.2222222222222222
giraudoux-la-guerre-de-troie-n-aura-pas-lieu,#hector,Comédie,TODO,0.625,0.0,0.09048723897911833
giraudoux-ondine,#hans,Comédie,TODO,0.6666666666666666,0.0,0.08963282937365011
glatigny-vers-les-saules,#henriette,Comédie,TODO,0.6,0.16820702402957485,0.1935483870967742
gonnet-angelique,#angelique,Dialogue,TODO,1.0,0.4576271186440678,0.375
gonnet-clementine,#clementine,Dialogue,TODO,0.625,0.20553359683794467,0.11627906976744186
gonnet-eugenie,#eugenie,Dialogue,TODO,1.0,0.4481132075471698,0.2222222222222222
gonnet-euphemie,#euphemie,Dialogue,TODO,1.0,0.4111111111111111,0.375
gonnet-juliette-ou-la-danseuse,#juliette,Dialogue,TODO,0.7,0.2568306010928962,0.1951219512195122
gonnet-lisette,#pauline,Dialogue,TODO,1.0,0.2891566265060241,0.21875
gosse-auteur-dans-son-menage,#geralde,Comédie,TODO,0.7857142857142857,0.39751552795031053,0.22972972972972974
gouges-cherubin,#figaro,Comédie,TODO,0.4,0.328125,0.1323529411764706
gouges-exclavage-des-noirs,#mirza,Drame,TODO,0.40625,0.0,0.13503649635036497
gouges-moliere-ninon,#ninon,Pièce épisodique,TODO,0.6847826086956522,0.0,0.18699186991869918
goulard-agis,#agesistrate,Parodie,TODO,0.35,0.14757281553398058,0.10256410256410256
goullinet-trois-aveugles,#jerome,Comédie,TODO,0.76,0.0,0.22277227722772278
gourmont-theodat,#theodat,Tragédie,TODO,1.0,0.0,0.1
graffigny-cenie,#orphise,Comédie,TODO,0.41379310344827586,0.0,0.20833333333333334
graffigny-phaza,#azor,Comédie,TODO,0.6842105263157895,0.0,0.2903225806451613
graffigny-ziman-zenise,#zenise,Comédie,TODO,0.9090909090909091,0.0,0.21311475409836064
grandval-eunuque,#isabelle,Parade,TODO,1.0,0.40348101265822783,0.1875
grandval-luxurieux,#valere,Comédie,TODO,0.5833333333333334,0.2847826086956522,0.25
grandval-temperament,#ratanphor,Tragi-parade,TODO,0.5,0.2645985401459854,0.2
gresset-edouard-iii,#edouard,Tragédie,TODO,0.37777777777777777,0.20305810397553517,0.20512820512820512
grevin-cesar,#le-premier-soldat,Tragédie,TODO,0.5555555555555556,0.12790697674418605,0.16326530612244897
grevin-tresoriere,#richard,Comédie,TODO,0.45454545454545453,0.2697795071335927,0.21621621621621623
gudin-lothaire,#valrade,Tragédie,TODO,0.5641025641025641,0.17993630573248406,0.23809523809523808
guerin-de-bouscal-dom-quixote-2,#sanche,Tragi-comédie,TODO,0.8,0.3430178069353327,0.1484848484848485
guerin-de-bouscal-dom-quixote,#sancho,Tragi-comédie,TODO,0.631578947368421,0.17543859649122806,0.116600790513834
guerin-de-bouscal-fils-desavoue,#julie,Tragi-comédie,TODO,0.59375,0.35480464625131997,0.20945945945945946
guerin-de-bouscal-la-mort-de-brute-et-de-porcie,#brute,Tragédie,TODO,0.36666666666666664,0.27130528586839264,0.1349206349206349
gueudeville-dialogues-de-lahontan-1704,#lahontan,Dialogue,TODO,1.0,0.0,0.5
gueullette-amant-cochemard,#gilles,Parade,TODO,0.8181818181818182,0.3386243386243386,0.2413793103448276
gueullette-amant-poussif,#isabelle,Farce,TODO,0.7857142857142857,0.17647058823529413,0.25
gueullette-arlequin-pluton,#arlequin,Comédie,TODO,0.4666666666666667,0.16,0.17073170731707318
gueullette-caracataca,#gilles,Farce,TODO,0.6875,0.0,0.2962962962962963
gueullette-chapeau-de-fortunatus,#gilles,Farce,TODO,0.6666666666666666,0.0,0.2777777777777778
gueullette-chaste-isabelle,#isabelle,Parade,TODO,0.6363636363636364,0.0,0.2916666666666667
gueullette-confiance-des-cocus,#cassandre,Parade,TODO,0.625,0.0,0.2727272727272727
gueullette-fausses-envies,#gilles,Farce,TODO,0.6,0.125,0.3181818181818182
gueullette-isabelle-grosse-par-vertu,#gilles,Farce,TODO,0.8,0.5,0.25
gueullette-leandre-fiacre,#cassandre,Parade,TODO,0.9,0.0,0.27586206896551724
gueullette-leandre-hongre,#isabelle,Parade,TODO,0.5454545454545454,0.0,0.3
gueullette-marchand-de-merde,#gilles,Parade,TODO,0.75,0.0,0.3235294117647059
gueullette-parade-1,#gilles,Farce,TODO,0.7407407407407407,0.0,0.2619047619047619
gueullette-parade-2,#gilles,Farce,TODO,0.8235294117647058,1.0,0.38095238095238093
guibert-filles-a-marier,#babot,Comédie,TODO,0.7,0.2740619902120718,0.16129032258064516
guimont-de-la-touche-iphigenie,#iphigenie,Tragédie,TODO,0.75,0.3858046380885453,0.336734693877551
guyot-de-merville-consentement-force,#orgon,Comédie,TODO,0.65,0.0,0.25
hardy-corine,#melite,Pastorale,TODO,0.5217391304347826,0.1611785095320624,0.12871287128712872
hardy-dorise,#salmacis,Tragi-comédie,TODO,0.5833333333333334,0.26720947446336046,0.1891891891891892
hardy-meleagre,#meleagre,Tragédie,TODO,0.5,0.2824184566428003,0.1326530612244898
haren-agon,#agon,Tragédie,TODO,0.5,0.31759149940968123,0.24324324324324326
harny-petit-maitre-province,#le-marquis,Comédie,TODO,0.5789473684210527,0.37101063829787234,0.15625
harny-sybille,#azor,Comédie,TODO,0.5384615384615384,0.24666666666666667,0.21875
hauteroche-amant-flatte-point,#anselme,Comédie,TODO,0.6326530612244898,0.26306769494430166,0.19047619047619047
hauteroche-cocher-suppose,#julie,Comédie,TODO,0.4857142857142857,0.0,0.20238095238095238
hauteroche-deuil,#perrette,Comédie,TODO,0.7142857142857143,0.1127906976744186,0.25
heilly-le-neveu-de-la-marquise,#la-marquise,Saynète,TODO,0.7272727272727273,0.0,0.3181818181818182
henault-marius-a-cirte,#arisbe,Tragédie,TODO,0.5,0.2183288409703504,0.25
henault-temple-des-chimeres,#la-deesse,Divertissement,TODO,0.6666666666666666,0.2647058823529412,0.125
hervieux-paul-et-pauline,#monsieur-valbray,Comédie,TODO,0.875,0.5244072524407253,0.34615384615384615
hervilly-docteur-sans-pareil,#jean-baptiste,Monologue,TODO,0.6666666666666666,0.2775453277545328,0.09821428571428571
hervilly-la-soupiere,#madame-spoon,Comédie,TODO,1.0,0.0,0.375
hervilly-laitiere,#maurice,Comédie,TODO,0.8571428571428571,0.0,0.3333333333333333
hervilly-les-revanches-de-l-escalier,#madame-d-alleray,Comédie,TODO,0.75,0.0,0.5
hervilly-magister,#pinel,Monologue,TODO,1.0,0.3518930957683742,0.4166666666666667
hervilly-malade-reel,#toinette,Monologue,TODO,1.0,0.25961538461538464,0.11702127659574468
hervilly-moliere-en-prison,#lucile,Monologue,TODO,0.8571428571428571,0.13272727272727272,0.3055555555555556
hervilly-pere-et-fils,#clabaud,Monologue,TODO,0.6428571428571429,0.17083333333333334,0.25
hervilly-silence-dans-les-rangs,#gabrielle,Comédie,TODO,0.8333333333333334,1.0,0.35714285714285715
hoffman-original,#damis,Comédie,TODO,0.8333333333333334,0.49918166939443537,0.39285714285714285
hoffman-phedre,#phedre,Opéra,TODO,0.5714285714285714,0.38078703703703703,0.11926605504587157
houssaye-la-comedie-a-la-fenetre,#l-etudiant,Comédie,TODO,1.0,0.0,0.2833333333333333
hugo-burgraves,#otbert,Drame,TODO,0.5882352941176471,0.12017937219730941,0.0829145728643216
hugo-hernani,#hernani,Drame,TODO,0.6206896551724138,0.2764261744966443,0.13218390804597702
hugo-l-enroleur-politique,#l-adepte,Dialogue,TODO,1.0,0.5080213903743316,0.5
hugo-les-deux-ages,#le-vieillard,Idylle,TODO,1.0,0.5348837209302325,0.5
hugo-les-gueux,#mouffetard,Drame,TODO,1.0,0.9558823529411765,0.5
hugo-prologue,#jupiter,Prologue,TODO,1.0,0.0967741935483871,0.3333333333333333
hugo-ruy-blas,#ruy-blas,Drame,TODO,0.5555555555555556,0.2642984014209592,0.13596491228070176
hugo-sur-la-lisiere-d-un-bois,#leo,Comédie,TODO,1.0,0.725,0.3333333333333333
hugues-boite-a-musique,#noellie,Comédie,TODO,0.6428571428571429,0.20567375886524822,0.11440677966101695
hugues-cendrillon,#cendrillon,Comédie,TODO,0.7142857142857143,0.21493624772313297,0.1388888888888889
hugues-la-maison-des-dimanches,#fanny,Comédie,TODO,0.8571428571428571,0.3626943005181347,0.13636363636363635
hugues-nuit-moliere,#moliere,Comédie,TODO,1.0,0.5400696864111498,0.5
hugues-tyl,#nicolas,Comédie,TODO,0.7,0.06201550387596899,0.08143939393939394
hus-ingenu,#kerkabon,Pantomime,TODO,0.125,0.3333333333333333,0.22727272727272727
imbert-inauguration,#mercure,Comédie,TODO,0.8888888888888888,0.18658280922431866,0.16666666666666666
imbert-poinsinet-moliere,#poinsinet,Dialogue,TODO,1.0,0.5348837209302325,0.5
jacquelin-philidor-pradon,#angeline,Comédie,TODO,0.7142857142857143,0.19047619047619047,0.22093023255813954
jacquelin-rougemont-l-amour-al-anglaise,#finette,Comédie Vaudeville,TODO,0.5882352941176471,0.20098039215686275,0.21212121212121213
jaquelin-soliman,#soliman,Tragédie,TODO,0.7916666666666666,0.37035248672139065,0.3333333333333333
jarry-ubu-roi,#pere-ubu,Drame,TODO,0.7878787878787878,0.9166666666666666,0.0988909426987061
jeannet-moliere-en-menage,#moliere,Comédie,TODO,0.9444444444444444,0.4459770114942529,0.10483870967741936
jodelle-cleopatre,#le-choeur,Tragédie,TODO,0.7142857142857143,0.264277035236938,0.2413793103448276
jodelle-didon,#didon,Tragédie,TODO,0.8,0.3421940928270042,0.17142857142857143
jodelle-eugene,#eugene,Comédie,TODO,0.45,0.21566632756866735,0.1513157894736842
joliet-moliere,#la-grande-comedie,Monologue,TODO,1.0,0.0,0.5
joly-cinq-mars,#cinq-mars,Monologue,TODO,1.0,0.9753086419753086,0.5
joly-moliere,#moliere,Essai dramatique,TODO,1.0,0.9015544041450777,0.375
jouy-gerny-les-bis,#le-recitant,Monologue,TODO,0.8,0.5416666666666666,0.0
l-affichard-acteurs-deplaces,#lisette,Comédie,TODO,0.56,0.0,0.12080536912751678
l-estoile-belle-esclave,#alphonse,Comédie,TODO,0.8095238095238095,0.32411304870715574,0.2807017543859649
l-estoile-intrigue-des-filous,#ragonde,Comédie,TODO,0.5161290322580645,0.17469204927211646,0.1780821917808219
l-estoile-maistre-galimathias,#atabalipa,Ballet,TODO,0.5,0.06282722513089005,0.09782608695652174
la-calprenede-bradamante,#roger,Tragi-comédie,TODO,0.44,0.23622047244094488,0.09558823529411764
la-calprenede-clarionte,#clarionte,Tragi-comédie,TODO,0.45454545454545453,0.22172751558325912,0.14215686274509803
la-calprenede-comte-d-essex,#elisabeth,Tragédie,TODO,0.5185185185185185,0.3103448275862069,0.1956521739130435
la-calprenede-edouard,#edouard,Tragi-comédie,TODO,0.7777777777777778,0.5095890410958904,0.203125
la-calprenede-enfants-d-herode,#herode,Tragédie,TODO,0.5714285714285714,0.2788235294117647,0.22340425531914893
la-calprenede-hermenegilde,#indegonde,Tragédie,TODO,0.6,0.0,0.16153846153846155
la-calprenede-jeanne,#jeanne,Tragédie,TODO,0.6086956521739131,0.25204200700116686,0.14457831325301204
la-calprenede-mort-mitrhidate,#pharnace,Tragédie,TODO,0.5238095238095238,0.25225225225225223,0.1206896551724138
la-calprenede-phalante,#helene,Tragédie,TODO,0.5416666666666666,0.29520089285714285,0.1796875
la-chapelle-zaide,#zulemar,Tragédie,TODO,0.5428571428571428,0.35154707044107963,0.2833333333333333
la-croix-guerre-comique,#melasie,Comédie,TODO,0.8333333333333334,0.033402922755741124,0.18627450980392157
la-fontaine-achille,#achille,Tragédie,TODO,0.8,0.30618892508143325,0.34375
la-fontaine-astree,#astree,Tragédie lyrique,TODO,0.375,0.19010416666666666,0.060240963855421686
la-fontaine-climene,#acanthe,Comédie,TODO,1.0,0.33383458646616543,0.08333333333333333
la-fontaine-daphne,#daphne,Opéra,TODO,0.30303030303030304,0.14195583596214512,0.03195488721804511
la-fontaine-eunuque,#parmenon,Comédie,TODO,0.5161290322580645,0.24059405940594059,0.1308411214953271
la-fontaine-florentin,#harpageme,Comédie,TODO,0.7333333333333333,0.29707792207792205,0.3
la-fontaine-galatee,#galatee,Opéra,TODO,0.8,0.3393939393939394,0.1810344827586207
la-fontaine-ragotin,#la-baguenaudiere,Comédie,TODO,0.36923076923076925,0.15080789946140036,0.13829787234042554
la-fontaine-rieurs-du-beau-richard,#le-marchand,Ballet,TODO,0.6666666666666666,0.25120772946859904,0.36363636363636365
la-forge-joueuse-dupee,#clidamant,Comédie,TODO,0.8571428571428571,0.1321656050955414,0.15151515151515152
la-fosse-manlius,#servilius,Tragédie,TODO,0.6470588235294118,0.3093959731543624,0.28125
la-fossem-ecole-de-la-raison,#la-raison,Comédie,TODO,0.9285714285714286,0.3700414446417999,0.30952380952380953
la-harpe-comte-de-warwick,#warwik,Tragédie,TODO,0.5483870967741935,0.33456973293768544,0.25
la-harpe-melanie,#monsieur-de-faublas,Drame,TODO,0.5,0.15516014234875444,0.25
la-harpe-moliere,#moliere,Comédie,TODO,1.0,0.3073630136986301,0.234375
la-harpe-muses-rivales,#calliope,Comédie,TODO,0.375,0.09544468546637744,0.16666666666666666
la-harpe-philoctete,#pyrrhus,Tragédie,TODO,0.7692307692307693,0.32313231323132313,0.375
la-mesnardiere-alinde,#ortalque,Tragédie,TODO,0.4318181818181818,0.2595226003047232,0.13063063063063063
la-motte-amadis,#amadis,Tragédie,TODO,0.5217391304347826,0.2633181126331811,0.1885245901639344
la-motte-canente,#circe,Tragédie,TODO,0.8,0.3237221494102228,0.18110236220472442
la-motte-carnaval-folie,#momus,Comédie ballet,TODO,0.5238095238095238,0.1523545706371191,0.08955223880597014
la-motte-ines-de-castro,#alphonse,Tragédie,TODO,0.6470588235294118,0.3633610900832703,0.2926829268292683
la-motte-machabees,#antiochus,Tragédie,TODO,0.5172413793103449,0.1846049046321526,0.25925925925925924
la-motte-magnifique,#aldobrandin,Comédie,TODO,0.75,0.0,0.2631578947368421
la-motte-matrone-d-ephese,#straton,Comédie,TODO,0.7058823529411765,0.0,0.17073170731707318
la-motte-omphale,#omphale,Tragédie,TODO,0.4230769230769231,0.13172966781214204,0.13636363636363635
la-motte-scanderberg,#scanderberg,Tragédie lyrique,TODO,0.5357142857142857,0.18311688311688312,0.13020833333333334
la-thuilerie-crispin-bel-esprit,#crispin,Comédie,TODO,0.75,0.3946629213483146,0.19230769230769232
la-thuilerie-hercule,#hercule,Tragédie,TODO,0.5806451612903226,0.3057366362451108,0.2702702702702703
la-thuilerie-soliman,#soliman,Tragédie,TODO,0.5517241379310345,0.26365475387727577,0.2391304347826087
labaume-messe-de-gnide,#le-pretre,Comédie,TODO,1.0,0.8727569331158238,0.30952380952380953
labiche-coup-de-rasoir,#antenor,Saynète,TODO,1.0,0.0,0.4444444444444444
labiche-jolly-baron-de-fourchevif,#fourchevif,Comédie,TODO,0.8,0.0,0.25735294117647056
labiche-l-avocat-d-un-grec,#brossard,Comédie,TODO,0.7222222222222222,0.40816326530612246,0.20224719101123595
labiche-legouve-cigale-chez-les-fourmis,#madame-chameroy,Comédie,TODO,0.9090909090909091,0.0,0.2230769230769231
labiche-leroy-brulons-voltaire,#alice,Comédie,TODO,0.7272727272727273,0.0,0.19811320754716982
labiche-leroy-il-est-de-la-police,#julie,Comédie,TODO,0.8888888888888888,0.0,0.2818181818181818
labiche-michel-deux-timides,#thibaudier,Comédie,TODO,0.75,0.1485148514851485,0.27358490566037735
laboullaye-cormon-corneille-rotrou,#rotrou,Tragédie,TODO,0.6875,0.0,0.1440677966101695
lafont-lesage-querelle-des-theatres,#la-foire,Prologue,TODO,0.9090909090909091,0.3305785123966942,0.23076923076923078
lafont-naufrage,#le-gouverneur,Comédie,TODO,0.6,0.1773049645390071,0.1595744680851064
lafont-trois-freres-rivaux,#merlin,Comédie,TODO,0.6,0.30101302460202606,0.0963855421686747
laforgue-noce-de-pierrot,#colombinette,Comédie,TODO,1.0,0.0,0.09090909090909091
laforgue-nuit-de-noces,#pierrot,Comédie,TODO,1.0,0.0,0.375
lagarde-l-hermitte-le-politicomane,#le-narrateur,Dialogue,TODO,1.0,0.15161290322580645,0.25
lagrange-chancel-amasis,#amasis,Tragédie,TODO,0.5128205128205128,0.2421120412105602,0.23076923076923078
lagrange-chancel-meleagre,#dejanire,Tragédie,TODO,0.5405405405405406,0.2109471094710947,0.24489795918367346
lagrange-chancel-oreste,#thoas,Tragédie,TODO,0.4318181818181818,0.18742442563482467,0.1956521739130435
laignelot-agis,#agis,Tragédie,TODO,0.5,0.2453900709219858,0.18831168831168832
lambert-collaboration,#armande,Comédie,TODO,0.7272727272727273,0.259581881533101,0.265625
landois-silvie,#des-francs,Tragédie,TODO,0.6363636363636364,0.0,0.175
lantier-impatient,#damon,Comédie,TODO,0.7428571428571429,0.4460839954597049,0.30952380952380953
laujon-hero-leandre,#hero,Tragédie,TODO,0.75,0.34502923976608185,0.22727272727272727
launay-francais-chez-les-hurons,#azakia,Comédie,TODO,0.8,0.22702702702702704,0.19811320754716982
le-boulanger-chalussay-elomire-hypocondre,#elomire,Comédie,TODO,0.631578947368421,0.36168032786885246,0.13350785340314136
le-franc-didon,#didon,Tragédie,TODO,0.64,0.3423076923076923,0.29411764705882354
le-noble-cibisme,#pasquin,Dialogue,TODO,1.0,0.0,0.5
le-noble-entretien-scarron-moliere,#moliere,Dialogue,TODO,1.0,0.8918918918918919,0.5
le-senne-reveil-corneille,#la-muse-des-gloires,Dialogue des morts,TODO,1.0,0.4463087248322148,0.3333333333333333
le-tellier-dom-juan,#don-juan,Opéra comique,TODO,0.45454545454545453,0.23943661971830985,0.23809523809523808
le-vayer-grand-selim,#selim,Tragédie,TODO,0.5,0.23315217391304346,0.18292682926829268
lebardin-au-clair-de-la-lune,#crepon,Comédie,TODO,0.875,0.9547738693467337,0.34615384615384615
lebeau-de-schosne-assemblee,#le-semainier,Comédie,TODO,0.8571428571428571,0.1263318112633181,0.06554307116104868
leclerc-iphigenie,#agamemnon,Tragédie,TODO,0.5384615384615384,0.2755102040816326,0.25
leclercq-folle,#madame-lanoue,Proverbe,TODO,0.8461538461538461,0.0,0.15948275862068967
legouve-attilie,#adrien,Tragédie,TODO,0.5263157894736842,0.25687536571094205,0.24444444444444444
legouve-autour-d-un-berceau,#marie,Comédie,TODO,1.0,0.047619047619047616,0.5
legouve-eteocle,#jocaste,Tragédie,TODO,0.6521739130434783,0.24525547445255474,0.2553191489361702
legouve-laurence-orzano,#laurence,Tragédie,TODO,0.631578947368421,0.3002309468822171,0.29069767441860467
legouve-ma-fille-et-mon-bien,#madame-desgranges,Comédie,TODO,1.0,0.0,0.24242424242424243
legouve-polixene,#pyrrhus,Tragédie,TODO,0.4583333333333333,0.28294573643410853,0.234375
legouvee-fleur-de-tlemcen,#la-marquise,Comédie,TODO,0.6428571428571429,0.0,0.1774193548387097
legrand-cartouche,#cartouche,Comédie,TODO,0.3902439024390244,0.0,0.12149532710280374
legrand-famille-extravagante,#lisette,Comédie,TODO,0.5333333333333333,0.17053364269141533,0.14754098360655737
legrand-nouveaute,#la-nouveaute,Comédie,TODO,0.6428571428571429,0.02564102564102564,0.14444444444444443
legrand-plutus,#cremile,Comédie,TODO,0.6923076923076923,0.18929254302103252,0.2711864406779661
