Play,Closest play Spacy,Closest distance Spacy,Closest play Manual,Closest distance Manual,Closest play Doc_embedding,Closest distance Doc_embedding
garniert-saignee,garniert-bon-pere,0.0141,musset-badine,0.0272,mercier-liberateur,0.0043
garniert-soeurs-de-lait,garniert-joueuses,0.0192,beissier-ma-soeur-claire,0.0308,caylus-bordel,0.0088
garniert-trois-damis,dufresny-faux-honnete-homme,0.0097,marivaux-ecole-des-meres,0.0162,dancourt-renaud-armide,0.0035
garniert-vocation-forcee,genlis-bonne-mere,0.0103,moissy-petite-verole,0.0263,garniert-etrennes,0.0053
gautiert-la-juive-de-constantine,ozicourt-romeo-juliette,0.0177,musset-andre-del-sarto,0.0189,musset-andre-del-sarto,0.0069
gautiert-pierre-corneille,bornier-racine,0.0532,vige-othello,0.0823,villiers-de-l-isle-adam-chapeau-chinois,0.0291
gautiert-une-larme-du-diable,musset-a-quoi-revent-les-jeunes-filles,0.0162,musset-badine,0.0272,regnard-arlequin-aux-enfers,0.0054
genest-joseph,campistron-adrien,0.0092,campistron-adrien,0.0121,voltaire-lois-de-minos,0.005
genest-penelope,racine-mithridate,0.0054,campistron-alcibiade,0.0083,henault-marius-a-cirte,0.0035
genest-zelonide,racine-alexandre-66,0.0048,guerin-de-bouscal-la-mort-de-brute-et-de-porcie,0.0088,racine-alexandre,0.0036
genlis-agar,genlis-veuve-de-sarepte,0.0187,roswitha-abraham,0.0371,ozicourt-romeo-juliette,0.0133
genlis-amant-anonyme,colle-l-amant-anonyme,0.0,colle-l-amant-anonyme,0.0002,colle-l-amant-anonyme,0.0
genlis-aveugle-de-spa,genlis-marchande-de-modes,0.0153,genlis-rosiere,0.0156,genlis-marchande-de-modes,0.0076
genlis-belle-et-la-bete,nivelle-gouvernante,0.0097,marivaux-triomphe-de-l-amour,0.0163,genlis-mere-rivale,0.0043
genlis-bonne-mere,genlis-intrigue-mensonge,0.0072,patrat-heureuse-erreur,0.0177,genlis-curieuse,0.0052
genlis-cinquieme-dialogue,genlis-quatrieme-dialogue,0.0276,genlis-quatrieme-dialogue,0.0453,genlis-troisieme-dialogue,0.0254
genlis-cloison,ancelot-auger-une-seduction,0.0106,genlis-mere-rivale,0.0172,genlis-curieuse,0.0057
genlis-colombe,brohan-compter-sans-son-hote,0.0167,nougaret-il-n-y-a-plus-d-enfants,0.022,genlis-enfant-gate,0.0068
genlis-curieuse,genlis-cloison,0.0139,subligny-folle-querelle,0.0202,genlis-ruth-noemi,0.0048
genlis-enfant-gate,marivaux-sinceres,0.0125,marivaux-mere-confidente,0.0196,voltaire-cafe,0.0046
genlis-flacons,sorel-la-ruelle-mal-assortie,0.0185,genlis-ile-heureuse,0.028,dancourt-impromptu-suresnes,0.01
genlis-ile-heureuse,dancourt-fees,0.0114,saint-foix-colonie,0.0206,sacy-fausse-paysanne,0.0045
genlis-intrigue-mensonge,genlis-bonne-mere,0.0072,heilly-le-neveu-de-la-marquise,0.0186,bernardc-madame-de-vauldenaie,0.0083
genlis-marchande-de-modes,genlis-aveugle-de-spa,0.0153,genlis-bonne-mere,0.0271,adenisj-la-double-meprise,0.0059
genlis-mere-rivale,graffigny-cenie,0.0066,fagan-pupille,0.0149,genlis-belle-et-la-bete,0.0043
genlis-premier-dialogue,durant-oisivete,0.0708,moissy-piece-de-vers,0.101,gueullette-chapeau-de-fortunatus,0.0192
genlis-quatrieme-dialogue,genlis-cinquieme-dialogue,0.0276,genlis-troisieme-dialogue,0.0418,genlis-second-dialogue,0.0171
genlis-retour-de-tobie,saurin-beverlei,0.0139,diderot-fils-naturel,0.0189,garniert-saignee,0.0048
genlis-rosiere,genlis-aveugle-de-spa,0.0169,genlis-aveugle-de-spa,0.0156,beissier-ma-soeur-claire,0.0104
genlis-ruth-noemi,genlis-retour-de-tobie,0.0194,florian-bon-pere,0.0227,genlis-curieuse,0.0048
genlis-second-dialogue,genlis-quatrieme-dialogue,0.036,genlis-quatrieme-dialogue,0.0459,genlis-sixieme-dialogue,0.0106
genlis-sixieme-dialogue,genlis-quatrieme-dialogue,0.0386,genlis-quatrieme-dialogue,0.0444,genlis-second-dialogue,0.0106
genlis-tendresse-maternelle,marivaux-femme-fidele,0.0134,dufresny-double-veuvage,0.0243,genlis-cloison,0.0097
genlis-troisieme-dialogue,genlis-quatrieme-dialogue,0.0331,genlis-quatrieme-dialogue,0.0418,giraudoux-impromptu-de-paris,0.0164
genlis-veuve-de-sarepte,genlis-agar,0.0187,dancourt-impromptu-suresnes,0.053,pain-riou-chouans,0.0133
genlis-voyageur,saint-just-petite-maison,0.0162,beaunoir-venus,0.0273,fatouville-arlequin-empereur-dans-la-lune,0.0078
gensoul-rougemont-arlequin-a-alger,anseaume-tableau-parlant,0.0167,about-risette,0.0181,nougaret-il-n-y-a-plus-d-enfants,0.0052
gerny-cyrano-a-la-foire,rostand-cyrano,0.063,legouve-autour-d-un-berceau,0.072,verconsin-infanterie-et-cavalerie,0.0216
giffard-manuscrit,feydeau-amour-et-piano,0.0246,bilhaud-gustave,0.0324,beaumarchais-barbier-de-seville,0.0078
gilbert-amours-de-diane-et-d-endymion,boyer-amours-jupiter-semele,0.0064,boyer-amours-jupiter-semele,0.0074,cinq-auteurs-comedie-des-tuileries,0.0032
gilbert-rodogune,gilbert-semiramis,0.0046,gilbert-semiramis,0.0051,boyer-porcie-romaine,0.0045
gilbert-semiramis,gilbert-rodogune,0.0046,gilbert-rodogune,0.0051,gilbert-rodogune,0.0048
gilbert-telephonte,racine-thebaide-64,0.0051,palissot-ninus,0.0082,baro-clarimonde,0.0034
gillet-art-de-regner,desfontaines-belisaire,0.0057,magnon-mariage-oroondate,0.006,rotrou-captifs,0.0039
gillet-campagnard,gillet-deniaise,0.0049,bievre-seducteur,0.0117,gillet-deniaise,0.0032
gillet-deniaise,gillet-campagnard,0.0049,gillet-francion,0.006,regnard-democrite,0.0027
gillet-francion,quinault-comedie-sans-comedie,0.0057,gillet-deniaise,0.006,du-ryer-vendanges-de-suresnes,0.0029
gillot-regnard-marchand-ridicule,dancourt-retour-des-officiers,0.0226,dancourt-diable-boiteux-suite,0.0355,hauteroche-cocher-suppose,0.0107
girard-derniere-nuit-de-camille-desmoulins,perin-camille-desmoulins,0.0223,colle-cocatrix,0.0264,musset-la-coupe-et-les-levres,0.0144
giraudoux-amphitryon-38,discret-noces-de-vaugirard,0.0132,sand-aldo-le-rimeur,0.0176,giraudoux-la-guerre-de-troie-n-aura-pas-lieu,0.0032
giraudoux-cantique-des-cantiques,renard-maitresse,0.0147,becque-domino-a-quatre,0.0336,gouges-cherubin,0.0074
giraudoux-impromptu-de-paris,anonyme-portier-du-parnasse,0.0186,anonyme-portier-du-parnasse,0.025,dufresny-depart-des-comediens,0.0068
giraudoux-l-apollon-de-bellac,giraudoux-cantique-des-cantiques,0.0174,jeannet-moliere-en-menage,0.0339,bodard-de-tezay-arlequin-roi-dans-la-lune,0.0068
giraudoux-la-guerre-de-troie-n-aura-pas-lieu,giraudoux-amphitryon-38,0.0135,giraudoux-amphitryon-38,0.0204,giraudoux-amphitryon-38,0.0032
giraudoux-ondine,musset-fantasio,0.0147,duvert-huron,0.0289,beaumarchais-barbier-de-seville,0.0076
glatigny-vers-les-saules,zola-therese-raquin,0.023,banville-le-beau-leandre,0.0292,banville-le-beau-leandre,0.0109
goetschy-professeur-de-declamation,diderot-reve-d-alembert,0.0278,diderot-paradoxe-comedien,0.0515,diderot-paradoxe-comedien,0.0159
gonnet-angelique,moliere-princesse-d-elide,0.0211,saint-priest-pot-au-noir-pot-aux-roses,0.0313,dumaniant-francais-en-huronie,0.0119
gonnet-clementine,cadet-gassicourt-souper-de-moliere,0.0223,barquebois-rapiniere,0.0326,longhaye-souperdauteuil,0.0096
gonnet-eugenie,gonnet-clementine,0.0236,allainval-hiver,0.0324,courteline-conversion-d-alceste,0.0118
gonnet-euphemie,gonnet-angelique,0.0254,boursault-mort-vivant,0.0273,gonnet-juliette-ou-la-danseuse,0.0137
gonnet-juliette-ou-la-danseuse,dufresny-double-veuvage,0.0254,gonnet-lisette,0.03,anseaume-tableau-parlant,0.0065
gonnet-lisette,gonnet-juliette-ou-la-danseuse,0.0258,gonnet-juliette-ou-la-danseuse,0.03,gonnet-juliette-ou-la-danseuse,0.0128
gosse-auteur-dans-son-menage,lesguillon-saint-yves-protege-de-moliere,0.0154,colleville-sophie-derville,0.0196,moncrif-abderites,0.0093
gouges-cherubin,gouges-moliere-ninon,0.0108,beaumarchais-barbier-de-seville,0.0164,gouges-moliere-ninon,0.004
gouges-exclavage-des-noirs,magnon-tamerlan,0.0134,mercier-destruction-de-la-ligue,0.0268,nizas-sauvage-en-france,0.0063
gouges-moliere-ninon,l-affichard-acteurs-deplaces,0.0083,carrance-le-camelia,0.0147,gouges-cherubin,0.004
goulard-agis,barre-despres-piis-resnier-l-opera-de-province,0.0216,barre-despres-piis-resnier-l-opera-de-province,0.0214,donneau-de-vise-intrigues-de-la-loterie,0.0069
goullinet-trois-aveugles,beaunoir-cacophonie,0.0135,gueullette-parade-2,0.0207,musset-bettine,0.0063
gourmont-theodat,scribe-conversion,0.0217,scribe-conversion,0.0286,musset-la-coupe-et-les-levres,0.0089
graffigny-cenie,nivelle-gouvernante,0.0062,graffigny-phaza,0.0098,rousseau-narcisse,0.0037
graffigny-phaza,durant-a-bon-chat-bon-rat,0.0071,rousseau-narcisse,0.0091,rousseau-narcisse,0.0034
graffigny-ziman-zenise,marivaux-fausse-suivante,0.0124,marivaux-felicie,0.0216,moliere-medecin-volant,0.005
grandval-eunuque,taconet-epoux-par-chicane,0.0189,taconet-epoux-par-chicane,0.0213,cubieres-palmezeaux-mort-de-moliere-3a,0.0061
grandval-luxurieux,moliere-ecole-des-femmes,0.0077,regnard-legataire,0.0118,scarron-heritier-ridicule,0.006
grandval-temperament,gillet-campagnard,0.0115,regnard-democrite,0.0121,brosse-aveugle-clairvoyant,0.0042
grenet-dancourt-la-chasse,aristophane-guepes,0.0326,mongin-promenades-de-paris,0.0511,somaize-proces-precieuses,0.0284
grenet-dancourt-paris,depret-le-marquis-ernest,0.0412,pirouette-jeune-homme-bleme,0.0509,pirouette-jeune-homme-bleme,0.0234
gresset-edouard-iii,campistron-phocion,0.0044,la-chapelle-zaide,0.006,voltaire-irene,0.0029
grevin-cesar,guerin-de-bouscal-la-mort-de-brute-et-de-porcie,0.0082,montchretien-hector,0.0152,scudery-mort-de-cesar,0.0054
grevin-tresoriere,regnard-legataire,0.0104,troterel-gillette,0.0213,scarron-gardien-de-soi-meme,0.0076
grosclaude-peche-a-la-ligne,diderot-reve-d-alembert,0.0436,goetschy-professeur-de-declamation,0.0853,diderot-entretien-d-alembert-diderot,0.0245
gudin-lothaire,baculard-coligni,0.0068,voltaire-orphelin-de-la-chine,0.01,voltaire-olympie,0.0032
guerin-de-bouscal-dom-quixote-2,guerin-de-bouscal-dom-quixote,0.0051,guerin-de-bouscal-dom-quixote,0.0106,villiers-festin-de-pierre,0.0038
guerin-de-bouscal-dom-quixote,guerin-de-bouscal-dom-quixote-2,0.0051,guerin-de-bouscal-dom-quixote-2,0.0106,mairet-illustre-corsaire,0.0043
guerin-de-bouscal-fils-desavoue,boisrobert-cassandre,0.0081,jaquelin-soliman,0.007,racine-bajazet,0.0035
guerin-de-bouscal-la-mort-de-brute-et-de-porcie,brosse-turne,0.0059,rotrou-crisante,0.0086,montchretien-lacenes,0.0042
gueudeville-dialogues-de-lahontan-1704,bary-de-l-exhortation,0.0175,bary-de-l-exil,0.0261,bary-du-duel,0.0094
gueullette-amant-cochemard,carmontelle-a-bon-chat-bon-rat,0.0333,dufresny-coquette-du-village,0.0424,arago-mademoiselle-lange,0.0121
gueullette-amant-poussif,gueullette-fausses-envies,0.0238,regnard-filles-errantes,0.038,dancourt-operateur-barry,0.0063
gueullette-arlequin-pluton,sand-moliere,0.0092,favard-voisenon-la-petite-iphigenie,0.0121,nougaret-il-n-y-a-plus-d-enfants,0.0052
gueullette-caracataca,beaunoir-cacophonie,0.0112,marivaux-heritier-de-village,0.0219,marivaux-heritier-de-village,0.0049
gueullette-chapeau-de-fortunatus,gueullette-parade-1,0.0196,gueullette-caracataca,0.0286,champmesle-fragments-de-moliere,0.0073
gueullette-chaste-isabelle,musset-caprice,0.021,marivaux-denouement-imprevu,0.0288,gueullette-leandre-fiacre,0.0053
gueullette-confiance-des-cocus,gueullette-leandre-fiacre,0.02,dancourt-charivari,0.0229,dancourt-maison-de-campagne,0.0046
gueullette-fausses-envies,gueullette-parade-1,0.0106,gueullette-parade-1,0.0171,sedaine-le-philosophe-sans-le-savoir,0.0064
gueullette-isabelle-grosse-par-vertu,gueullette-caracataca,0.0145,regnard-filles-errantes,0.0223,dancourt-maison-de-campagne,0.003
gueullette-leandre-fiacre,gueullette-marchand-de-merde,0.0167,marivaux-denouement-imprevu,0.0255,gueullette-isabelle-grosse-par-vertu,0.0049
gueullette-leandre-hongre,taconet-ecosseuses,0.0483,deville-pierre-bagnolet-et-claude-bagnolet-son-fils,0.0855,moliere-dom-juan,0.0077
gueullette-marchand-de-merde,gueullette-leandre-fiacre,0.0167,gueullette-leandre-fiacre,0.0327,marivaux-meprise,0.0048
gueullette-parade-1,gueullette-parade-2,0.0087,gueullette-parade-2,0.0106,gueullette-parade-2,0.0037
gueullette-parade-2,gueullette-parade-1,0.0087,gueullette-parade-1,0.0106,gueullette-parade-1,0.0037
guibert-filles-a-marier,anseaume-tableau-parlant,0.0082,legrand-famille-extravagante,0.0112,scribe-les-dervis,0.0033
guimont-de-la-touche-iphigenie,racine-phedre-77,0.0072,crebillon-idomenee,0.0094,delavigne-vepres-siciliennes,0.0041
guyot-de-merville-consentement-force,rousseau-narcisse,0.007,nivelle-prejuge-a-la-mode,0.0131,dumaniant-jodelet,0.0044
hardy-corine,mareschala-cour-bergere,0.0086,mareschala-genereuse-allemande,0.0181,anonyme-chapelain-decoiffe,0.0112
hardy-dorise,mairet-athenais,0.0086,hardy-meleagre,0.0108,hardy-meleagre,0.0098
hardy-meleagre,montchretien-hector,0.0093,hardy-dorise,0.0108,hardy-dorise,0.0098
haren-agon,carrion-nizas-pierre-le-grand,0.0088,nadal-herode,0.0109,nadal-osarphis-moise,0.0043
harny-petit-maitre-province,boissy-plagiaire,0.0109,boissy-plagiaire,0.0195,chazet-dubois-moliere-chez-ninon,0.0114
harny-sybille,biancollelli-foire-galante,0.0208,dorneval-lesage-reine-de-barostan,0.0314,piis-cassandre-astrologue,0.0082
hauteroche-amant-flatte-point,moliere-ecole-des-femmes,0.0059,regnard-legataire,0.0086,la-thuilerie-crispin-bel-esprit,0.0029
hauteroche-cocher-suppose,dancourt-enfants-de-paris,0.0095,regnard-serenade,0.014,regnard-serenade,0.0034
hauteroche-deuil,moliere-fourberies-de-scapin,0.0097,boursault-medecin-volant,0.0129,hauteroche-amant-flatte-point,0.0045
heilly-le-neveu-de-la-marquise,masson-le-proces-du-baiser,0.012,genlis-intrigue-mensonge,0.0186,adenisj-la-double-meprise,0.0041
henault-marius-a-cirte,de-caux-marius,0.0,de-caux-marius,0.0,de-caux-marius,0.0
henault-temple-des-chimeres,rousseau-muses-galantes,0.0251,la-motte-carnaval-folie,0.0373,la-motte-carnaval-folie,0.022
hervieux-paul-et-pauline,nivelle-ecole-meres,0.0091,poulhariez-taciturne,0.0136,ouville-absent-chez-soi,0.0046
hervilly-de-calais-a-douvres,monselet-arene-ilote,0.0348,adenis-le-nouveau-ne,0.0446,vierne-moliere-enfant,0.0239
hervilly-docteur-sans-pareil,vierne-moliere-enfant,0.0139,hervilly-pere-et-fils,0.0159,rostand-cyrano,0.0072
hervilly-la-soupiere,labiche-leroy-brulons-voltaire,0.02,diderot-est-il-bon-est-il-mechant,0.0339,busnach-la-claque-la-claque,0.0095
hervilly-laitiere,hervilly-silence-dans-les-rangs,0.0175,hervilly-silence-dans-les-rangs,0.0167,hervilly-silence-dans-les-rangs,0.005
hervilly-les-revanches-de-l-escalier,labiche-michel-deux-timides,0.0188,verconsin-rideau,0.0265,archambault-on-fait-ce-qu-on-peut,0.0079
hervilly-magister,hervilly-moliere-en-prison,0.0214,hervilly-moliere-en-prison,0.0183,hervilly-moliere-en-prison,0.004
hervilly-malade-reel,billard-pleureur-malgre-lui,0.0165,hervilly-docteur-sans-pareil,0.0294,hervilly-moliere-en-prison,0.0096
hervilly-moliere-en-prison,banville-le-beau-leandre,0.0133,hervilly-magister,0.0183,hervilly-magister,0.004
hervilly-pere-et-fils,hervilly-moliere-en-prison,0.0141,hervilly-docteur-sans-pareil,0.0159,hervilly-moliere-en-prison,0.0061
hervilly-silence-dans-les-rangs,hervilly-laitiere,0.0175,hervilly-laitiere,0.0167,hervilly-laitiere,0.005
hervilly-soupe,monselet-arene-ilote,0.026,normand-claqueurs,0.0346,normand-claqueurs,0.0125
hoffman-original,andrieux-anaximandre,0.0085,dorat-la-feinte-par-amour,0.0106,dorat-la-feinte-par-amour,0.0049
hoffman-phedre,marmontel-hercule-mourant,0.007,lemierre-idomenee,0.0216,la-motte-scanderberg,0.0069
houssaye-la-comedie-a-la-fenetre,donnay-eux,0.0202,panard-le-reve,0.0366,musset-augier-habit-vert,0.0159
hugo-burgraves,vige-wilhem-tell,0.0134,vige-wilhem-tell,0.0182,musset-la-coupe-et-les-levres,0.0077
hugo-etre-aime,hugo-les-gueux,0.0333,hugo-les-gueux,0.0505,hugo-les-gueux,0.02
hugo-hernani,hugo-ruy-blas,0.0203,hugo-ruy-blas,0.0225,hugo-ruy-blas,0.0066
hugo-l-enroleur-politique,carbon-de-flins-reveil-epimenide,0.0238,delavigne-vepres-siciliennes,0.0315,la-fosse-manlius,0.0107
hugo-les-deux-ages,hugues-nuit-moliere,0.0797,allais-bon-bougre,0.1081,hugues-cendrillon,0.0575
hugo-les-gueux,soret-ceciliade,0.029,billard-pleureur-malgre-lui,0.0413,vige-wilhem-tell,0.014
hugo-prologue,hugo-hernani,0.1528,quatrelles-la-dame-de-niort,0.183,courteline-animaux-malades-de-la-faim,0.308
hugo-ruy-blas,musset-lorenzaccio,0.0203,hugo-hernani,0.0225,hugo-hernani,0.0066
hugo-sur-la-lisiere-d-un-bois,aicard-pygmalion,0.0256,aicard-pygmalion,0.0727,monselet-enfer,0.0309
hugues-boite-a-musique,onhet-aux-avants-postes,0.016,rostand-cyrano,0.0238,hugues-la-maison-des-dimanches,0.009
hugues-cendrillon,hugues-la-maison-des-dimanches,0.0178,hugues-boite-a-musique,0.0266,hugues-boite-a-musique,0.0102
hugues-la-maison-des-dimanches,hugues-cendrillon,0.0178,musset-la-coupe-et-les-levres,0.026,hugo-ruy-blas,0.0074
hugues-nuit-moliere,musset-les-nuits,0.0197,aicard-pygmalion,0.0286,barbier-ombre-de-moliere,0.0093
hugues-tyl,rostand-cyrano,0.0323,rostand-cyrano,0.0282,hugues-boite-a-musique,0.0093
hus-ingenu,laboullaye-cormon-corneille-rotrou,0.0277,diderot-paradoxe-comedien,0.0593,seneque-agamemnon,0.0206
imbert-inauguration,la-harpe-moliere,0.0137,boissy-apologie-du-siecle,0.0273,lebeau-de-schosne-assemblee,0.0056
imbert-poinsinet-moliere,cubieres-palmezeaux-fete-seculaire-corneille,0.0172,la-harpe-muses-rivales,0.0285,cubieres-palmezeaux-fete-seculaire-corneille,0.0081
jacquelin-philidor-pradon,merle-a-bas-moliere,0.0106,lesguillon-saint-yves-protege-de-moliere,0.0167,regnard-legataire,0.0035
jacquelin-rougemont-l-amour-al-anglaise,plancher-verre-d-eau,0.0085,rousseau-narcisse,0.0149,marivaux-triomphe-plutus,0.0025
jaquelin-soliman,le-vayer-grand-selim,0.0055,corneillep-theodore,0.0059,chappuzeau-armetzar,0.0037
jarry-ubu-roi,hugo-ruy-blas,0.0507,sedaine-richard,0.0513,maupassant-a-la-feuille-de-rose,0.0093
jeannet-moliere-en-menage,cheron-homme-a-bonnes-fortunes,0.0097,quinault-docteur-de-verre,0.0146,anseaume-ressource-comique,0.0062
jodelle-cleopatre,jodelle-didon,0.0067,jodelle-didon,0.0164,jodelle-didon,0.006
jodelle-didon,jodelle-cleopatre,0.0067,viau-pasiphae,0.0133,jodelle-cleopatre,0.006
jodelle-eugene,gillet-francion,0.0092,troterel-gillette,0.0156,beze-abraham,0.0067
joliet-moliere,hugues-nuit-moliere,0.0336,banville-le-beau-leandre,0.0436,musset-les-nuits,0.0314
joly-adrienne-lecouvreur,joly-cinq-mars,0.0186,joly-cinq-mars,0.0217,carrance-la-prostituee,0.0111
joly-cinq-mars,joly-adrienne-lecouvreur,0.0186,joly-adrienne-lecouvreur,0.0217,joly-fouquet-a-la-bastille,0.0113
joly-fouquet-a-la-bastille,hugo-burgraves,0.0262,joly-cinq-mars,0.0357,joly-cinq-mars,0.0113
joly-moliere,billard-pleureur-malgre-lui,0.0182,joly-cinq-mars,0.0375,hugo-burgraves,0.0152
joly-salomon,viau-pasiphae,0.0289,hugo-les-gueux,0.0543,joly-cinq-mars,0.0171
jouy-gerny-les-bis,feydeau-tout-a-brown-sequard,0.0381,berton-homme-qui-a-tue-la-mort,0.067,dufresny-depart-des-comediens,0.0239
jouy-les-bancs-de-la-promenade,giraudoux-impromptu-de-paris,0.0801,villiers-de-l-isle-adam-chapeau-chinois,0.1379,villiers-de-l-isle-adam-chapeau-chinois,0.0253
jouy-sermet-ah-mince,ferrier-larme-d-auvergnat,0.0758,ferrier-larme-d-auvergnat,0.0956,croiset-l-air-de-la-mer,0.0416
kolb-soubrette-de-moliere,billard-pleureur-malgre-lui,0.0245,barbier-ombre-de-moliere,0.0276,scarron-boutades-matamore,0.0165
l-affichard-acteurs-deplaces,gouges-moliere-ninon,0.0083,anseaume-ressource-comique,0.0239,favart-acajou,0.0044
l-estoile-belle-esclave,aure-genevieve-69,0.0067,dalibray-soliman,0.0112,tristan-mort-de-chrispe,0.0031
l-estoile-intrigue-des-filous,gillet-campagnard,0.0067,gillet-francion,0.01,moliere-ecole-des-femmes,0.0021
l-estoile-maistre-galimathias,durval-agarite,0.0161,dorimond-comedie-de-la-comedie,0.0312,moliere-princesse-d-elide,0.0146
la-calprenede-bradamante,mairet-sophonisbe,0.0053,corneillep-theodore,0.0061,du-ryer-cleomedon,0.0036
la-calprenede-clarionte,mairet-sophonisbe,0.0046,la-calprenede-mort-mitrhidate,0.0081,la-calprenede-bradamante,0.0043
la-calprenede-comte-d-essex,la-calprenede-jeanne,0.0038,la-calprenede-edouard,0.0054,la-calprenede-mort-mitrhidate,0.0034
la-calprenede-edouard,la-calprenede-comte-d-essex,0.0045,la-calprenede-comte-d-essex,0.0054,la-calprenede-phalante,0.0023
la-calprenede-enfants-d-herode,la-calprenede-jeanne,0.0051,boyer-mort-enfants-brute,0.0083,mairet-sophonisbe,0.006
la-calprenede-hermenegilde,aubignac-pucelle-prose,0.0083,puget-de-la-serre-sac-de-carthage,0.0166,aubignac-pucelle-prose,0.0057
la-calprenede-jeanne,la-calprenede-comte-d-essex,0.0038,la-calprenede-comte-d-essex,0.0056,la-calprenede-bradamante,0.0048
la-calprenede-mort-mitrhidate,corneillep-horace,0.0046,la-calprenede-clarionte,0.0081,la-calprenede-comte-d-essex,0.0034
la-calprenede-phalante,baro-parthenie,0.0055,la-calprenede-edouard,0.0072,la-calprenede-edouard,0.0023
la-chapelle-zaide,du-ryer-alcionee,0.0048,gresset-edouard-iii,0.006,crebillon-xerxes,0.0024
la-croix-guerre-comique,pesselier-esope-au-parnasse,0.0116,giraudoux-impromptu-de-paris,0.029,donneau-de-vise-zelinde,0.0079
la-fontaine-achille,campistron-alcibiade,0.0081,campistron-aetius,0.0146,genest-penelope,0.006
la-fontaine-astree,la-fontaine-daphne,0.0087,la-motte-canente,0.0142,la-fontaine-daphne,0.0036
la-fontaine-climene,gillet-deniaise,0.0096,regnard-democrite,0.012,la-fontaine-eunuque,0.004
la-fontaine-daphne,la-fontaine-astree,0.0087,la-motte-canente,0.0144,la-fontaine-astree,0.0036
la-fontaine-eunuque,moliere-etourdi,0.0048,du-ryer-vendanges-de-suresnes,0.0073,corneillep-menteur,0.0024
la-fontaine-florentin,brosse-aveugle-clairvoyant,0.0083,rousseau-engagement-temeraire,0.0157,cubieres-palmezeaux-mort-de-moliere-4a,0.0039
la-fontaine-galatee,quinault-atys,0.0114,boyer-lisimene,0.0188,fontenelle-endymion,0.005
la-fontaine-ragotin,l-estoile-intrigue-des-filous,0.0091,blemont-moliere-en-bonne-fortune,0.0262,regnard-joueur,0.0056
la-fontaine-rieurs-du-beau-richard,france-la-comedie-de-celui-qui-epousa-une-femme-muette,0.0292,allais-bon-bougre,0.058,harny-petit-maitre-province,0.0132
la-forge-joueuse-dupee,gillet-campagnard,0.0133,chevalier-intrigue-des-carrosses,0.0143,regnard-folies-amoureuses,0.0035
la-fosse-manlius,campistron-andronic,0.0051,campistron-arminiusc,0.0059,campistron-aetius,0.0047
la-fossem-ecole-de-la-raison,moliere-femmes-savantes,0.0085,vade-canadienne,0.0195,corneillet-inconnu,0.0076
la-harpe-comte-de-warwick,gresset-edouard-iii,0.0068,pacaroni-bajazet-premier,0.0069,voltaire-irene,0.003
la-harpe-melanie,mercier-jenneval,0.0057,quinault-comedie-sans-comedie,0.0142,deshoulieres-genseric,0.0049
la-harpe-moliere,lebeau-de-schosne-assemblee,0.0107,boissy-critique-auteur-supersticieux,0.014,pesselier-esope-au-parnasse,0.0044
la-harpe-muses-rivales,cubieres-palmezeaux-fete-seculaire-corneille,0.0135,la-harpe-moliere,0.021,voltaire-semiramis,0.0104
la-harpe-philoctete,genest-penelope,0.0085,dorat-regulus,0.0106,legouve-eteocle,0.0034
la-mesnardiere-alinde,montgaudier-natalie,0.0069,montgaudier-natalie,0.008,mercier-tombeaux-de-verone,0.0062
la-motte-amadis,la-motte-omphale,0.0067,la-motte-omphale,0.0122,la-motte-omphale,0.0031
la-motte-canente,fontenelle-endymion,0.0094,regnard-carnaval-de-venise,0.0104,campistron-achille,0.0058
la-motte-carnaval-folie,regnard-carnaval-de-venise,0.0121,henault-temple-des-chimeres,0.0373,regnard-carnaval-de-venise,0.0086
la-motte-ines-de-castro,deshoulieres-genseric,0.0056,deshoulieres-genseric,0.0083,lagrange-chancel-meleagre,0.0029
la-motte-machabees,voltaire-mariamne,0.0053,abeille-lyncee,0.0066,boyer-porus,0.0046
la-motte-magnifique,moliere-avare,0.0058,marivaux-prince-travesti,0.0111,moliere-medecin-volant,0.0035
la-motte-matrone-d-ephese,donneau-de-vise-veuve-a-la-mode,0.0091,moliere-fourberies-de-scapin,0.0161,marivaux-acteurs-de-bonne-foi,0.0038
la-motte-omphale,la-motte-amadis,0.0067,la-motte-scanderberg,0.0116,la-motte-amadis,0.0031
la-motte-scanderberg,la-motte-omphale,0.008,la-motte-omphale,0.0116,la-motte-omphale,0.0051
la-thuilerie-crispin-bel-esprit,piron-metromanie,0.0075,hauteroche-amant-flatte-point,0.01,hauteroche-amant-flatte-point,0.0029
la-thuilerie-hercule,thibouville-thelamire,0.0041,lagrange-chancel-meleagre,0.006,lagrange-chancel-meleagre,0.0018
la-thuilerie-soliman,racine-bajazet,0.0051,racine-bajazet,0.004,baro-clarimonde,0.0025
labaume-messe-de-gnide,rousseau-muses-galantes,0.0165,voltaire-samson,0.0314,nadal-paradis-terrestre,0.0147
labiche-coup-de-rasoir,chauvin-commencement-de-la-fin,0.024,chauvin-commencement-de-la-fin,0.025,labiche-leroy-il-est-de-la-police,0.0104
labiche-jolly-baron-de-fourchevif,labiche-leroy-brulons-voltaire,0.0133,labiche-leroy-brulons-voltaire,0.0177,labiche-leroy-brulons-voltaire,0.004
labiche-l-avocat-d-un-grec,labiche-leroy-brulons-voltaire,0.0158,labiche-michel-deux-timides,0.0152,labiche-michel-deux-timides,0.0105
