Play,Closest play Spacy,Closest distance Spacy,Closest play Manual,Closest distance Manual,Closest play Doc_embedding,Closest distance Doc_embedding
rotrou-saint-genest,baro-saint-eustache,0.008,baro-saint-eustache,0.0082,rotrou-dom-bernard-de-cabrere,0.0064
rotrou-sosies,rotrou-deux-pucelles,0.0058,tristan-mariane,0.0075,le-boulanger-chalussay-elomire-hypocondre,0.0057
rotrou-venceslas,rotrou-cosroes,0.0063,rotrou-laure-persecutee,0.012,longepierre-la-mort-de-solon,0.0041
rougemont-discours-de-rentree,gouges-moliere-ninon,0.0106,bernardc-madame-de-vauldenaie,0.0199,masson-le-proces-du-baiser,0.0045
rousseau-devin-du-village,gosse-auteur-dans-son-menage,0.0222,voltaire-droit-du-seigneur,0.0315,dorat-celibataire,0.009
rousseau-engagement-temeraire,corneillet-amour-a-la-mode,0.0055,corneillep-menteur,0.0074,moliere-depit-amoureux,0.0031
rousseau-muses-galantes,regnard-carnaval-de-venise,0.0123,regnard-carnaval-de-venise,0.017,la-motte-canente,0.0059
rousseau-narcisse,moliere-ecole-des-maris,0.0056,cerou-amant-auteur,0.0087,cerou-amant-auteur,0.0027
rousseau-prisonniers-de-guerre,nizas-sauvage-en-france,0.0073,moliere-amants-magnifiques,0.0164,moliere-avare,0.0046
rousseaujb-cafe,lesage-turcaret,0.0077,dufresny-joueuse,0.0157,sand-moliere,0.0033
rousseaujb-ceinture-magique,rousseaujb-cafe,0.012,poinsinet-cercle,0.016,sacy-sympathie,0.0038
rousseaujb-jason,campistron-achille,0.0066,campistron-achille,0.0116,campistron-achille,0.0046
rousseaup-mort-de-bucephale,boyer-porus,0.0089,mareschala-mauzolee,0.0111,mareschala-mauzolee,0.0041
roy-compliment-14-mars-1750,lebeau-de-schosne-assemblee,0.0175,la-harpe-moliere,0.0316,moncrif-abderites,0.0082
roy-compliment-7-avril-1750,lebeau-de-schosne-assemblee,0.0167,boissy-frivolite,0.0417,fagan-sylphe-suppose,0.0126
sacy-agnes-sorel,sacy-amour-platonique,0.0305,vallee-fidele-esclave,0.0667,sacy-amour-platonique,0.0086
sacy-amour-platonique,sacy-agnes-sorel,0.0305,sand-roi-attend,0.0483,sacy-agnes-sorel,0.0086
sacy-bavard,sacy-sympathie,0.0139,palissot-barbier-de-bagdad,0.0258,sacy-contentement,0.007
sacy-benefice,barquebois-rapiniere,0.0303,carmontelle-auteur-avantageux,0.0522,boissy-homme-du-jour,0.0096
sacy-bois-rose,scribe-ministre-sous-louis-xv,0.0229,scribe-ministre-sous-louis-xv,0.0338,gouges-moliere-ninon,0.0052
sacy-contentement,rousseaujb-cafe,0.0144,regnard-filles-errantes,0.017,mercier-liberateur,0.0054
sacy-defense,regnard-menechmes,0.0155,sand-moliere,0.0315,dancourt-prix-arquebuse,0.0064
sacy-denys,gouges-exclavage-des-noirs,0.0179,mercier-destruction-de-la-ligue,0.03,gouges-moliere-ninon,0.0082
sacy-fat-de-province,ancelot-arago-papillotes,0.01,sacy-mysterieux,0.016,dancourt-parisienne,0.0033
sacy-fausse-paysanne,mercier-habitant-guadeloupe,0.0135,ancelot-auger-une-seduction,0.0228,dufresny-malade-sans-maladie,0.0044
sacy-gascon-a-paris,cubieres-palmezeaux-diligence-de-lyon,0.0187,marivaux-fausse-suivante,0.0288,bernardc-madame-de-vauldenaie,0.0065
sacy-gascon-joue,beaunoir-sculpteur,0.0119,ancelot-arago-papillotes,0.0207,musset-bettine,0.0054
sacy-harangue,dugazon-modere,0.0175,dancourt-vacances,0.0294,dufresny-chevalier-joueur,0.0063
sacy-impromptu,anonyme-matinee-comedien-francais,0.0199,musset-il-faut-qu-une-porte-soit-ouverte-ou-fermee,0.0361,lesage-turcaret,0.0076
sacy-jeanne-de-cosse-brissac,balzac-vautrin,0.0195,balzac-vautrin,0.0358,gouges-exclavage-des-noirs,0.0083
sacy-l-ile-deserte,rousseaujb-ceinture-magique,0.0315,cubieres-palmezeaux-diligence-de-lyon,0.0601,barante-arlequin-misanthrope,0.0115
sacy-le-menteur,sacy-sympathie,0.02,sacy-sympathie,0.0414,palissot-cercle,0.0045
sacy-le-revenant,carbon-de-flins-reveil-epimenide,0.028,beaunoir-venus,0.0572,rousseaujb-ceinture-magique,0.0153
sacy-lois,bergasse-journee-des-dupes,0.0224,genlis-voyageur,0.0519,regnard-legataire-critique,0.0099
sacy-medisance,bernardc-madame-de-vauldenaie,0.0182,ancelot-auger-une-seduction,0.0228,dancourt-folle-enchere,0.0046
sacy-meprise,sacy-bois-rose,0.025,sacy-bois-rose,0.046,sacy-testament,0.0106
sacy-merlin-percepteur,dupaty-luce-salverte-bievre,0.024,sacy-harangue,0.032,beaunoir-libellistes,0.005
sacy-modestie,la-croix-guerre-comique,0.0224,le-noble-entretien-scarron-moliere,0.0427,voltaire-socrate,0.0075
sacy-morts-vivants,biancollelli-oedipe-travesti,0.0204,busnach-chateau-yquem,0.0399,quinault-mere-coquette,0.0073
sacy-mysterieux,dufresny-reconciliation-normande,0.0113,sacy-fat-de-province,0.016,corneillep-menteur,0.0044
sacy-noblesse,sacy-bois-rose,0.041,sacy-bois-rose,0.0555,sacy-bois-rose,0.0106
sacy-nouvellistes,sacy-bois-rose,0.0238,dancourt-prix-arquebuse,0.0404,dancourt-deroute-pharaon,0.007
sacy-quine,dancourt-enfants-de-paris,0.0141,sacy-fat-de-province,0.0199,plaute-aululaire,0.0037
sacy-repetition,legrand-nouveaute,0.016,desportes-veuve-coquette,0.0253,poinsinet-cercle,0.0031
sacy-retour-distrait,beaumarchais-barbier-de-seville,0.0195,regnard-divorce,0.0213,sacy-repetition,0.0051
sacy-rivalite,dancourt-prix-arquebuse,0.0131,rousseaujb-cafe,0.0248,rousseaujb-cafe,0.0036
sacy-secretaire,flaubert-le-candidat,0.0198,cerou-amant-auteur,0.0327,regnard-arlequin-aux-enfers,0.0064
sacy-serpette-magique,dufresny-double-veuvage,0.0114,desportes-veuve-coquette,0.0149,garniert-joueuses,0.0037
sacy-songes,cyrano-pedant-joue,0.0298,beaunoir-venus,0.0578,regnard-homme-bonne-fortune-critique,0.0106
sacy-sympathie,fievre-moliere-a-quebec,0.0124,sand-moliere,0.0168,rousseaujb-ceinture-magique,0.0038
sacy-testament,palissot-critique-tragedie-charles-ix,0.0286,le-noble-entretien-scarron-moliere,0.0662,barante-arlequin-misanthrope,0.01
sacy-trois-ivrognes,cyrano-pedant-joue,0.0376,courteline-les-balances,0.072,saint-just-petite-maison,0.0113
sacy-vanite,boursault-comedie-sans-titre,0.0188,moissy-piece-de-vers,0.0303,mercier-liberateur,0.0051
sacy-vive-la-vie,balzac-vautrin,0.0157,beaumarchais-autre-tartuffe,0.0182,regnard-divorce,0.0033
saint-aignan-martyre-marie-antoinette,saint-aignan-mort-louis-xvi,0.0078,saint-aignan-mort-louis-xvi,0.024,racine-esther,0.0171
saint-aignan-mort-louis-xvi,carrion-nizas-pierre-le-grand,0.0076,carrion-nizas-pierre-le-grand,0.011,carrion-nizas-pierre-le-grand,0.003
saint-evremond-comedie-des-academiciens,pesselier-esope-au-parnasse,0.0098,longhaye-richelieu,0.0133,fagan-momus-a-paris,0.0093
saint-foix-cabale,poinsinet-cercle,0.0092,dancourt-impromptu-suresnes,0.025,saint-foix-oracle,0.0048
saint-foix-colonie,genlis-amant-anonyme,0.0074,moliere-avare,0.0118,moliere-avare,0.003
saint-foix-hommes,poisson-boite-de-pandore,0.0159,moliere-amants-magnifiques,0.0352,boyera-caton,0.0087
saint-foix-ile-sauvage,bievre-seducteur,0.0112,moliere-amants-magnifiques,0.0197,saint-foix-colonie,0.0039
saint-foix-oracle,moliere-amants-magnifiques,0.0161,moliere-princesse-d-elide,0.0291,saint-foix-cabale,0.0048
saint-gilles-dialogue,billard-pleureur-malgre-lui,0.0506,la-fontaine-ragotin,0.0806,barre-radet-desfontaines-colombine-mannequin,0.0327
saint-gilles-feinte-heureuse,pic-aricie,0.0265,mareschala-inconstance-d-hylas,0.0353,quinault-amadis,0.0121
saint-gilles-fievre-palmerin,quinault-alceste,0.0353,harny-petit-maitre-province,0.0856,harny-petit-maitre-province,0.0227
saint-glas-bouts-rimes,marivaux-fausse-suivante,0.0188,musset-bettine,0.0385,regnard-arlequin-bonnes-fortunes,0.0085
saint-just-petite-maison,poinsinet-cercle,0.0069,lesage-turcaret,0.0199,fatouville-arlequin-empereur-dans-la-lune,0.0044
saint-priest-pot-au-noir-pot-aux-roses,anseaume-tableau-parlant,0.0255,barbier-faucon,0.022,framery-la-colonie,0.0073
saint-roman-dialogue,boissy-apologie-du-siecle,0.0209,cubieres-palmezeaux-fete-seculaire-corneille,0.0281,billardon-de-sauvigny-vashington,0.011
sallebray-belle-egyptienne,quinault-comedie-sans-comedie,0.0055,quinault-comedie-sans-comedie,0.0124,sallebray-l-amante-ennemie,0.0038
sallebray-l-amante-ennemie,scudery-fils-suppose,0.004,baro-clorise,0.0052,discret-noces-de-vaugirard,0.0035
samson-printemps-parisien,melandri-halle-aux-baisers,0.0937,le-senne-reveil-corneille,0.2014,le-senne-reveil-corneille,0.0652
sand-aldo-le-rimeur,musset-caprices,0.0095,musset-caprices,0.0128,ormoy-zelmis,0.005
sand-francois-le-champi,andrieux-le-reve-du-mari,0.0103,marivaux-mere-confidente,0.0127,marivaux-double-inconstance,0.0049
sand-moliere,regnard-menechmes,0.0074,musset-barberine,0.0093,musset-barberine,0.003
sand-roi-attend,rotrou-saint-genest,0.0162,mercier-destruction-de-la-ligue,0.0211,mercier-destruction-de-la-ligue,0.0038
saurin-amenophis,lemierre-artaxerce,0.0061,lemierre-artaxerce,0.0074,lemierre-idomenee,0.0037
saurin-anglomane,piron-metromanie,0.0072,cheron-homme-a-bonnes-fortunes,0.007,la-thuilerie-crispin-bel-esprit,0.0033
saurin-beverlei,mercier-jenneval,0.0081,voltaire-enfant-prodigue,0.0098,ozicourt-romeo-juliette,0.0036
saurin-blanche-et-guiscard,chabanon-eudoxie,0.0101,legouve-attilie,0.0136,chabanon-eudoxie,0.0035
saurin-mariage-de-julie,voltaire-femme-qui-a-raison,0.0084,dufresny-faux-honnete-homme,0.022,dufresny-jaloux-honteux,0.0042
saurin-moeurs-du-temps,saurin-mariage-de-julie,0.0097,vigny-quitte-pour-la-peur,0.0212,vigny-quitte-pour-la-peur,0.0042
saurin-spartacus,voltaire-tancrede,0.0074,folard-themistocle,0.0103,arnault-lucrece,0.0028
scarron-boutades-matamore,champrepus-ulysse,0.011,desmarets-visionnaires,0.0239,gilbert-amours-de-diane-et-d-endymion,0.0101
scarron-dom-japhet-d-armenie,scarron-marquis-ridicule,0.0058,scarron-ecolier-de-salamanque,0.0097,tristan-parasite,0.0043
scarron-ecolier-de-salamanque,scarron-marquis-ridicule,0.0078,scarron-dom-japhet-d-armenie,0.0097,scarron-marquis-ridicule,0.0028
scarron-fausse-apparence,corneillet-engagements-du-hasard,0.0074,scarron-marquis-ridicule,0.007,scarron-marquis-ridicule,0.0024
scarron-gardien-de-soi-meme,corneillet-geolier-de-sois-meme,0.0088,corneillet-geolier-de-sois-meme,0.0114,corneillet-geolier-de-sois-meme,0.0032
scarron-heritier-ridicule,scarron-jodelet-dueliste,0.0052,scarron-jodelet-dueliste,0.0063,chevalier-pedagogue-amoureux,0.0027
scarron-jodelet-dueliste,scarron-heritier-ridicule,0.0052,scarron-heritier-ridicule,0.0063,scarron-jodelet,0.0017
scarron-jodelet,scarron-jodelet-dueliste,0.0073,scarron-jodelet-dueliste,0.0064,scarron-jodelet-dueliste,0.0017
scarron-marquis-ridicule,scarron-jodelet-dueliste,0.0054,corneillet-dom-bertran-de-cigarral,0.0067,corneillet-engagements-du-hasard,0.0018
scarron-prince-corsaire,gilbert-telephonte,0.0066,racine-thebaide-64,0.0077,leclerc-iphigenie,0.0028
schelandre-tyr-sidon-i,corneillep-illusion-comique,0.0076,schelandre-tyr-sidon-ii,0.0093,schelandre-tyr-sidon-ii,0.003
schelandre-tyr-sidon-ii,schelandre-tyr-sidon-i,0.0088,schelandre-tyr-sidon-i,0.0093,schelandre-tyr-sidon-i,0.003
scheler-aiguilleur,musset-la-coupe-et-les-levres,0.0242,vige-wilhem-tell,0.0335,vige-wilhem-tell,0.0119
scribe-conversion,aure-genevieve-70,0.0122,plaute-amphitryon,0.0228,musset-badine,0.0054
scribe-jeune-docteur,rougemont-discours-de-rentree,0.0127,boissy-dehors-trompeurs,0.0247,musset-on-ne-saurait-penser-a-tout,0.0055
scribe-les-dervis,boursault-comedie-sans-titre,0.0114,cailhava-egoisme,0.0138,guibert-filles-a-marier,0.0033
scribe-ministre-sous-louis-xv,scribe-potemkin,0.0121,dufresny-negligent,0.0337,regnard-homme-bonne-fortune-critique,0.0059
scribe-potemkin,scribe-ministre-sous-louis-xv,0.0121,vigny-quitte-pour-la-peur,0.0279,aude-ecole-tragique,0.0041
scribe-tete-a-tete,adenisj-la-double-meprise,0.0117,mons-dernier-klephte,0.0261,depret-monsieur-cambrefort,0.0037
scudery-amour-tyran,scudery-eudoxe,0.0031,scudery-arminius,0.0062,scudery-prince-deguise,0.0033
scudery-arminius,scudery-eudoxe,0.0053,du-ryer-cleomedon,0.0061,scudery-eudoxe,0.0031
scudery-comedie-des-comediens,somaize-proces-precieuses,0.0085,robinet-panegyrique-ecole-des-femmes,0.0252,donneau-de-vise-zelinde,0.008
scudery-eudoxe,scudery-amour-tyran,0.0031,corneillep-rodogune,0.0064,scudery-prince-deguise,0.003
scudery-fils-suppose,sallebray-l-amante-ennemie,0.004,scudery-prince-deguise,0.0057,scudery-orante,0.0032
scudery-ligdamon-e-lidias,scudery-prince-deguise,0.0041,tristan-mariane,0.0078,dalibray-le-torrismon-du-tasse,0.0037
scudery-mort-de-cesar,tristan-mort-de-chrispe,0.0044,scudery-prince-deguise,0.0077,rotrou-iphigenie,0.0045
scudery-orante,scudery-prince-deguise,0.0039,scudery-prince-deguise,0.0066,scudery-fils-suppose,0.0032
scudery-prince-deguise,scudery-orante,0.0039,scudery-vassal-genereux,0.0056,dalibray-le-torrismon-du-tasse,0.003
scudery-vassal-genereux,scudery-prince-deguise,0.0042,scudery-prince-deguise,0.0056,scudery-eudoxe,0.0047
sedaine-defauts-supposes,ouville-absent-chez-soi,0.0093,patrat-vengeance,0.0122,voltaire-indiscret,0.003
sedaine-l-huitre-et-les-plaideurs,marivaux-colonie,0.0395,musset-ane,0.0551,bilhaud-gustave,0.0169
sedaine-le-philosophe-sans-le-savoir,brueys-palaprat-avocat-patelin,0.0228,brueys-palaprat-avocat-patelin,0.0247,brueys-palaprat-avocat-patelin,0.004
sedaine-manteau-ecarlate,donneau-de-vise-corneille-devineresse,0.0093,diderot-est-il-bon-est-il-mechant,0.0343,rougemont-discours-de-rentree,0.0071
sedaine-richard,voltaire-charlot,0.0147,ancelot-arago-papillotes,0.029,beaumarchais-barbier-de-seville,0.0052
segur-fou,brosse-aveugle-clairvoyant,0.0118,quinault-comedie-sans-comedie,0.0205,cubieres-palmezeaux-mort-de-moliere-3a,0.0068
seneque-agamemnon,seneque-medee,0.0087,seneque-medee,0.014,eschyle-sept-contre-thebes,0.011
seneque-medee,seneque-agamemnon,0.0087,seneque-agamemnon,0.014,euripide-hercule-furieux,0.0059
sewrin-la-sorciere,gueullette-arlequin-pluton,0.0183,panard-le-reve,0.0195,biancollelli-foire-galante,0.0078
silvestre-sapho,beissier-antigone,0.0263,beissier-antigone,0.0325,aicard-pygmalion,0.0146
siraudin-delacour-choler-apres-le-bal,duflot-desarbres-deux-hommes-pour-un-placard,0.0116,labiche-michel-deux-timides,0.0096,duflot-desarbres-deux-hommes-pour-un-placard,0.006
siraudin-faction-de-nuit,laforgue-noce-de-pierrot,0.0326,adenis-homme-qui-ne-peut-pas-siffler,0.0413,drault-la-voleuse-du-bon-marche,0.0203
siraudin-larounat-ami-des-femmes,dancourt-colin-maillard,0.0149,andrieux-la-comedienne,0.0269,labiche-l-avocat-d-un-grec,0.0139
sivry-affaire-d-honneur,taconet-la-mort-du-boeuf-gras,0.0282,piron-arlequin-decalion,0.0373,sewrin-la-sorciere,0.0121
sivry-indecision,lesage-arlequin-mahomet,0.2238,siraudin-faction-de-nuit,0.1025,siraudin-larounat-ami-des-femmes,0.0615
somaize-precieuses-ridicules,moliere-precieuses-ridicules,0.0033,moliere-femmes-savantes,0.0091,moliere-misanthrope,0.0039
somaize-proces-precieuses,scudery-comedie-des-comediens,0.0085,somaize-precieuses-ridicules,0.0142,somaize-precieuses-ridicules,0.0044
somaize-veritables-precieuses,scudery-comedie-des-comediens,0.0087,moliere-critique-ecole-des-femmes,0.0157,palissot-cercle,0.0051
sommerive-bajazet,pacaroni-bajazet-premier,0.0058,boyer-porus,0.0075,palissot-ninus,0.0037
sophocle-ajax,sophocle-antigone,0.0061,sophocle-antigone,0.0079,sophocle-antigone,0.0025
sophocle-antigone,sophocle-ajax,0.0061,sophocle-ajax,0.0079,sophocle-ajax,0.0025
sophocle-electre,sophocle-oedipe-roi,0.005,sophocle-antigone,0.0083,sophocle-oedipe-a-colone,0.0019
sophocle-oedipe-a-colone,sophocle-oedipe-roi,0.0064,sophocle-electre,0.0094,sophocle-electre,0.0019
sophocle-oedipe-roi,sophocle-electre,0.005,sophocle-oedipe-a-colone,0.0094,sophocle-electre,0.0022
sophocle-philoctete,sophocle-electre,0.0096,sophocle-electre,0.012,sophocle-electre,0.002
sophocle-trachiniennes,sophocle-electre,0.006,sophocle-antigone,0.0086,sophocle-ajax,0.004
sorel-dialogue-des-yeux-et-de-la-bouche,anonyme-dialogue-des-yeux-et-de-la-bouche,0.0004,anonyme-dialogue-des-yeux-et-de-la-bouche,0.0044,anonyme-dialogue-des-yeux-et-de-la-bouche,0.0008
sorel-la-dispute-du-luth-et-de-la-guitare,saint-foix-colonie,0.02,sorel-la-ruelle-mal-assortie,0.0393,turnebe-contents,0.0096
sorel-la-ruelle-mal-assortie,somaize-precieuses-ridicules,0.0088,somaize-veritables-precieuses,0.0329,moliere-amants-magnifiques,0.0084
soret-ceciliade,montchretien-aman,0.0107,tanevot-adam-et-eve,0.0145,boissy-apologie-du-siecle,0.0096
stael-agar,genlis-agar,0.024,mercier-tombeaux-de-verone,0.0466,anonyme-zelamire,0.0106
stael-signora-fantastici,saurin-mariage-de-julie,0.0124,desmares-merlin-dragon,0.0335,patrat-heureuse-erreur,0.0071
subligny-folle-querelle,andrieux-le-reve-du-mari,0.0085,marivaux-mere-confidente,0.0141,musset-barberine,0.0038
supersac-la-porte-est-close,bornier-le-monde-renverse,0.0142,onhet-aux-avants-postes,0.0183,hervilly-les-revanches-de-l-escalier,0.0102
taconet-ecosseuses,vade-impromptu-du-coeur,0.038,rochefort-dupeuty-livry-madame-gregoire,0.0575,vade-impromptu-du-coeur,0.0206
taconet-epoux-par-chicane,grandval-eunuque,0.0189,anseaume-tableau-parlant,0.0205,fagan-isabelle-arlequin,0.0055
taconet-la-mort-du-boeuf-gras,tristan-parasite,0.0122,romagnesi-riccoboni-sauvages,0.0235,regnard-folies-amoureuses,0.0044
taconet-nostradamus,harny-sybille,0.0317,harny-sybille,0.0317,dorneval-lesage-reine-de-barostan,0.0119
tanevot-adam-et-eve,rotrou-saint-genest,0.0105,nadal-osarphis-moise,0.0124,nadal-osarphis-moise,0.0059
thibouville-thelamire,la-thuilerie-hercule,0.0041,la-thuilerie-soliman,0.0062,la-thuilerie-hercule,0.0038
trianon-orfa,duvauchel-samedi-soir,0.0479,genlis-sixieme-dialogue,0.1057,hus-ingenu,0.0416
trimouillat-a-trois-pas,corneillep-melite-33,0.0366,palaprat-les-sifflets,0.0571,moliere-misanthrope,0.0212
tristan-mariane,tristan-mort-de-chrispe,0.0038,tristan-mort-de-chrispe,0.0049,tristan-mort-de-chrispe,0.0018
tristan-mort-de-chrispe,mairet-sophonisbe,0.0032,tristan-mariane,0.0049,tristan-mariane,0.0018
tristan-mort-seneque,tristan-mort-de-chrispe,0.004,tristan-mort-de-chrispe,0.0052,tristan-mort-de-chrispe,0.0048
tristan-osman,tristan-mariane,0.0066,tristan-mort-seneque,0.0108,tristan-mort-de-chrispe,0.0038
tristan-parasite,gillet-campagnard,0.0064,rosimond-avocat-savetier,0.0114,gillet-campagnard,0.0032
troterel-gillette,moliere-depit-amoureux,0.0078,jodelle-eugene,0.0156,chevalier-disgrace-des-domestiques,0.0076
turnebe-contents,moliere-fourberies-de-scapin,0.0095,moliere-avare,0.0187,crebillonf-nuit-et-le-moment,0.0049
urfe-sylvanire,du-ryer-alcimedon,0.008,jodelle-eugene,0.0198,jodelle-eugene,0.0126
vade-canadienne,dorat-celibataire,0.0063,dufresny-reconciliation-normande,0.013,anseaume-ressource-comique,0.0041
vade-impromptu-du-coeur,taconet-ecosseuses,0.038,rochefort-dupeuty-livry-madame-gregoire,0.0353,fournier-fille-de-moliere,0.0119
vade-le-suffisant,anseaume-chinois,0.0197,pg-a-la-monaco,0.0315,lantier-impatient,0.0095
vade-les-troqueurs,vierne-moliere-enfant,0.0362,vade-poirier,0.0346,monselet-richard-les-trois-gendarmes,0.026
vade-poirier,dancourt-colin-maillard,0.0187,fagan-isabelle-arlequin,0.0215,anseaume-tableau-parlant,0.0048
vade-veuve-indecise,musset-ane,0.0227,andrieux-les-etourdis,0.0313,courteline-atelier,0.0138
valentin-le-soir-de-fiancailles,biez-le-premier-billet,0.022,bernardt-la-petite-femme-de-loth,0.0321,bonnetain-apres-le-divorce,0.011
vallee-fidele-esclave,mairet-athenais,0.0097,dancourt-cephale-procris,0.0362,mairet-athenais,0.0072
vallee-forte-romaine,mairet-athenais,0.0103,mairet-athenais,0.0133,scudery-mort-de-cesar,0.005
vander-burch-proces-racine-conciliateur,rousseaujb-cafe,0.017,mons-dernier-klephte,0.0303,dancourt-colin-maillard,0.006
verconsin-adelaide-et-vermouth,regnard-coquette,0.0167,about-risette,0.0163,bernardt-la-petite-femme-de-loth,0.007
verconsin-infanterie-et-cavalerie,hervilly-silence-dans-les-rangs,0.0242,hervilly-silence-dans-les-rangs,0.0345,hervilly-silence-dans-les-rangs,0.0102
verconsin-retour-de-bruxelles,labiche-leroy-il-est-de-la-police,0.0228,mons-dernier-klephte,0.0284,fuzelier-lesage-tableau-du-mariage,0.0089
verconsin-rideau,siraudin-delacour-choler-apres-le-bal,0.0135,hervilly-les-revanches-de-l-escalier,0.0265,bernardt-le-seul-bandit-de-village,0.0103
verdie-dialogue-entre-l-illustre-don-mardi-gras,monselet-arene-ilote,0.0317,banville-les-fourberies-de-nerine,0.0612,sophocle-philoctete,0.0269
verdie-l-amour-et-le-celibat,marivaux-fausse-suivante,0.0064,ouville-absent-chez-soi,0.0102,chevalier-pedagogue-amoureux,0.003
verdie-la-mort-de-guillaumet,moliere-ecole-des-femmes,0.0084,hauteroche-amant-flatte-point,0.0091,boisrobert-amant-ridicule,0.0048
veronneau-l-impuissance,rayssiguier-palinice,0.0056,baro-clorise,0.0096,rayssiguier-palinice,0.0038
vessaire-caquire,l-estoile-intrigue-des-filous,0.0197,grandval-temperament,0.0206,schelandre-tyr-sidon-ii,0.0057
viau-pasiphae,monchretien-ecossaise-1604,0.0077,montchretien-hector,0.0106,mathieu-magicienne-etrangere,0.0057
viau-pyrame,scudery-ligdamon-e-lidias,0.0058,scudery-ligdamon-e-lidias,0.0078,baro-parthenie,0.0034
