andre_mareschal-cour_bergere_ou_l_arcadie_de_messire_philippes_sidney	[vide]	1640.</p>	[vide]	[vide]	1640	[vide]
marivaux-prince_travesti_ou_l_llustre_aventurier	[vide]	[vide]	Représentée pour la première fois, à Paris, par les comédiens italiens, sur le Théâtre de l’Hôtel de Bourgogne, le 5 février 1724.	[vide]	[vide]	1724-02-05
moliere-amphitryon	[vide]	[vide]	Représentée pour la première fois, à Paris, par la Troupe du Roi, sur le Théâtre du Palais-Royal, le 13 janvier 1668.	[vide]	[vide]	1668-01-13
moliere-ballet_des_incompatibles	[vide]	[vide]	[vide]	[vide]	[vide]	[vide]
jean_de_rotrou-captifs_ou_les_esclaves	[vide]	[vide]	Représentée pour la première fois, en 1638.	[vide]	[vide]	1638
de_beaunoir-amis_du_jour	[vide]	[vide]	Représentée pour la première fois sur le Théâtre Italiens, le 1<sup>er</sup> septembre 1786.	[vide]	[vide]	1786-09-01
jean_galbert_de_campistron-virginie	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre Guénégaud, par la Troupe des Comédiens français, le 12 février 1683.	[vide]	[vide]	1683-02-12
jean_magnon-artaxerxe	[vide]	[vide]	Représentée pour la première fois, à Paris, sur l’illustre Théâtre, en 1644.	[vide]	[vide]	1644
tristan_bernard_alphonse_allais-silverie_ou_les_fonds_hollandais	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre des Capucines, le 19 mai 1898.	[vide]	[vide]	1898-05-19
marivaux-serments_indiscrets	[vide]	[vide]	Représentée pour la première fois, à Paris, par les comédiens français, sur le Théâtre de la rue des Fossés Saint-Germain, le 8 juin 1732.	[vide]	[vide]	1732-06-08
eugene_scribe_michel_masson-filles_du_docteur_ou_le_devouement	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre du Gymnase-Dramatique, le 10 février 1849.	[vide]	[vide]	1849-02-10
edme_boursault-yeux_de_philis_changes_en_astres	[vide]	[vide]	Représentée pour la première fois en 1663.	[vide]	[vide]	1663
charles_dufresny-coquette_de_village_ou_le_lot_suppose	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre de la rue des Fossés Saint-Germain, le 27 mai 1715.	[vide]	[vide]	1715-05-27
eugene_scribe_paul_duport-dugazon_ou_le_choix_d_une_maitresse	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre du Gymnase, le 30 octobre 1833.	[vide]	[vide]	1833-10-30
eugene_scribe_jean_henri_dupin-gusman_d_alfarache	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre du Vaudeville, le 22 octobre 1816.	[vide]	[vide]	1816-10-22
melesville_michel_nicolas_balisson_de_rougemont_charles_gaspard_delestre_poirson-bal_bourgeois	[vide]	[vide]	Représenté pour la première fois, à Paris, sur le Théâtre du Vaudeville, le 1<sup>er</sup> avril 1819.	[vide]	[vide]	1819-04-01
alexandre_dumas_pere_auguste_maquet-jeunesse_des_mousquetaires	[vide]	[vide]	Représenté pour la première fois, à Paris, sur le Théâtre Historique, le 17 février 1849.	[vide]	[vide]	1849-02-17
eugene_scribe_melesville-ambassadeur	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre du Gymnase-Dramatique, le 10 juillet 1826.	[vide]	[vide]	1826-07-10
jean_giraudoux-impromptu_de_paris	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre de l’Athénée, le 4 décembre 1937.	[vide]	[vide]	1937-12-04
pierre_corneille-clitandre_ou_l_innocence_delivree	[vide]	[vide]	Représentée pour la première fois pendant l'hiver 1631-1632 au Théâtre de l'Hôtel de Bourgogne.	[vide]	[vide]	('1631', '1632')
charles_desnoyers_charles_labie-nouvelle_heloise	[vide]	[vide]	Représenté pour la première fois, à Paris, sur le Théâtre de la Gaîté, le 17 janvier 1837.	[vide]	[vide]	1837-01-17
eugene_labiche_auguste_lefranc-rocambolle_le_bateleur	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre des Folies-Dramatiques, le 22 avril 1846.	[vide]	[vide]	1846-04-22
georges_feydeau-homme_integre	[vide]	[vide]	[vide]	[vide]	[vide]	[vide]
charles_dufresny-double_veuvage	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre de la rue des Fossés Saint-Germain, le 8 mars 1702.	[vide]	[vide]	1702-03-08
auguste_vacquerie-funerailles_de_l_honneur	[vide]	[vide]	Représenté pour la première fois, à Paris, sur le Théâtre de la Porte Saint-Martin, le 30 mars 1861.	[vide]	[vide]	1861-03-30
eugene_scribe_antoine_francois_varner-protectrice	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre du Gymnase, le 2 novembre 1830.	[vide]	[vide]	1830-11-02
abel_jannet-moliere_en_menage	[vide]	[vide]	Représentée pour la première fois, sur le Théâtre d’Angoulême, le 11 novembre 1855.</span>	[vide]	[vide]	1855-11-11
balthazar_baro-clarimonde	[vide]	Imprimée en 1643.</span></p>	Représentée pour la première fois, à Paris, sur le Théâtre de la rue des Fossés Saint-Germain, le 10 juillet 1697.</span>	[vide]	1643	1697-07-10
eugene_labiche_alfred_duru-cle	[vide]	[vide]	Représenté pour la première fois, à Paris, sur le théâtre du Palais-Royal, le 5 janvier 1877.	[vide]	[vide]	1877-01-05
clairville-quatorze_ans_de_la_vie_de_napoleon_ou_berlin_postdam_paris_waterloo_et_sainte_helene	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre du Luxembourg, le 23 novembre 1830.	[vide]	[vide]	1830-11-23
abbe_de_voisenon-retour_de_l_ombre_de_moliere	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre des Fossés Saint-Germain, le 21 novembre 1739.</span>	[vide]	[vide]	1739-11-21
eugene_scribe-mon_etoile	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre-Français, le 6 février 1851.	[vide]	[vide]	1851-02-06
jean_francois_regnard-legataire_universel	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre de la rue des Fossés Saint-Germain, le 9 janvier 1708.	[vide]	[vide]	1708-01-09
claude_boyer-mort_de_demetrius_ou_le_retablissement_d_alexandre_roi_d_epire	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre de l’Hôtel de Bourgogne, le 21 février 1660.	[vide]	[vide]	1660-02-21
adolphe_d_ennery_gustave_lemoine-article_213_ou_le_mari_doit_protection	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre du Gymnase-Dramatique, le 16 novembre 1846.</span>	[vide]	[vide]	1846-11-16
eugene_labiche_marc_michel-je_croque_ma_tante	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre du Palais-Royal, le 14 février 1858.	[vide]	[vide]	1858-02-14
dancourt-retour_des_officiers	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre de la rue des Fossés Saint-Germain, le 19 octobre 1697.	[vide]	[vide]	1697-10-19
michel_de_cubieres_palmezeaux-vengeance_de_pluton_ou_suite_des_muses_rivales	[vide]	[vide]	[vide]	[vide]	[vide]	[vide]
tristant_bernard_alfred_athis-costaud_des_epinettes	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre du Vaudeville, le 14 avril 1910.	[vide]	[vide]	1910-04-14
marivaux-double_inconstance	[vide]	[vide]	Représentée pour la première fois, à Paris, par les comédiens italiens, sur le Théâtre de l’Hôtel de Bourgogne, le 6 avril 1723.	[vide]	[vide]	1723-04-06
emile_augier_edouard_foussier-beau_mariage	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le théâtre de Gymnase-Dramatique, le 5 mars 1859.	[vide]	[vide]	1859-03-05
jacques_francois_ancelot-maire_du_palais	[vide]	[vide]	Représentée pour la première fois, à Paris, par les Comédiens ordinaires du roi, sur le Premier Théâtre Français, le 16 avril 1823.	[vide]	[vide]	1823-04-16
jacques_francois_ancelot_louis_hyppolyte_rimbaut_e_f_varez-fils_de_ninon	[vide]	[vide]	Représenté pour la première fois, à Paris, sur le Théâtre de la Gaîté, le 23 janvier 1834.	[vide]	[vide]	1834-01-23
eugene_labiche_louis_leroy-brulons_voltaire	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre du Gymnase, 7 mars 1874.	[vide]	[vide]	1874-03-07
eugene_scribe_charles_gaspard_delestre_poirson_alphonse_theodore_cerfbeer-mystificateur	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre du Vaudeville, le 22 février 1819.	[vide]	[vide]	1819-02-22
jacques_francois_ancelot_alexis_decomberousse-ami_grandet	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre du Vaudeville, le 24 octobre 1834.	[vide]	[vide]	1834-10-24
andre_mareschal-genereuse_allemande_ou_le_triomphe_d_amour_premiere_journee	[vide]	1631.</p>	représentée l’histoire de feu M. et Mme de Cirey.	[vide]	1631	[vide]
de_beaunoir-daphnis_et_zirphee	[vide]	[vide]	[vide]	[vide]	[vide]	[vide]
jacques_francois_ancelot_joseph_xavier_boniface_saintine-brigands_des_alpes	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre du Vaudeville, le 19 novembre 1818.	[vide]	[vide]	1818-11-19
eugene_labiche_alfred_delacour-point_de_mire	[vide]	[vide]	Représentée pour la première fois, à Compiègne, sur le Théâtre de la Cour, le 4 décembre 1864 et à Paris, au Gymnase, le 12 décembre 1864.	[vide]	[vide]	1864-12-04
claude_boyer-comte_d_essex	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre de l’Hôtel de Guénégaud, le 25 février 1678.	[vide]	[vide]	1678-02-25
jean_francois_bayard_gustave_de_wailly-anglais_et_francais	[vide]	[vide]	Représenté pour la première fois, à Paris, à la salle Favart, par les comédiens réunis du Théâtre-Royal de l’Odéon et du théâtre anglais, le 22 octobre 1827.	[vide]	[vide]	1827-10-22
marivaux-seconde_surprise_de_l_amour	[vide]	[vide]	Représentée pour la première fois, à Paris, par les comédiens français, sur le Théâtre de la rue des Fossés Saint-Germain, le 31 décembre 1727.	[vide]	[vide]	1727-12-31
christophe_barthelemy_fagan_de_lugny-caracteres_de_thalie	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre de la rue des Fossés Saint-Germain, le 18 juillet 1737.	[vide]	[vide]	1737-07-18
eugene_scribe_dumanoir-etre_aime_ou_mourir	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre du Gymnase-Dramatique, le 10 mars 1835.	[vide]	[vide]	1835-03-10
thomas_sauvage_merville-favras	[vide]	[vide]	Représenté pour la première fois, à Paris, sur le Théâtre de la Gaîté, le 19 mars 1831.	[vide]	[vide]	1831-03-19
dancourt-moulin_de_javelle	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre de la rue des Fossés Saint-Germain, le 7 juillet 1696.	[vide]	[vide]	1696-07-07
georges_courteline-gora	[vide]	[vide]	[vide]	[vide]	[vide]	[vide]
jean_de_rotrou-deux_pucelles	[vide]	[vide]	Représentée pour la première fois, en 1636.	[vide]	[vide]	1636
marivaux-ile_de_la_raison_ou_les_petits_hommes	[vide]	[vide]	Représentée pour la première fois, à Paris, par les comédiens français, sur le Théâtre de la rue des Fossés Saint-Germain, le 11 septembre 1727.	[vide]	[vide]	1727-09-11
charles_desnoyers_louis_hippolyte_rimbaut-vaugelas_ou_le_menage_d_un_savant	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre de l’Ambigu-Comique, le 20 août 1836.	[vide]	[vide]	1836-08-20
voltaire-charlot_ou_la_comtesse_de_givry	[vide]	[vide]	Représentée pour la première fois, sur le théâtre de Ferney, le 26 septembre 1767.	[vide]	[vide]	1767-09-26
eugene_scribe_charles_gaspard_delestre_poirson_jean_henri_dupin-prince_charmant_ou_les_contes_de_fees	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre de S. A. R. Madame, le 14 février 1828.	[vide]	[vide]	1828-02-14
george_sand_paul_meurice-drac	[vide]	[vide]	[vide]	[vide]	[vide]	[vide]
francois_tristan_l_hermite-parasite	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre de l’Hôtel de Bourgogne, en 1654	[vide]	[vide]	1654
eugene_labiche_adolphe_choler-madame_veuve_larifla	[vide]	[vide]	Représenté pour la première fois, à Paris, sur le Théâtre des Variétés, le 23 janvier 1849.	[vide]	[vide]	1849-01-23
jean_giraudoux-siegfried	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre de la Comédie des Champs-Élysées, le 3 mai 1928.	[vide]	[vide]	1928-05-03
de_beaunoir-colinette_ou_la_vigne_d_amour	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre des Grands Danseurs du Roi, le 4 avril 1780.	[vide]	[vide]	1780-04-04
eugene_labiche_auguste_lefranc-art_de_ne_pas_donner_d_etrennes	[vide]	[vide]	Représenté pour la première fois, à Paris, sur le Théâtre du Gymnase,  le 29 décembre 1847.	[vide]	[vide]	1847-12-29
pierre_claude_nivelle_de_la_chaussee-rival_de_lui_meme	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre de la Comédie Française, le 20 avril 1746.	[vide]	[vide]	1746-04-20
eugene_scribe_jean_henri_dupin-jarretiere_de_la_mariee	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre des Variétés, le 12 novembre 1816.	[vide]	[vide]	1816-11-12
champmesle-fragments_de_moliere	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre de à l’Hôtel de Bourgogne, en 1674.	[vide]	[vide]	1674
eugene_labiche_ _albert_monnier_edouard_martin-affaire_de_la_rue_de_lourcine	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre du Palais-Royal, le 26 mars 1857.	[vide]	[vide]	1857-03-26
voltaire-envieux	[vide]	1738.</p>	[vide]	[vide]	1738	[vide]
charles_desnoyers-bouquet_de_bal	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre-Français, le 17 avril 1837.	[vide]	[vide]	1837-04-17
henri_meilhac_ludovic_halevy-train_de_minuit	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre du Gymnase, le 16 juin 1863. </span>	[vide]	[vide]	1863-06-16
edme_boursault-fables_d_esope	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre de la rue des Fossés Saint-Germain, le 18 janvier 1690.	[vide]	[vide]	1690-01-18
voltaire-semiramis	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre de la rue des Fossés Saint-Germain, le 29 août 1748.	[vide]	[vide]	1748-08-29
alexandre_dumas_fils-pere_prodigue	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre du Gymnase-Dramatique, le 30 novembre 1859.	[vide]	[vide]	1859-11-30
george_sand-pressoir	[vide]	[vide]	Représenté pour la première fois, à Paris, sur le Théâtre du Gymnase-Dramatique, le 13 septembre 1853.	[vide]	[vide]	1853-09-13
boisrobert-amant_ridicule	[vide]	[vide]	Représentée pour la première fois, à Paris, au Château du Louvre, le 4 février 1653.	[vide]	[vide]	1653-02-04
charles_dufresny-mariage_fait_et_rompu	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre de la rue des Fossés Saint-Germain, le 14 février 1721.	[vide]	[vide]	1721-02-14
eugene_scribe-malvina_ou_un_mariage_d_inclination	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre de S. A. R. Madame, le 8 décembre 1828.	[vide]	[vide]	1828-12-08
henri_meilhac_ludovic_halevy-passage_de_venus	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre des Variétés, le 3 mai 1875.	[vide]	[vide]	1875-05-03
de_beaunoir-nouvelle_omphale	[vide]	[vide]	Représentée pour la première fois, à Versailles, le 22 novembre 1782.	[vide]	[vide]	1782-11-22
alexandre_dumas_pere-gentilhomme_de_la_montagne	[vide]	[vide]	Représenté pour la première fois, à Paris, sur le Théâtre de la Porte-Saint-Martin, le 12 juin 1860.	[vide]	[vide]	1860-06-12
tristan_bernard-captif	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre des Mathurins, le 9 février 1904.	[vide]	[vide]	1904-02-09
alexandre_dumas_pere-fille_du_regent	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre-Français, le 1<sup>er</sup> avril 1846.	[vide]	[vide]	1846-04-01
prosper_jolyot_de_crebillon-semiramis	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre de la rue des Fossés Saint-Germain, le 10 avril 1717.	[vide]	[vide]	1717-04-10
eugene_scribe_melesville-medecin_de_dames	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre de S. A. R. Madame, le 17 décembre 1825.	[vide]	[vide]	1825-12-17
jean_de_rotrou-sosies	[vide]	[vide]	Représentée pour la première fois, en 1636.	[vide]	[vide]	1636
michel_baron-ecole_des_peres	[vide]	[vide]	Représentée pour la première fois le 3 janvier 1705.	[vide]	[vide]	1705-01-03
charles_robinet-panegyrique_de_l_ecole_des_femmes_ou_conversation_comique_sur_les_oeuvres_de_monsieur_moliere	[vide]	[vide]	[vide]	[vide]	[vide]	[vide]
christophe_barthelemy_fagan_de_lugny-rendez_vous_ou_l_amour_suppose	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre de la rue des Fossés Saint-Germain, le 27 mai 1733.	[vide]	[vide]	1733-05-27
charles_dufresny-faux_sincere	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre de la rue des Fossés Saint-Germain, le 16 juin 1731.	[vide]	[vide]	1731-06-16
prosper_jolyiot_de_crebillon-idomenee	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre de la rue des Fossés Saint-Germain, le 12 décembre 1705.	[vide]	[vide]	1705-12-12
jacques_francois_ancelot-leontine	[vide]	[vide]	Représenté pour la première fois, à Paris, sur le Théâtre du Vaudeville, le 20 mai 1831.	[vide]	[vide]	1831-05-20
alexandre_dumas_fils-princesse_georges	[vide]	[vide]	Représentée pour la première fois, à Paris, sur le Théâtre du Gymnase-Dramatique, le 2 décembre 1871.	[vide]	[vide]	1871-12-02
georges_de_scudery-vassal_genereux	[vide]	[vide]	Représentée pour la première fois, en 1632.	[vide]	[vide]	1632
jean_francois_cailhava_de_l_estandoux-premiere_suite_du_cabriolet_volant_ou_arlequin_cru_fou_sultane_et_mahomet	[vide]	[vide]	Représenté pour la première fois, à Paris, sur le Théâtre de l’Hôtel de Bourgogne, en 1771.</span>	[vide]	[vide]	1771
