Nom,Genre,Date,Nombre actes,Nombre de scenes,Acte 1,Acte 2,Acte 3,Acte 4,Acte 5,Piece,Personnages
Après le Divorce,Comédie,1890,1,5,"[{'#rene'}, {'#rene', '#monsieur-blaisy'}, {'#le-domestique', '#monsieur-blaisy', '#rene'}, {'#rene', '#monsieur-blaisy', '#madame-blaisy'}, {'#rene'}]",[],[],[],[],"[{'#rene'}, {'#rene', '#monsieur-blaisy'}, {'#le-domestique', '#monsieur-blaisy', '#rene'}, {'#rene', '#monsieur-blaisy', '#madame-blaisy'}, {'#rene'}]","{'#le-domestique', '#rene', '#monsieur-blaisy', '#madame-blaisy'}"
"Arlequin aux Enfers, Comédie",Comédie,1689,1,10,"[{'#pierrot', '#amphion', '#colombine', '#arlequin'}, {'#colombine', '#arlequin'}, {'#isabelle', '#arlequin'}, {'#isabelle', '#colombine', '#arlequin'}, {'#colombine', '#arlequin'}, {'#le-vendeur-de-tisane', '#colombine', '#arlequin'}, {'#l-auteur', '#arlequin'}, {'#pluton', '#proserpine'}, {'#caron', '#pluton', '#proserpine'}, {'#caron', '#arlequin', '#proserpine', '#isabelle', '#colombine', '#pluton'}]",[],[],[],[],"[{'#pierrot', '#amphion', '#colombine', '#arlequin'}, {'#colombine', '#arlequin'}, {'#isabelle', '#arlequin'}, {'#isabelle', '#colombine', '#arlequin'}, {'#colombine', '#arlequin'}, {'#le-vendeur-de-tisane', '#colombine', '#arlequin'}, {'#l-auteur', '#arlequin'}, {'#pluton', '#proserpine'}, {'#caron', '#pluton', '#proserpine'}, {'#caron', '#arlequin', '#proserpine', '#isabelle', '#colombine', '#pluton'}]","{'#le-vendeur-de-tisane', '#caron', '#amphion', '#l-auteur', '#arlequin', '#proserpine', '#isabelle', '#colombine', '#pluton', '#pierrot'}"
Arlequin Deucalion,Comédie,1722,3,15,"[{'#arlequin'}, {'#arlequin', '#la-voix'}, {'#arlequin'}, {'#arlequin'}, {'#arlequin'}]","[set(), set(), {'#arlequin'}, {'#pyrrha', '#arlequin'}]","[{'#arlequin'}, {'#arlequin'}, {'#arlequin'}, {'#polichinelle', '#arlequin'}, {'#arlequin'}, {'#arlequin'}]",[],[],"[{'#arlequin'}, {'#arlequin', '#la-voix'}, {'#arlequin'}, {'#arlequin'}, {'#arlequin'}, set(), set(), {'#arlequin'}, {'#pyrrha', '#arlequin'}, {'#arlequin'}, {'#arlequin'}, {'#arlequin'}, {'#polichinelle', '#arlequin'}, {'#arlequin'}, {'#arlequin'}]","{'#polichinelle', '#pyrrha', '#la-voix', '#arlequin'}"
"Arlequin Empereur dans la Lune, Comédie",Comédie,1725,1,9,"[{'#le-docteur', '#pierrot', '#arlequin'}, {'#arlequin'}, {'#le-docteur', '#pierrot', '#arlequin'}, {'#isabelle', '#colombine'}, {'#le-commissaire', '#le-commis', '#le-docteur', '#arlequin'}, {'#arlequin', '#une-voix', '#la-voix', '#le-docteur'}, {'#le-docteur', '#colombine', '#arlequin'}, {'#un-autre-chevalier', '#le-chevalier', '#arlequin', '#un-chevalier', '#isabelle', '#colombine', '#tous', '#le-docteur'}, {'#un-capitaine', '#arlequin'}]",[],[],[],[],"[{'#le-docteur', '#pierrot', '#arlequin'}, {'#arlequin'}, {'#le-docteur', '#pierrot', '#arlequin'}, {'#isabelle', '#colombine'}, {'#le-commissaire', '#le-commis', '#le-docteur', '#arlequin'}, {'#arlequin', '#une-voix', '#la-voix', '#le-docteur'}, {'#le-docteur', '#colombine', '#arlequin'}, {'#un-autre-chevalier', '#le-chevalier', '#arlequin', '#un-chevalier', '#isabelle', '#colombine', '#tous', '#le-docteur'}, {'#un-capitaine', '#arlequin'}]","{'#un-autre-chevalier', '#le-chevalier', '#arlequin', '#le-commissaire', '#tous', '#une-voix', '#un-chevalier', '#isabelle', '#un-capitaine', '#colombine', '#la-voix', '#le-commis', '#le-docteur', '#pierrot'}"
Arlequin Gentilhomme par Hasard,Comédie,1712,3,51,"[{'#pierrot', '#colombine', '#arlequin'}, {'#arlequin'}, {'#le-docteur', '#geronte'}, {'#leandre', '#scaramouche'}, {'#le-crocheteur', '#le-docteur', '#arlequin'}, {'#mezzetin', '#octave'}, {'#mezzetin', '#octave', '#colombine'}, {'#mezzetin', '#pierrot', '#colombine'}, {'#arlequin'}, {'#isabelle', '#arlequin'}, {'#leandre', '#isabelle', '#le-docteur', '#arlequin'}, {'#leandre', '#le-docteur', '#isabelle', '#arlequin'}, {'#leandre', '#le-docteur', '#isabelle', '#arlequin'}, {'#isabelle', '#arlequin'}, {'#leandre', '#isabelle'}]","[{'#leandre', '#isabelle', '#scaramouche'}, {'#leandre', '#isabelle', '#scaramouche', '#pierrot'}, {'#le-docteur'}, {'#le-docteur', '#geronte'}, {'#le-docteur', '#geronte', '#arlequin'}, {'#mezzetin', '#octave', '#colombine'}, {'#mezzetin', '#geronte', '#octave'}, {'#le-docteur'}, {'#le-geolier', '#le-docteur', '#geronte'}, {'#geronte', '#arlequin'}, {'#arlequin', '#geronte', '#leonore'}, {'#leonore', '#geronte', '#octave', '#arlequin'}, {'#leonore', '#octave'}, {'#leonore', '#octave', '#arlequin'}, {'#le-docteur'}, {'#le-docteur', '#geronte', '#isabelle'}, {'#le-docteur', '#geronte', '#octave', '#isabelle'}, {'#leandre', '#scaramouche'}, {'#leandre', '#scaramouche', '#pierrot'}, {'#le-docteur', '#isabelle', '#geronte'}, {'#isabelle', '#scaramouche', '#geronte', '#le-docteur'}, {'#scaramouche', '#arlequin', '#geronte', '#isabelle', '#le-docteur'}]","[{'#isabelle', '#scaramouche'}, {'#le-docteur'}, {'#le-docteur', '#geronte'}, {'#le-docteur', '#geronte', '#arlequin'}, {'#leandre', '#scaramouche'}, {'#pierrot', '#colombine'}, {'#arlequin'}, {'#mezzetin', '#leonore', '#octave'}, {'#leonore', '#scaramouche', '#isabelle', '#octave', '#leandre'}, {'#scaramouche', '#mezzetin', '#geronte', '#octave', '#le-docteur'}, {'#leonore', '#arlequin', '#geronte', '#mezzetin', '#isabelle', '#octave', '#le-docteur'}, {'#scaramouche', '#arlequin', '#geronte', '#mezzetin', '#colombine', '#pierrot'}, {'#leonore', '#scaramouche', '#arlequin', '#geronte', '#mezzetin', '#isabelle', '#octave', '#colombine', '#leandre', '#le-docteur', '#pierrot'}, {'#scaramouche', '#arlequin', '#mezzetin', '#octave', '#la-chanteuse', '#pierrot'}]",[],[],"[{'#pierrot', '#colombine', '#arlequin'}, {'#arlequin'}, {'#le-docteur', '#geronte'}, {'#leandre', '#scaramouche'}, {'#le-crocheteur', '#le-docteur', '#arlequin'}, {'#mezzetin', '#octave'}, {'#mezzetin', '#octave', '#colombine'}, {'#mezzetin', '#pierrot', '#colombine'}, {'#arlequin'}, {'#isabelle', '#arlequin'}, {'#leandre', '#isabelle', '#le-docteur', '#arlequin'}, {'#leandre', '#le-docteur', '#isabelle', '#arlequin'}, {'#leandre', '#le-docteur', '#isabelle', '#arlequin'}, {'#isabelle', '#arlequin'}, {'#leandre', '#isabelle'}, {'#leandre', '#isabelle', '#scaramouche'}, {'#leandre', '#isabelle', '#scaramouche', '#pierrot'}, {'#le-docteur'}, {'#le-docteur', '#geronte'}, {'#le-docteur', '#geronte', '#arlequin'}, {'#mezzetin', '#octave', '#colombine'}, {'#mezzetin', '#geronte', '#octave'}, {'#le-docteur'}, {'#le-geolier', '#le-docteur', '#geronte'}, {'#geronte', '#arlequin'}, {'#arlequin', '#geronte', '#leonore'}, {'#leonore', '#geronte', '#octave', '#arlequin'}, {'#leonore', '#octave'}, {'#leonore', '#octave', '#arlequin'}, {'#le-docteur'}, {'#le-docteur', '#geronte', '#isabelle'}, {'#le-docteur', '#geronte', '#octave', '#isabelle'}, {'#leandre', '#scaramouche'}, {'#leandre', '#scaramouche', '#pierrot'}, {'#le-docteur', '#isabelle', '#geronte'}, {'#isabelle', '#scaramouche', '#geronte', '#le-docteur'}, {'#scaramouche', '#arlequin', '#geronte', '#isabelle', '#le-docteur'}, {'#isabelle', '#scaramouche'}, {'#le-docteur'}, {'#le-docteur', '#geronte'}, {'#le-docteur', '#geronte', '#arlequin'}, {'#leandre', '#scaramouche'}, {'#pierrot', '#colombine'}, {'#arlequin'}, {'#mezzetin', '#leonore', '#octave'}, {'#leonore', '#scaramouche', '#isabelle', '#octave', '#leandre'}, {'#scaramouche', '#mezzetin', '#geronte', '#octave', '#le-docteur'}, {'#leonore', '#arlequin', '#geronte', '#mezzetin', '#isabelle', '#octave', '#le-docteur'}, {'#scaramouche', '#arlequin', '#geronte', '#mezzetin', '#colombine', '#pierrot'}, {'#leonore', '#scaramouche', '#arlequin', '#geronte', '#mezzetin', '#isabelle', '#octave', '#colombine', '#leandre', '#le-docteur', '#pierrot'}, {'#scaramouche', '#arlequin', '#mezzetin', '#octave', '#la-chanteuse', '#pierrot'}]","{'#le-crocheteur', '#scaramouche', '#leonore', '#arlequin', '#geronte', '#mezzetin', '#le-geolier', '#isabelle', '#octave', '#colombine', '#leandre', '#la-chanteuse', '#le-docteur', '#pierrot'}"
Arlequin Jaloux,Comédie,1797,1,25,"[{'#arlequin'}, {'#colombine', '#arlequin'}, {'#arlequin'}, {'#scapin', '#arlequin'}, {'#arlequin'}, {'#scapin', '#arlequin'}, {'#arlequin'}, {'#colombine', '#arlequin'}, {'#colombine'}, {'#scapin', '#colombine'}, {'#scapin'}, {'#scapin', '#arlequin'}, {'#colombine', '#arlequin'}, {'#colombine'}, {'#arlequin'}, {'#dumont', '#scapin', '#arlequin'}, {'#dumont', '#arlequin'}, {'#dumont', '#colombine'}, {'#dumont', '#arlequin'}, {'#dumont', '#colombine'}, {'#scapin', '#colombine'}, {'#dumont', '#arlequin'}, {'#dumont', '#colombine'}, {'#scapin', '#colombine'}, {'#dumont', '#scapin', '#colombine', '#arlequin'}]",[],[],[],[],"[{'#arlequin'}, {'#colombine', '#arlequin'}, {'#arlequin'}, {'#scapin', '#arlequin'}, {'#arlequin'}, {'#scapin', '#arlequin'}, {'#arlequin'}, {'#colombine', '#arlequin'}, {'#colombine'}, {'#scapin', '#colombine'}, {'#scapin'}, {'#scapin', '#arlequin'}, {'#colombine', '#arlequin'}, {'#colombine'}, {'#arlequin'}, {'#dumont', '#scapin', '#arlequin'}, {'#dumont', '#arlequin'}, {'#dumont', '#colombine'}, {'#dumont', '#arlequin'}, {'#dumont', '#colombine'}, {'#scapin', '#colombine'}, {'#dumont', '#arlequin'}, {'#dumont', '#colombine'}, {'#scapin', '#colombine'}, {'#dumont', '#scapin', '#colombine', '#arlequin'}]","{'#dumont', '#scapin', '#colombine', '#arlequin'}"
Arlequin Journaliste,Comédie,1797,1,30,"[{'#premier-colporteur', '#les-deux-colporteurs', '#second-colporteur'}, {'#delphine', '#le-colporteur'}, {'#le-colporteur'}, {'#delphine', '#le-colporteur'}, {'#arlequin'}, {'#delphine', '#arlequin'}, {'#la-ronde', '#delphine'}, {'#la-ronde', '#delphine', '#arlequin'}, {'#la-ronde'}, {'#la-ronde', '#gilles'}, {'#la-ronde', '#delphine', '#gilles', '#arlequin'}, {'#gilles'}, {'#gilles', '#arlequin'}, {'#arlequin', '#gilles', '#balourd'}, {'#gilles', '#arlequin'}, {'#gilles'}, {'#arlequin', '#l-imprimeur', '#le-colporteur', '#le-prote'}, {'#delphine', '#arlequin'}, {'#gilles', '#arlequin'}, {'#le-prote', '#gilles'}, {'#ensemble', '#l-imprimeur', '#gilles'}, {'#gilles', '#le-colporteur'}, {'#gilles'}, {'#gilles', '#arlequin'}, {'#delphine', '#arlequin'}, {'#gilles', '#arlequin'}, {'#delphine', '#gilles', '#arlequin'}, {'#la-ronde', '#delphine', '#gilles', '#arlequin'}, {'#la-ronde', '#delphine', '#arlequin', '#l-imprimeur', '#gilles', '#le-colporteur', '#le-prote'}, {'#delphine', '#gilles', '#le-colporteur', '#arlequin'}]",[],[],[],[],"[{'#premier-colporteur', '#les-deux-colporteurs', '#second-colporteur'}, {'#delphine', '#le-colporteur'}, {'#le-colporteur'}, {'#delphine', '#le-colporteur'}, {'#arlequin'}, {'#delphine', '#arlequin'}, {'#la-ronde', '#delphine'}, {'#la-ronde', '#delphine', '#arlequin'}, {'#la-ronde'}, {'#la-ronde', '#gilles'}, {'#la-ronde', '#delphine', '#gilles', '#arlequin'}, {'#gilles'}, {'#gilles', '#arlequin'}, {'#arlequin', '#gilles', '#balourd'}, {'#gilles', '#arlequin'}, {'#gilles'}, {'#arlequin', '#l-imprimeur', '#le-colporteur', '#le-prote'}, {'#delphine', '#arlequin'}, {'#gilles', '#arlequin'}, {'#le-prote', '#gilles'}, {'#ensemble', '#l-imprimeur', '#gilles'}, {'#gilles', '#le-colporteur'}, {'#gilles'}, {'#gilles', '#arlequin'}, {'#delphine', '#arlequin'}, {'#gilles', '#arlequin'}, {'#delphine', '#gilles', '#arlequin'}, {'#la-ronde', '#delphine', '#gilles', '#arlequin'}, {'#la-ronde', '#delphine', '#arlequin', '#l-imprimeur', '#gilles', '#le-colporteur', '#le-prote'}, {'#delphine', '#gilles', '#le-colporteur', '#arlequin'}]","{'#la-ronde', '#ensemble', '#delphine', '#les-deux-colporteurs', '#arlequin', '#premier-colporteur', '#le-prote', '#gilles', '#le-colporteur', '#l-imprimeur', '#second-colporteur', '#balourd'}"
Arlequin Mahomet,Comédie,1714,1,13,"[{'#arlequin'}, {'#dahi', '#arlequin'}, {'#arlequin'}, {'#boubekir', '#arlequin'}, {'#arlequin'}, {'#arlequin'}, {'#le-prince'}, {'#le-prince', '#arlequin'}, {'#la-suivante', '#la-princesse'}, {'#la-suivante', '#arlequin', '#la-princesse'}, {'#arlequin', '#le-roi', '#le-kam', '#la-suivante', '#la-princesse'}, {'#la-suivante', '#le-roi'}, {'#le-prince', '#arlequin', '#le-roi', '#la-suivante', '#la-princesse'}]",[],[],[],[],"[{'#arlequin'}, {'#dahi', '#arlequin'}, {'#arlequin'}, {'#boubekir', '#arlequin'}, {'#arlequin'}, {'#arlequin'}, {'#le-prince'}, {'#le-prince', '#arlequin'}, {'#la-suivante', '#la-princesse'}, {'#la-suivante', '#arlequin', '#la-princesse'}, {'#arlequin', '#le-roi', '#le-kam', '#la-suivante', '#la-princesse'}, {'#la-suivante', '#le-roi'}, {'#le-prince', '#arlequin', '#le-roi', '#la-suivante', '#la-princesse'}]","{'#le-prince', '#dahi', '#arlequin', '#le-roi', '#le-kam', '#la-suivante', '#boubekir', '#la-princesse'}"
Arlequin Misanthrope,Comédie,1697,4,23,"[{'#colombine', '#arlequin'}]","[{'#arlequin'}, {'#colombine', '#arlequin'}, {'#scaramouche', '#octave'}, {'#monsieur-disanvray', '#arlequin'}, {'#scaramouche', '#arlequin', '#un-espagnol', '#une-espagnolette', '#leandre', '#le-docteur'}]","[{'#le-chevalier', '#la-comtesse', '#arlequin'}, {'#octave', '#arlequin'}, {'#octave', '#colombine', '#arlequin'}, {'#pierrot', '#arlequin'}, {'#le-vieillard', '#la-femme', '#arlequin'}, {'#arlequin', '#seconde-gasconne', '#gasconne'}, {'#monsieur-de-colafon', '#arlequin'}, {'#un-maçon', '#la-chanteuse', '#madame-de-l-architrave', '#arlequin'}]","[{'#colombine', '#arlequin'}, {'#monsieur-de-la-cabriole', '#monsieur-de-geresol', '#arlequin'}, {'#madame-de-l-architrave', '#arlequin'}, {'#le-libraire', '#arlequin'}, {'#le-peintre', '#arlequin'}, {'#scaramouche', '#octave', '#colombine'}, {'#scaramouche', '#colombine', '#arlequin'}, {'#jaquet', '#colombine', '#macine', '#arlequin'}, {'#une-bergere', '#scaramouche', '#arlequin', '#un-berger #une-bergere', '#mezzetin', '#octave', '#colombine', '#leandre', '#le-docteur'}]",[],"[{'#colombine', '#arlequin'}, {'#arlequin'}, {'#colombine', '#arlequin'}, {'#scaramouche', '#octave'}, {'#monsieur-disanvray', '#arlequin'}, {'#scaramouche', '#arlequin', '#un-espagnol', '#une-espagnolette', '#leandre', '#le-docteur'}, {'#le-chevalier', '#la-comtesse', '#arlequin'}, {'#octave', '#arlequin'}, {'#octave', '#colombine', '#arlequin'}, {'#pierrot', '#arlequin'}, {'#le-vieillard', '#la-femme', '#arlequin'}, {'#arlequin', '#seconde-gasconne', '#gasconne'}, {'#monsieur-de-colafon', '#arlequin'}, {'#un-maçon', '#la-chanteuse', '#madame-de-l-architrave', '#arlequin'}, {'#colombine', '#arlequin'}, {'#monsieur-de-la-cabriole', '#monsieur-de-geresol', '#arlequin'}, {'#madame-de-l-architrave', '#arlequin'}, {'#le-libraire', '#arlequin'}, {'#le-peintre', '#arlequin'}, {'#scaramouche', '#octave', '#colombine'}, {'#scaramouche', '#colombine', '#arlequin'}, {'#jaquet', '#colombine', '#macine', '#arlequin'}, {'#une-bergere', '#scaramouche', '#arlequin', '#un-berger #une-bergere', '#mezzetin', '#octave', '#colombine', '#leandre', '#le-docteur'}]","{'#scaramouche', '#monsieur-disanvray', '#seconde-gasconne', '#mezzetin', '#macine', '#le-peintre', '#madame-de-l-architrave', '#octave', '#le-docteur', '#un-maçon', '#le-vieillard', '#un-espagnol', '#monsieur-de-la-cabriole', '#colombine', '#leandre', '#monsieur-de-geresol', '#une-bergere', '#la-comtesse', '#la-femme', '#le-libraire', '#jaquet', '#le-chevalier', '#arlequin', '#un-berger #une-bergere', '#monsieur-de-colafon', '#une-espagnolette', '#la-chanteuse', '#pierrot', '#gasconne'}"
Arlequin Poli par l'Amour,Comédie,1723,1,22,"[{'#trivelin', '#la-fee'}, {'#la-fee', '#arlequin'}, {'#arlequin', '#trivelin', '#la-fee', '#chanteuse', '#chanteur'}, {'#silvia', '#le-berger'}, {'#silvia', '#arlequin'}, {'#trivelin', '#la-fee'}, {'#trivelin', '#la-fee', '#arlequin'}, {'#trivelin', '#la-fee'}, {'#silvia', '#la-cousine'}, {'#silvia'}, {'#silvia', '#arlequin'}, {'#silvia', '#la-fee', '#arlequin'}, {'#silvia', '#second-lutin', '#lutin'}, {'#la-fee', '#arlequin'}, {'#la-fee'}, {'#trivelin', '#la-fee'}, {'#silvia', '#la-fee'}, {'#silvia', '#trivelin', '#arlequin'}, {'#silvia', '#arlequin'}, {'#silvia', '#trivelin', '#la-fee', '#arlequin'}, {'#la-fee', '#arlequin'}, {'#silvia', '#esprit', '#arlequin'}]",[],[],[],[],"[{'#trivelin', '#la-fee'}, {'#la-fee', '#arlequin'}, {'#arlequin', '#trivelin', '#la-fee', '#chanteuse', '#chanteur'}, {'#silvia', '#le-berger'}, {'#silvia', '#arlequin'}, {'#trivelin', '#la-fee'}, {'#trivelin', '#la-fee', '#arlequin'}, {'#trivelin', '#la-fee'}, {'#silvia', '#la-cousine'}, {'#silvia'}, {'#silvia', '#arlequin'}, {'#silvia', '#la-fee', '#arlequin'}, {'#silvia', '#second-lutin', '#lutin'}, {'#la-fee', '#arlequin'}, {'#la-fee'}, {'#trivelin', '#la-fee'}, {'#silvia', '#la-fee'}, {'#silvia', '#trivelin', '#arlequin'}, {'#silvia', '#arlequin'}, {'#silvia', '#trivelin', '#la-fee', '#arlequin'}, {'#la-fee', '#arlequin'}, {'#silvia', '#esprit', '#arlequin'}]","{'#second-lutin', '#arlequin', '#trivelin', '#la-fee', '#chanteuse', '#chanteur', '#esprit', '#lutin', '#silvia', '#la-cousine', '#le-berger'}"
Arlequin Roi des Ogres,Comédie,1720,1,22,"[{'#arlequin'}, {'#le-chat', '#arlequin'}, {'#adario', '#sastaretsi', '#le-chat', '#arlequin'}, {'#adario', '#sastaretsi', '#arlequin'}, {'#adario', '#ogres', '#arlequin'}, {'#choeur-d-ogres', '#choeur', '#le-vieux-ogre', '#arlequin', '#adario'}, {'#premier-marmiton', '#pierrot', '#second-marmiton'}, {'#adario', '#pierrot', '#arlequin'}, {'#adario', '#pierrot', '#le-pourvoyeur', '#arlequin'}, {'#adario', '#arlequin'}, {'#la-française', '#arlequin', '#adario', '#le-pourvoyeur', '#pierrot'}, {'#adario', '#arlequin'}, {'#pierrot', '#arlequin'}, {'#adario', '#les-ogres-et-les-ogresses', '#ogres', '#arlequin'}, {'#adario', '#sastaretsi', '#arlequin'}, {'#premier-grivois', '#deuxieme-grivois', '#troisieme-grivois'}, {'#scaramouche', '#arlequin'}, {'#scaramouche', '#arlequin', '#adario', '#les-ogres-et-les-ogresses', '#le-pourvoyeur', '#sastaretsi'}, {'#scaramouche', '#arlequin'}, {'#scaramouche', '#le-pourvoyeur', '#arlequin'}, {'#la-circassienne', '#scaramouche', '#arlequin'}, {'#les-danseuses', '#scaramouche', '#arlequin'}]",[],[],[],[],"[{'#arlequin'}, {'#le-chat', '#arlequin'}, {'#adario', '#sastaretsi', '#le-chat', '#arlequin'}, {'#adario', '#sastaretsi', '#arlequin'}, {'#adario', '#ogres', '#arlequin'}, {'#choeur-d-ogres', '#choeur', '#le-vieux-ogre', '#arlequin', '#adario'}, {'#premier-marmiton', '#pierrot', '#second-marmiton'}, {'#adario', '#pierrot', '#arlequin'}, {'#adario', '#pierrot', '#le-pourvoyeur', '#arlequin'}, {'#adario', '#arlequin'}, {'#la-française', '#arlequin', '#adario', '#le-pourvoyeur', '#pierrot'}, {'#adario', '#arlequin'}, {'#pierrot', '#arlequin'}, {'#adario', '#les-ogres-et-les-ogresses', '#ogres', '#arlequin'}, {'#adario', '#sastaretsi', '#arlequin'}, {'#premier-grivois', '#deuxieme-grivois', '#troisieme-grivois'}, {'#scaramouche', '#arlequin'}, {'#scaramouche', '#arlequin', '#adario', '#les-ogres-et-les-ogresses', '#le-pourvoyeur', '#sastaretsi'}, {'#scaramouche', '#arlequin'}, {'#scaramouche', '#le-pourvoyeur', '#arlequin'}, {'#la-circassienne', '#scaramouche', '#arlequin'}, {'#les-danseuses', '#scaramouche', '#arlequin'}]","{'#choeur', '#deuxieme-grivois', '#scaramouche', '#les-danseuses', '#adario', '#ogres', '#les-ogres-et-les-ogresses', '#le-pourvoyeur', '#le-vieux-ogre', '#troisieme-grivois', '#second-marmiton', '#sastaretsi', '#choeur-d-ogres', '#premier-marmiton', '#la-française', '#arlequin', '#la-circassienne', '#premier-grivois', '#le-chat', '#pierrot'}"
"Arlequin Sauvage, Comédie.",Comédie,1722,3,18,"[{'#scapin', '#lelio'}, {'#mario', '#lelio'}, {'#arlequin', '#lelio'}, {'#flaminia', '#pantalon'}, {'#violette', '#flaminia', '#pantalon', '#arlequin'}, {'#le-marchand', '#arlequin'}, {'#arlequin'}]","[{'#arlequin'}, {'#le-marchand', '#l-archer', '#arlequin'}, {'#arlequin', '#le-marchand', '#l-archer', '#lelio'}, {'#arlequin', '#lelio'}, {'#arlequin', '#mario', '#lelio'}]","[{'#arlequin'}, {'#le-passant', '#arlequin'}, {'#arlequin'}, {'#violette', '#flaminia', '#arlequin'}, {'#flaminia', '#pantalon'}, {'#violette', '#l-hymen', '#arlequin', '#lelio', '#flaminia', '#pantalon', '#l-amour', '#mario'}]",[],[],"[{'#scapin', '#lelio'}, {'#mario', '#lelio'}, {'#arlequin', '#lelio'}, {'#flaminia', '#pantalon'}, {'#violette', '#flaminia', '#pantalon', '#arlequin'}, {'#le-marchand', '#arlequin'}, {'#arlequin'}, {'#arlequin'}, {'#le-marchand', '#l-archer', '#arlequin'}, {'#arlequin', '#le-marchand', '#l-archer', '#lelio'}, {'#arlequin', '#lelio'}, {'#arlequin', '#mario', '#lelio'}, {'#arlequin'}, {'#le-passant', '#arlequin'}, {'#arlequin'}, {'#violette', '#flaminia', '#arlequin'}, {'#flaminia', '#pantalon'}, {'#violette', '#l-hymen', '#arlequin', '#lelio', '#flaminia', '#pantalon', '#l-amour', '#mario'}]","{'#violette', '#l-hymen', '#le-passant', '#arlequin', '#lelio', '#flaminia', '#le-marchand', '#pantalon', '#l-archer', '#l-amour', '#mario', '#scapin'}"
Arlequin Tout Seul,Comédie,1798,1,1,"[{'#le-public', '#arlequin'}]",[],[],[],[],"[{'#le-public', '#arlequin'}]","{'#le-public', '#arlequin'}"
Arlequin-Pluton,Comédie,1719,3,30,"[{'#pluton', '#proserpine'}, {'#pluton'}, {'#pluton', '#mercure'}, {'#arlequin', '#pasquin'}, {'#silvia'}, {'#silvia', '#cinthio'}, {'#silvia', '#pasquin'}, {'#violette', '#pantalon'}, {'#violette', '#pantalon', '#arlequin'}, {'#violette', '#arlequin', '#pluton', '#mercure'}, {'#arlequin'}, {'#pantalon'}, {'#pantalon', '#arlequin'}]","[{'#silvia', '#rosette'}, {'#scaramouche', '#cinthio', '#pantalon', '#silvia', '#un-paysan'}, {'#la-fille', '#le-garçon'}, {'#silvia', '#cinthio'}, {'#arlequin', '#mercure'}, {'#caron', '#arlequin'}, {'#caron', '#proserpine', '#arlequin'}, {'#violette', '#pluton', '#mercure'}]","[{'#mathanasius', '#caron', '#mademoiselle-romanville'}, {'#caron', '#arlequin'}, {'#mademoiselle-decoulisses', '#arlequin'}, {'#caron', '#le-suisse', '#l-hotelier', '#arlequin'}, {'#caron', '#pluton'}, {'#pluton', '#mercure', '#proserpine', '#arlequin'}, {'#violette', '#rosette', '#cinthio', '#arlequin', '#pantalon', '#silvia', '#mercure'}, {'#un-paysan'}, {'#silvia', '#arlequin', '#rosette', '#un-paysan'}]",[],[],"[{'#pluton', '#proserpine'}, {'#pluton'}, {'#pluton', '#mercure'}, {'#arlequin', '#pasquin'}, {'#silvia'}, {'#silvia', '#cinthio'}, {'#silvia', '#pasquin'}, {'#violette', '#pantalon'}, {'#violette', '#pantalon', '#arlequin'}, {'#violette', '#arlequin', '#pluton', '#mercure'}, {'#arlequin'}, {'#pantalon'}, {'#pantalon', '#arlequin'}, {'#silvia', '#rosette'}, {'#scaramouche', '#cinthio', '#pantalon', '#silvia', '#un-paysan'}, {'#la-fille', '#le-garçon'}, {'#silvia', '#cinthio'}, {'#arlequin', '#mercure'}, {'#caron', '#arlequin'}, {'#caron', '#proserpine', '#arlequin'}, {'#violette', '#pluton', '#mercure'}, {'#mathanasius', '#caron', '#mademoiselle-romanville'}, {'#caron', '#arlequin'}, {'#mademoiselle-decoulisses', '#arlequin'}, {'#caron', '#le-suisse', '#l-hotelier', '#arlequin'}, {'#caron', '#pluton'}, {'#pluton', '#mercure', '#proserpine', '#arlequin'}, {'#violette', '#rosette', '#cinthio', '#arlequin', '#pantalon', '#silvia', '#mercure'}, {'#un-paysan'}, {'#silvia', '#arlequin', '#rosette', '#un-paysan'}]","{'#violette', '#scaramouche', '#cinthio', '#mathanasius', '#silvia', '#l-hotelier', '#pasquin', '#pantalon', '#la-fille', '#le-suisse', '#caron', '#le-garçon', '#mademoiselle-decoulisses', '#mademoiselle-romanville', '#un-paysan', '#rosette', '#arlequin', '#proserpine', '#pluton', '#mercure'}"
