,corneillet-inconnu,dancourt-inconnu,Cost,Operation Type
655,"('#aglaure', ""Oui, ce sont merveilles sur merveilles ;  Mais notre Sexe est curieux.  C'est peu pour nous de voir des fêtes ordonnées  Avec un éclat sans pareil.  On compte à rien leur superbe appareil,  Si l'on ne sait par qui ces Fêtes sont données.  Que prétend un Amant tant qu'il est inconnu ? "")","('#le-vicomte', ""Fort bien. Le volte face, et les jambes en l'air. Ferme en avant, jamais il ne faut reculer.  Quel compère ! Ah, parbleu ! L'on ne peut mieux l'entendre.  Voyons ce grand nigaud. "")",1.17,Substitution
656,"('#zephire', ""Sur le secret d'autrui je n'ai rien à vous dire.  Quant au mien, on ne peut être plus ingénu,  Et dès qu'avecque vous je suis ici venu,  Je vous ai découvert qu'on me nommait Zéphire. "")","('#vignolet', ""Vous venez donc me prendre,  Ça m'est beaucoup d'honneur, mais je suis en souci  Comme sans cheminée on peut danser ici :  Mais n'importe. Attendez. Au lieu d'une Courante,  Où je suis neuf encor, voulez-vous que je chante ?  Je sais bien mieux chanter que je ne danse. "")",0.62,Substitution
657,"('#aglaure', ""Vous êtes du nombre des Vents.  Nous l'avons assez vu, quand par l'air enlevées  Avec vous en ces lieux nous nous sommes trouvées ;  Mais pour Zéphire, je prétends  Par tout ce que de vous vous me faites connaître,  Que vous ne l'êtes point, et ne le sauriez être. "")",,1.0,Insertion
658,"('#zephire', ""Je ne suis point Zéphire ! Et d'où vient ? "")",,1.0,Insertion
659,"('#aglaure', 'En tous lieux  Zéphire se fait voir doux, complaisant, traitable,  Et vous êtes des Vents le plus inexorable,  Ou Borée, ou quelque autre encor moins gracieux. ')","('#dorimene', 'Ah ! Bon.  Sans voir la cheminée on peut prendre son ton. ')",1.44,Substitution
660,"('#zephire', ""Vous voulez que je sois Borée.  Adieu, je vais souffler si froidement pour vous,  Que vous aurez sujet d'en croire le courroux  Qui contre moi vous tient si déclarée. "")","('#vignolet', ""Si Claudine,  Ma voisine,  S'imagine  Sur ma mine,  Que je ne suis bon à rien,  Qu'en cachette  La follette  Me permette  La fleurette  Elle s'en trouvera bien. "")",0.61,Substitution
661,,"('#le-vicomte', 'La galante chanson ! ')",1.0,Deletion
662,"('#cephise', ""D'où vient, quand on me voit, que l'on vous quitte ainsi ? "")","('#vignolet', ""C'est sur moi qu'on l'a faite. "")",1.27,Substitution
663,"('#aglaure', ""Je suis brouillée avec Zéphire.  Je l'avais prié de me dire  Le nom de l'Inconnu qui nous met en souci.  Sur ses refus j'ai perdu patience,  Et me suis échappée à quelques mots d'aigreur. "")",,1.0,Insertion
664,"('#cephise', ""Croyez-moi, vous cherchez, ma Soeur,  Une fatale connaissance.  Pourquoi ce désir curieux ?  Manquons-nous de plaisirs et de galantes Fêtes,  Depuis qu'avec Psyché nous habitons ces lieux ?  Et quand vous apprendrez qui les tient toujours prêtes,  Prétendez-vous en être mieux ? "")","('#colin', ""Hé, Thomas, Grand François, Dubois, Lubin, Paquete,  Morgué, je vais danser d'ici jusqu'à demain.  Est-ce que je dormons ? Pis qu'on m'a mis en train,  Excusez si j'osons…  Il fait la révérence à la Comtesse."")",0.93,Substitution
665,,"('#la-comtesse', 'Vous voulez que je danse ? ')",1.0,Deletion
666,"('#aglaure', ""Il est fort naturel de chercher à connaître  Un amant qui s'obstine à se tenir caché. "")","('#le-marquis', 'Allez, Madame, allez faire la révérence,  Danser une pavane avec Monsieur Colin. ')",1.72,Substitution
667,,"('#la-comtesse', 'Quand je la danserais, le grand malheur ! ')",1.0,Deletion
668,"('#cephise', ""Mais s'il est connu de Psyché,  Voyez-vous quel mal en peut naître ?  Sa main paiera des feux si tendres et si doux,  Et par leur paisible hyménée,  La Fête aussitôt terminée  Ne charmera plus que l'époux.  Alors, où pour nous, je vous prie,  Seront et les jeux et les ris ?  Car enfin folle est qui s'y fie.  Quand les Amants sont Maris,  Adieu la Galanterie. "")","('#le-marquis', ""Enfin,  Vous faites vos plaisirs d'une noce. "")",0.72,Substitution
669,"('#aglaure', ""Non, l'Inconnu doit être né  Pour s'en faire toujours un plaisir nécessaire,  Et son amour par l'hymen couronné,  N'aura pas moins d'ardeur de plaire. "")","('#colin', ""Oh jarnie,  Pis qu'an est si longtemps sur la çarimonie,  Je vais danser tout seul. Du plus gaillard, allons.  Il danse."")",1.4,Substitution
670,"('#cephise', 'Si vous me répondez que mari comme amant,  Nous le verrons toujours le même,  Je saurai son secret. ')","('#le-vicomte', ""Peste, par haut voilà s'escrimer des talons ! "")",1.74,Substitution
671,"('#aglaure', 'Vous le saurez ! Comment ?  Est-ce que Zéphire vous aime ? ')","('#colin', 'À votre avis ? ')",1.44,Substitution
672,"('#cephise', ""Le beau sujet d'étonnement !  Croyez-vous sa conquête une si grande affaire ?  Et quand on me voit plus d'un jour,  N'ai-je pas assez de quoi plaire  Pour mériter un peu d'amour ? "")","('#le-vicomte', 'Il est très souple, sur mon âme.  Vous avez bien choisi, la mariée. ')",1.08,Substitution
673,"('#aglaure', ""Voilà toujours votre folie. La plus Belle jamais n'eût tant de bonne foi. "")",,1.0,Insertion
674,"('#cephise', ""Je ne suis, si l'on veut, ni belle, ni jolie,  Mais j'ai certains je ne sais quoi  Qui me font préférer à la plus accomplie. "")","('#olimpe', ""Oh dame,  Quoique nés dans les champs, j'ons appris les cinq pas,  Et j'ons des qualités que bian d'autres n'ont pas. "")",0.84,Substitution
675,"('#aglaure', 'Vous le croyez ? ')","('#le-vicomte', ""Qu'en dites-vous ? "")",0.0,Match
676,"('#cephise', ""Si je le crois ?  Avec mon humeur enjouée,  Je fais faire naufrage à qui m'en vient conter,  Et dès qu'on a pu m'écouter,  C'est une franchise échouée  Mais quand je trouverais Zéphire indifférent,  Le pressant de parler, s'en pourrait-il défendre ?  C'est la manière de s'y prendre,  Qui fait qu'un obstiné se rend,  Le voici, laissez-moi ; s'il vous voir éloignée,  Il me viendra soudain faire ici les yeux doux. "")",,1.0,Insertion
677,"('#aglaure', ""Ce sera pour Psyché, s'il s'explique avec vous,  De l'inquiétude épargnée.  J'en attends le succès, adieu. "")",,1.0,Insertion
678,"('#zephire', ""À la fin ta Compagne a quitté la partie.  Pour te voir, proche de ce lieu  J'attendais qu'elle fût sortie.  Je me souviendrai quelque temps,  Qu'elle a tantôt osé me traiter de Borée. "")",,1.0,Insertion
679,"('#cephise', ""Sais-tu qu'il est certains instants  Où moi-même de toi je suis mal assurée ?  Tu t'es nommé Zéphire ici,  J'en doute à voir ta taille. "")",,1.0,Insertion
680,"('#zephire', ""Et lorsque je t'adore,  De cette vérité tu peux être en souci ? "")","('#olimpe', ""Pour moi j'en suis très satisfaite. "")",1.36,Substitution
681,"('#cephise', 'De grâce, étais-tu fait ainsi  Lorsque tu soupirais pour Flore ? ')","('#le-vicomte', 'Mais à quoi rêvez-vous, aimable friponnette ? ')",1.03,Substitution
682,"('#zephire', ""J'étais fort délicat, et le serais encore,  Mais le temps m'a tout épaissi. "")","('#lubine', 'Tout doux, Monsieur, tout doux. ')",0.9,Substitution
683,"('#cephise', ""Tu pourrais bien m'avoir trompée.  La Jeunesse a souvent trop de crédulité.  Et l'amour dont pour toi je suis préoccupée... "")",,1.0,Insertion
684,"('#zephire', ""Non, foi de Vent d'honneur, j'ai dit la vérité.  Je suis Zéphire. "")",,1.0,Insertion
685,"('#cephise', ""Et bien, je le veux croire.  Mais quant à l'Inconnu, son nom ? Regarde-moi.  J'ai promis à Psyché de le savoir de toi.  Je dois tenir parole, il y va de ma gloire. "")",,1.0,Insertion
686,"('#zephire', ""Ne me presse point là-dessus,  J'ai des raisons... "")","('#le-vicomte', 'Quittez le sérieux,  Ma belle, et comme moi prenez un air joyeux ;  Je veux vous mettre en train. ')",1.27,Substitution
687,"('#cephise', 'Pures chimères ! ')","('#lubine', 'Hé dame, est-ce pour rire,  Monsieur ? ')",1.4,Substitution
688,"('#zephire', 'Je ne saurais parler. ')",,1.0,Insertion
689,"('#cephise', ""Abus.  Tu m'aimes ; s'il me faut essuyer tes refus,  Tu n'es pas bien dans tes affaires. "")",,1.0,Insertion
690,"('#zephire', ""Je prendrais grand plaisir à ne te rien cacher ;  Mais veux-tu, parce que je t'aime.  Que l'Inconnu me vienne reprocher  Que ma langue ait fait tort à son amour extrême ?  C'est de tous les Amants le plus passionné,  Rien ne saurait égaler sa tendresse ;  Mais il veut être sûr du coeur de sa Maîtresse,  Avant que son secret lui soit abandonné. "")","('#le-vicomte', 'Non, vous avez et beau faire et beau dire,  Je vous déroberai, deux baisers seulement. ')",0.32,Substitution
691,"('#cephise', ""Qu'il ne craigne rien, Psyché l'aime.  Tant de soins de lui plaire ont vaincu sa fierté. "")","('#lubine', 'Nannin, nannin. Queu patineux ! Vraiment  Vous êtes tout drôle. Ah ! ')",1.92,Substitution
692,"('#zephire', 'Si tu me disais vrai, me voilà bien tenté. ')",,1.0,Insertion
693,"('#cephise', ""N'en doute point, je le sais d'elle-même.  Mais enfin je commence à prendre pour affront  Une si longue résistance. "")","('#le-vicomte', 'Tout cela bagatelle,  Je les aurai, parbleu. La petite cruelle ! ')",0.93,Substitution
694,"('#zephire', ""Attends ; pour ne rien faire avec trop d'imprudence,  Il est bon que l'Amour me serve de second. "")","('#lubine', ""Ne fripez pas mon bavolet,  C'est aujordy Dimanche,  Je vous le dis tout net,  J'ai des éplingues sur ma manche,  Ma main pèse autant qu'alle est blanche,  Et vous gagneriais un soufflet.  Ne fripez pas mon bavolet,  C'est aujordy Dimanche. Attendez à demain que je vase à la Ville,  J'aurai mes vieux habits ;  Et les Lundis  Je ne sis pas si difficile ;  Mais à présent  Tout franc  Si vous faites l'impertinent,  Si vous gâtez mon linge blanc,  Je vous battrai comme il faut de la hâte,  Je vous battrai,  Pincerai,  Piquerai,  Je vous mordrai,  Grugerai,  Pillerai,  Menu, menu, menu comme la chair en pâte ;  Hon, voyez-vous, j'avons un tarrible tâte,  Que je cachons sous notre bonnet.  Ne fripez pas mon bavolet,  C'est aujordy Dimanche."")",0.67,Substitution
695,"('#cephise', ""Quoi, l'Amour déguisé parmi nous ! "")",,1.0,Insertion
696,"('#zephire', ""Que t'en semble ? "")","('#olimpe', 'Et ce bon Gentilhomme ? ')",1.24,Substitution
697,,"('#le-vicomte', 'Il a vécu, Madame. ')",1.0,Deletion
698,"('#cephise', ""Je vois bien que c'est lui qui commande en ces lieux  Et cours dire à Psyché... "")","('#monsieur-de-sottenville', ""J'ai bien valu mon prix autrefois, sur mon âme.  J'étais jeune Coq autrefois,  Et mon chant réveillait les plus sages Poulettes ;  J'ai vieilli depuis, et ma voix  Endort même les plus Coquettes.  Il chante. Toutes les personnes de la Noce dansent un branle, et Monsieur Sallé chante. "")",1.47,Substitution
699,"('#zephire', ""Non, Céphise, il vaut mieux  Que nous l'allions trouver ensemble. "")",,1.0,Insertion
700,"('#cephise', ""J'attends tout de l'Amour, s'il daigne s'en mêler.  Ils descendent tous sur le grand Théâtre. "")","('#monsieur-salle', ""À la santé de Colin,  L'heureux mari de Colette ;  Outre qu'il est mon voisin,  C'est qu'il aime le vin,  C'est qu'il aime le vin.  Sa femme aime peu la diète.  Fessons notre vin,  Buvons à Colette,  Fessons notre vin,  Buvons à Colin.  Vive Colette et Colin,  Et les enfants qu'ils vont faire.  Comme je suis bon voisin,  J'en serai le Parrain,  J'en serai le Parrain.  Colin prendra bien l'affaire.  S'il n'est pas certain  D'en être le père,  Il sera certain  D'avoir bon voisin.  Les Violons continuent de jouer le même Branle, et les gens de la noce se retirent en dansant. "")",1.12,Substitution
701,,"('#la-comtesse', ""En vérité, Marquis, ils m'ont bien divertie. "")",1.0,Deletion
702,"('#zephire', ""Madame, puisqu'il faut, sans excuse frivole  Vous dire... "")","('#le-vicomte', 'Un mot, mon cher, ô çà, parlons sans raillerie. ')",0.51,Substitution
703,"('#la-comtesse', ""À moi ? Cela n'est pas de votre rôle. "")","('#gros-jean', 'Morgué, laissez-moi là. ')",0.97,Substitution
704,"('#zephire', ""Vous êtes la Psyché dont nous voulons parler.  L'Amour en est croyable ; et quand je vous l'amène... "")","('#le-vicomte', 'Non, non, restez ici.  Voilà le Pèlerin qui nous met en souci. ')",1.33,Substitution
705,"('#l-amour', ""Oui, Comtesse, l'Amour vous veut tirer de peine,  Et du Ciel tout exprès il est ici venu  Pour finir l'embarras où vous met l'Inconnu. "")","('#la-comtesse', ""L'Inconnu ? "")",1.22,Substitution
706,,"('#le-vicomte', 'Le Grosset. ')",1.0,Deletion
707,,"('#le-chevalier', ""Quand il a fait son rôle,  Le Vicomte d'abord a remis sa parole. "")",1.0,Deletion
708,"('#la-comtesse', 'Chacun depuis longtemps aspire à le connaître. ')","('#olimpe', ""Ce n'est point l'Inconnu. "")",0.93,Substitution
709,"('#l-amour', ""Je n'ai qu'à dire un mot, vous le verrez paraître. "")","('#le-vicomte', ""Ce l'est assurément,  Madame. Parlez donc, Sieur Grosset, autrement.  Vous saurez ce que c'est qu'un Vicomte en colère. "")",1.32,Substitution
710,,"('#la-montagne', 'Mais quoi… ')",1.0,Deletion
711,"('#olimpe', ""L'Amour peut sans scrupule user de son pouvoir. "")","('#le-chevalier', 'Sur ce sujet, il faut nous satisfaire,  Et de force ou de gré nous prétendons savoir… ')",1.2,Substitution
712,"('#l-amour', 'Il faut donc me hâter de vous le faire voir.  Regardez ce Portrait. ')","('#la-montagne', ""Regardez ce portrait, vous saurez mon pouvoir,  Et quel est l'Inconnu. "")",0.73,Substitution
713,"('#olimpe', ""Si rien ne le déguise,  Vous y verrez des traits... Vous en êtes surprise.  Et bien ? A-t-il l'air bon ? Qu'en dites-vous ? "")","('#olimpe', ""Si rien ne le déguise,  Vous y verrez des traits… Vus en êtes surprise ?  Hé bien, a-t-il l'air bon ; qu'en dites-vous ? "")",0.0,Match
714,"('#la-comtesse', 'Je dis...  Voyez. ')","('#la-comtesse', 'Je dis…  Voyez. ')",0.0,Match
715,"('#le-chevalier', ""C'est le Marquis. "")","('#le-chevalier', ""C'est le Marquis. "")",0.0,Match
716,"('#olimpe', 'Le Marquis ! ')","('#olimpe', 'Le Marquis ! ')",0.0,Match
717,"('#le-vicomte', 'Le Marquis ! ')","('#le-vicomte', 'Le Marquis ! ')",0.0,Match
718,"('#olimpe', 'Juste Ciel ! ')","('#olimpe', 'Juste Ciel ! ')",0.0,Match
719,"('#la-comtesse', ""Quoi, c'est vous, dont l'adresse cachée  Cherchait à me toucher ? "")","('#la-comtesse', ""Quoi, c'est vous dont l'adresse cachée  Cherchait à m'engager ? "")",0.0,Match
720,"('#le-marquis', 'En êtes-vous fâchée ? ')","('#le-marquis', ""En êtes-vous fâchée ?  Les soins de l'Inconnu pourront-ils vous toucher, "")",0.44,Substitution
721,"('#la-comtesse', ""Je ne m'étonne plus si vos feux trop soumis  Aux voeux de l'Inconnu laissaient l'espoir permis. "")",,1.0,Insertion
722,"('#le-marquis', ""Tant d'amour ne peut-il mériter de vous plaire ?  Ne vous rendez-vous point ? "")",,1.0,Insertion
723,"('#la-comtesse', ""C'est une grande affaire.  D'ailleurs, deux Inconnus... "")",,1.0,Insertion
724,"('#le-marquis', ""Je n'en dois craindre rien.  L'Inconnu du Vicomte est le comédien.  Il ne s'est pas trop mal acquitté de son rôle. "")",,1.0,Insertion
725,"('#le-vicomte', 'Il est vrai, je cherchais le son de sa parole,  Et sur Monsieur Grosset je me remets sa voix. ')",,1.0,Insertion
726,"('#la-comtesse', ""Et l'Inconnu qu'Olimpe a trouvé dans le Bois ? "")",,1.0,Insertion
727,"('#olimpe', ""J'ai dit ce que j'ai vu, sans savoir davantage. "")",,1.0,Insertion
728,"('#le-chevalier', ""Quelque Ami du Marquis a fait ce Personnage ;  Pour l'Inconnu par elle il voulait vous toucher. "")",,1.0,Insertion
729,"('#la-comtesse', ""Qui l'aurait cru qu'en vous il l'eût fallu chercher ? "")","('#la-comtesse', ""Qui l'aurait cru, qu'en vous il l'eût fallu chercher ? "")",0.0,Match
730,"('#le-marquis', ""Non, ne m'en croyez pas ; mais, aimable Comtesse,  Croyez-en ce présent que m'a fait la Jeunesse. "")","('#le-marquis', ""Non, ne m'en croyez pas : mais, aimable Comtesse,  Croyez-en ce présent que m'a fait la Jeunesse. "")",0.0,Match
731,"('#la-comtesse', ""C'est là mon Diamant ; vous étiez destiné  À recevoir enfin la main qui l'a donné.  Il est juste, et j'en fais le prix de votre flamme. "")","('#la-comtesse', ""C'est là mon diamant. Vous étiez destiné  À recevoir enfin la main qui l'a donné ;  Il est juste, et j'en fais le prix de votre flamme. "")",0.0,Match
732,"('#le-marquis', 'Ô bonheur qui remplit tous mes voeux !  Mais, Madame,  Vous souvenez-vous...  À Olimpe. ')","('#le-marquis', 'Ô bonheur, qui remplit tous mes voeux ! Mais, Madame,  Vous souvenez-vous… ')",0.0,Match
733,"('#olimpe', ""Oui, je ne puis oublier  Que je vous ai promis d'aimer le Chevalier.  Vous avez de l'honneur, c'est assez vous en dire. "")","('#olimpe', ""Oui, je ne puis oublier  Que je vous ai promis d'aimer le Chevalier ;  Vous avez de l'honneur, c'est assez vous en dire. "")",0.0,Match
734,"('#le-chevalier', 'Doux et charmant aveu qui finit mon martyre ?  Madame, je puis donc prétendre à votre foi ? ')","('#le-chevalier', 'Doux et charmant aveu, qui finit mon martyre ?  Madame, je puis donc prétendre à votre foi ? ')",0.0,Match
735,"('#olimpe', 'Si ma mère y consent, répondez-vous de moi. ')","('#olimpe', 'Si ma mère y consent, je vous réponds de moi. ')",0.0,Match
736,"('#le-vicomte', 'Je vous vois là tous quatre en bonne intelligence.  Et moi, que devenir ? ')","('#le-vicomte', 'Je vous vois là tous quatre en bonne intelligence,  Et moi, que devenir ? ')",0.0,Match
737,"('#la-comtesse', 'Vous prendrez patience. ')","('#la-comtesse', 'Vous prendrez patience. ')",0.0,Match
738,"('#le-vicomte', ""Oui ; de mes pas pour vous c'est donc là le succès ?  Se charge qui voudra du soin de vos procès.  Adieu. "")","('#le-vicomte', ""Oui, de mes pas pour vous c'est donc là le succès,  Se charge qui voudra du soin de vos procès.  Adieu. "")",0.0,Match
739,"('#la-comtesse', 'Le prendrez-vous, Marquis, il vous regarde. ')","('#la-comtesse', 'Le prendrez-vous, Marquis ? Il vous regarde. ')",0.0,Match
740,"('#le-marquis', 'Que ne ferais-je point ? ')","('#le-marquis', 'Que ne ferais-je point ? ')",0.0,Match
741,"('#le-chevalier', 'La retraite est gaillarde. ')","('#le-chevalier', 'La retraite est gaillarde. ')",0.0,Match
742,"('#olimpe', ""C'est un extravagant dont nous sommes défaits. "")","('#olimpe', ""C'est un extravagant dont nous sommes défaits. "")",0.0,Match
743,"('#la-comtesse', 'Allons. ')","('#la-comtesse', 'Allons. ')",0.0,Match
744,"('#le-marquis', ""Puisse l'amour ne nous quitter jamais. "")","('#le-marquis', ""Puisse l'Amour ne nous quitter jamais.  Fin du Divertissement du cinquième Acte."")",0.0,Match
