,dumaniant-francais-en-huronie,dumaniant-francais-en-huronie-1787,Cost,Operation Type
203,"('#le-sauvage', ""Ce funeste étranger qu'ici l'on me préfère... Apprends-moi par quel art il parvint à te plaire. Quels sont donc les périls qu'il a courus pour toi ? Est-il plus généreux, ou plus vaillant que moi ? Sait-il donc mieux aimer ?... Mais non, je l'en défie, Je te sacrifierais et ma gloire et ma vie. Il n'est rien que pour toi que je n'osasse tenter. Mais il est des affronts que ne peut supporter Ce coeur fier et jaloux qui, plein d'impatience, Ne désire, ne voit, n'attend que la vengeance. Le sort en est jeté, c'en est fait et Valcour Tombera sous mes coups ou m'ôtera le jour."")","('#le-sauvage', ""Ce funeste étranger qu'ici l'on me préfère. Apprends-moi par quel art il parvint à te plaire ? Quels sont donc les périls qu'il a courus pour toi, Est-il plus généreux ou plus vaillant que moi ? Sait-il donc mieux aimer ? - Mais, non, je l'en défie, Je te sacrifierais et ma gloire et ma vie, Il n'est rien que pour toi je n'osasse tenter ; Mais il est des affronts que ne peut supporter Ce coeur fier et jaloux qui plein d'impatience Ne désire, ne voit, n'attend que la vengeance ! Le sort en est jeté, c'en est fait, et Valcour Tombera sous mes coups ou m'ôtera le jour."")",0.0,Match
204,"('#zamire', ""Le hasard d'un combat peut servir ton attente : Mais quand tu le vaincrais, crois-tu que son amante Couronnerait en toi son odieux vainqueur ? Je t'ai plaint de m'aimer, je t'aurais en horreur. Que dis-je ? si sa mort eût été ton ouvrage, Tu pourrais je le sens tout craindre de ma rage. Réduite au désespoir, dans ma juste fureur,  Ce bras de mille coups irait percer ton coeur.  Non, ce n'est que par lui, pour lui, que je peux vivre, Par cet égarement où mon âme se livre,  Par mes transports affreux, vois quel est mon amour ! Prends pitié de Zamire et sois juste à ton tour. Eh ! dépend-il de moi de maîtriser la flamme Qui brûle, entraîne, arrache et bouleverse mon âme... Que te reviendra-t-il d'avoir comblé mes maux ?"")","('#zamire', ""Le hasard d'un combat peut servir ton attente ; Mais quand tu le vaincrais, crois-tu que son amante Couronnerait en toi son odieux vainqueur ? Je t'ai plaint de m'aimer, je t'aurais en horreur. Non ; ce n'est que par lui, pour lui que je veux vivre, Par cet égarement où mon âme se livre, Par mes affreux transports, vois quel est mon amour ! Prends pitié de Zamire, et sois juste à ton tour. Eh ! Dépend-il de moi de maîtriser la flamme Qui brûle en même temps et déchire mon âme ?  Que te reviendra-t-il d'avoir comblé mes maux ?"")",0.0,Match
205,"('#le-sauvage', ""Le plaisir qu'on sent d'immoler ses rivaux.  Plus tu me peins l'ardeur qui pour lui te dévore, Plus ma fureur s'accroit et plus mon coeur l'abhorre. Je porterai l'amour jusqu'à la cruauté."")","('#le-sauvage', ""Le plaisir que l'on sent d'immoler ses rivaux ? Plus tu me peins l'ardeur qui pour lui te dévore, Plus ma fureur s'accroît et plus mon coeur l'abhorre. Je porterai l'amour jusqu'à la cruauté."")",0.0,Match
206,"('#zamire', ""L'amour peut-il donner tant de férocité ? Si tu m'aimes ?..."")","('#zamire', ""L'amour peut-il donner tant de férocité ? Si tu m'aimes..."")",0.0,Match
207,"('#le-sauvage', ""T'aimer ! non, non, je te déteste. Ma flamme s'est éteinte et ma rage me reste.  Il t'est cher et je vais, en le faisant périr, Te rendre tous les maux que tu m'as fait souffrir."")","('#le-sauvage', ""T'aimer ! non, non, je te déteste, Ma flamme s'est éteinte et ma rage me reste. Il t'est cher et je vais, en le faisant périr, Te rendre tous les maux que tu m'as fait souffrir. Il remonte le théâtre pour sortir, il voit arriver Valcour et il s'arrête au fond."")",0.0,Match
208,,"('#le-sauvage', ""C'est lui-même."")",1.0,Deletion
209,,"('#zamire', 'Ah ! Grands dieux !')",1.0,Deletion
210,,"('#valcour', 'Zamire !')",1.0,Deletion
211,"('#zamire', ""Eh bien ! s'il faut du sang pour calmer ta furie, Viens l'assouvir sur moi, barbare, et prends ma vie. Il échappe à mes yeux, mes cris sont superflus. Mon amant va périr, je ne me connais plus. Ma douleur est au comble, à peine je respire. Ô Dieu qui va guider la tremblante Zamire Vers ce camp où la mort menace mon amant.  Je vois près de son coeur le fer étincelant, Et ne puis détourner le coup qui le déchire. Ah ! respectez ses jours ou faites que j'expire. Que puis-je faire hélas ! dans l'état ou je suis ? Mes pleurs coulent en vain...n'entends-je pas des cris ? Valcour est infidèle ou Valcour est sans vie. Puisqu'enfin je n'ai plus d'autre espoir que la mort, Que je n'attends plus rien de la faveur du sort,  Sachons du moins mourir.  En disant le dernier hémistiche elle remonte le théâtre et va pour sortir."")","('#le-sauvage', 'Non. Arrête, À mes justes fureurs ne soustrais point ta tête. Ma haine voit en toi mon rival abhorré, De la soif de ton sang tu me vois dévoré. Viens recevoir la mort.')",0.0,Match
212,"('#valcour', ""Toi, mourir ! ah ! Zamire, Ton amant, ton époux, pour toi seule respire.   Il vivra pour t'aimer. Il luit pour nous ce jour Qui couronne mes voeux et le plus tendre amour. Quelle sombre douleur en tes regards est peinte. Je vois couler tes pleurs, je t'adore et tu pleures toujours !"")","('#valcour', ""La fureur qui t'égare Va recevoir le prix que je lui dois, barbare. La haine parle seule en ton coeur irrité, Et je vais te punir de ta férocité. Approche, viens, celui que Zamire préfère, Peut braver ta menace ainsi que ta colère. Qui combat aimé d'elle est sûr d'être vainqueur."")",0.22,Substitution
213,,"('#le-sauvage', ""Qui combat dédaigné combat avec fureur. Et je vais te l'apprendre en t'arrachant la vie. Il lève sa massue, s'avance sur Valcour qui met l'épée à la main."")",1.0,Deletion
214,"('#zamire', ""Aux pleurs que je répands, va, laisse un libre cours. Va, j'en crois tes transports, va, je me crois aimée, Et ce bonheur suffit à mon âme enflammée. Ces larmes que je verse en cet heureux moment, Sont les expressions du plus vif sentiment  ; Et mes chagrins cruels sont effacés par elles."")","('#zamire', ""Barbares, arrêtez, calmez cette furie. Ou si mes pleurs, mes cris ne peuvent rien sur vous, Prenez-moi tous les deux pour l'objet de vos coups. Frappez. De la main gauche elle retient la massue du Sauvage, et de la droite elle éloigne Valcour."")",0.64,Substitution
215,,"('#valcour', ""M'ordonnes-tu de souffrir un outrage ?"")",1.0,Deletion
216,"('#dorval', ""Aux amant, je le vois, l'amour prête ses ailes."")","('#zamire', ""Modère cette ardeur et ce bouillant courage. Valcour ! Est-ce l'instant où tu dois te venger ? Dans les champs de la gloire un plus pressant danger Demande en cet instant ton bras et ta vaillance. Va de tes ennemis confondre l'arrogance : Voilà ton vrai devoir, j'ai vu tous vos soldats Abandonner leur camp et voler aux combats, Serais-tu dans ce jour si peu jaloux de gloire Que tu ne veuilles point partager leur victoire ? Et toi, brave guerrier, allié des Français, Tu leur dois ta valeur contre ces fiers Anglais : Désunis par l'amour, que l'honneur vous rassemble. Il vous parle : volez et triomphez ensemble. Au Sauvage."")",0.92,Substitution
217,"('#valcour', ""Pouvais-je trop hâter l'instant de la revoir,  L'instant où je devais calmer son désespoir. Regarde-la, Dorval, et juge si je l'aime ?"")","('#valcour', ""Je suspends mon courroux et mon ressentiment. L'honneur le veut. Je cours où l'ennemi m'attend. Nous nous verrons après, je te ferai connaître Si l'amant de Zamire était digne de l'être. Et je te prouverai qu'un officier français Sait combattre un rival et ne le craint jamais."")",0.71,Substitution
218,,"('#le-sauvage', 'Viens, je vais te montrer le chemin de la gloire, Et ton trépas sera ma seconde victoire.')",1.0,Deletion
219,,"('#valcour', 'Je te suis. Où vas-tu ! Se retournant, à Zamire qui le suit.')",1.0,Deletion
220,,"('#zamire', 'Je ne puis te quitter.')",1.0,Deletion
221,,"('#valcour', 'Non, demeure en ces lieux.')",1.0,Deletion
222,"('#zamire', ""Quel est cet étranger ? Ma frayeur est extrême ! Oh ! tu voudrais en vain l'entraîner loin de moi, Je ne le quitte plus. À Dorval d'un air naïf."")","('#zamire', ""Cesse de m'arrêter. Ne puis-je partager les dangers que tu braves, D'un préjugé honteux, vos Françaises esclaves N'osent accompagner leurs amants aux combats, Mais l'amour me permet d'y suivre ici tes pas, J'y veillerai sur toi, je suis sans épouvante. Valcour y défendra les jours de son amante : Ou si le sort trompait nos efforts généreux, Du moins en succombant nous péririons tous deux."")",0.18,Substitution
223,,"('#valcour', ""Laisse-moi courir seul où mon devoir m'appelle Ou j'abjure à tes pieds une gloire cruelle. Ah ! je te le demande au nom de notre amour. Je l'exige de toi."")",1.0,Deletion
224,"('#dorval', ""Dissipez votre effroi. Valcour est mon ami. Je connais sa tendresse,  Et tout autant que vous son bonheur m'intéresse. J'espère par mes soins l'avancer en ce jour."")","('#zamire', 'Le puis-je, cher Valcour !')",0.38,Substitution
225,,"('#valcour', 'Je tombe à tes genoux.')",1.0,Deletion
226,"('#zamire', ""Oh ! je me charge moi du bonheur de Valcour. Rendre ses jours heureux est le but où j'aspire. "")","('#zamire', ""Je t'obéis, barbare, Je reste, songe aux maux que ce coup me prépare, Songe aux tourments affreux qu'éprouvera mon coeur. Ah ! Valcour."")",0.41,Substitution
227,,"('#valcour', ""Ne crains rien, je reviendrai vainqueur, Digne enfin d'obtenir le seul bien où j'aspire, Et cueillir des lauriers, c'est mériter Zamire."")",1.0,Deletion
228,,"('#zamire', ""Je le laisse échapper, et je reste en ces lieux ! Je ne suis point ses pas ! Ô moments douloureux ! Jamais l'on n'éprouva de supplice plus rude. L'horreur de ces déserts et cette solitude,  Ces antres, ces rochers, ces vallons isolés, Impriment la terreur dans mes esprits troublés. Ce silence effrayant de toute la nature, De tout ce que je crains me semble être l'augure. Rien ne se fait entendre et le cri du malheur Retentit cependant jusqu'au fond de mon coeur. Que fais-je dans ces bois ? C'est donc ainsi que j'aime ? Je me borne à gémir en ce péril extrême. Mon amant l'a voulu. Qu'importe ? Si Valcour Se fût trouvé lui-même à ma place en ce jour, Aurait-il imité ma lâche complaisance ? Il aurait écouté son coeur et sa vaillance. Eh bien ! de mon amant soyons digne aujourd'hui, Secourons-le, ou du moins sachons mourir pour lui. Je tremble. Juste ciel ! Quel bruit se fait entendre ? D'une juste terreur je ne puis me défendre. Si Valcour ?... quel tourment ! Elle fait une fausse sortie et s'arrête au bruit qu'elle entend."")",1.0,Deletion
229,,"('#zamire', 'Ah ! que vois je ? Frontin, Valcour vit-il ? réponds, éclaircis mon destin ? – Tu te tais ? – Il est mort !')",1.0,Deletion
230,,"('#frontin', 'Je le crains.')",1.0,Deletion
231,,"('#zamire', ""Ah ! j'expire ! Il n'est plus ? Et ce jour éclaire encor Zamire !"")",1.0,Deletion
232,,"('#frontin', ""Mon pauvre maître, hélas ! Je l'ai vu malgré moi, Parmi les ennemis s'enfoncer sans effroi. J'ai voulu quelque temps m'attacher à sa suite, Au milieu des soldats je l'ai perdu bien vite. La poussière, le vent, le fusil, le canon, Font un tapage horrible, un affreux carillon. On se mêle, on se pousse, on s'assomme, on se tue, Je ne sais trop comment parmi cette cohue, Parmi tant de battants, au milieu du fracas, J'ai pu conserver sains mes jambes et mes bras. Il faut, ou que la peur m'ait rendu plus alerte, Ou qu'un génie heureux ait détourné ma perte."")",1.0,Deletion
233,,"('#zamire', ""Et mon amant n'est plus ! Pourquoi lorsqu'il est mort, Le coup qui l'a tué n'a-t-il fini mon sort ? Il n'est plus !"")",1.0,Deletion
234,,"('#frontin', 'En ce jour, pour prix de sa vaillance, Son oncle généreux comblait son espérance. Il consentait lui-même à sa félicité.')",1.0,Deletion
235,,"('#zamire', ""Les pleurs, la mort. Voilà tout ce qui m'est resté. Par quels traits accablants mon âme est déchirée ! Aux portes du bonheur je meurs désespérée. Hélas ! J'ai tout perdu."")",1.0,Deletion
236,,"('#le-sauvage', 'Dissipe tout effroi. Reconnais ton amant, il est digne de toi.')",1.0,Deletion
237,,"('#zamire', 'Que vois-je ? Quel prodige !')",1.0,Deletion
238,"('#valcour', ""Si je ne t'aimais point, adorable Zamire, Je serais à mes yeux le plus vil des mortels. Comme mon âme, enfin, mes feux sont éternels. D'indissolubles noeuds vont nous unir ensemble : Zamire ! que de biens un si beau jour rassemble ! J'ai retrouvé mon oncle ; en lui parlant de toi J'ai su toucher son âme : il t'aime autant que moi. Il brûle de te voir, de t'appeler sa nièce. Que notre empressement réponde à sa tendresse. Zamire, allons remplir ses plus ardents souhaits, Nous quitterons ce séjour bientôt pour jamais : Suis ton époux et viens montrer à ma patrie La touchante vertu par la grâce embellie."")","('#le-sauvage', ""Écoute-moi, Zamire, Et sois fière d'aimer le héros que j'admire. Je volais au combat, furieux, égaré, Et méditant la mort d'un rival préféré, Lorsqu'un gros d'ennemis m'attaque avec furie, Assailli, renversé, j'allais perdre la vie : Aussi prompt que l'éclair, Valcour vole, et son bras Défend, sauve mes jours, disperse les soldats.  Il ranime les siens ; la terreur le précède, La victoire le suit, tout fléchit, tout lui cède ; Il combat ; il triomphe, et le Français vainqueur Voit en lui son héros, moi, mon libérateur. En disant le dernier vers, il embrasse Valcour."")",0.18,Substitution
239,"('#zamire', ""Eh ! que me font les lieux. Ah ! lorsque je te vois Tout me devient égal, ou la France, ou ces bois. Partout je t'aimerai tout autant que je t'aime.  Ton coeur en tous les lieux sera toujours le même : Ta tendresse, Valcour, suffit à mon bonheur, L'amour que je ressens doit suffire à ton coeur. Mais tu n'exiges point que j'abandonne un père Qui t'aime comme un fils à qui Zamire est chère..."")","('#zamire', ""Voilà quel est l'amant pour qui l'amour m'enflamme ! Voilà quel est Valcour ! Voilà quelle est son âme ! Quel bonheur est le mien ! Qu'on est fière en aimant De voir ses rivaux même admirer son amant."")",0.19,Substitution
240,"('#valcour', ""Non, tu ne le crois point, tu connais ton amant. À ma félicité, ton père aussi consent. Mes larmes ont enfin vaincu sa résistance. Avec nous sans regret il viendra dans la France, Il est près de mon oncle et leurs deux coeurs d'abord Par un penchant secret se sont trouvés d'accord. Viens, et par les deux noeuds d'une union si pure Réunissons l'amour, l'amitié, la nature. "")","('#le-sauvage', ""Il a dompté la haine en me sauvant la vie, Je dompte mon amour, j'éteins ma jalousie. Qu'il t'obtienne, il le faut, il était né pour toi. Ce n'est plus un rival que tu verras en moi, Tu m'apprends des vertus, ta grande âme m'éclaire ; Sois mon ami, Valcour, et mon guide, et mon frère. À Valcour."")",0.11,Substitution
241,,"('#valcour', ""J'ai rempli mon devoir et tu ne me dois rien."")",1.0,Deletion
242,,"('#le-sauvage', ""Je publierai ta gloire, et c'est remplir le mien."")",1.0,Deletion
243,"('#zamire', ""Que mon âme est émue ! Oh ! tu ne conçois pas Combien ces beaux moments ont pour elle d'appas. Mon coeur ne peut suffire à l'excès de ma joie. "")","('#valcour', ""Ton triomphe est plus beau, céder ce que l'on aime, Commander à ses sens, voilà l'effort suprême. La nature et l'amour, par un accord heureux, S'empressent à l'envi de combler tous mes voeux. Suis ton époux, et viens montrer à ma patrie La touchante vertu par la grâce embellie. À Zamire."")",0.22,Substitution
244,"('#frontin', 'Au milieu des transports où vous êtes en proie Oserais-je espérer, tombant à vos genoux, De pouvoir par mes pleurs fléchir votre courroux. Je suis un malheureux... mais vous êtes si bonne.')","('#frontin', 'Oserais-je espérer, tombant à vos genoux De pouvoir par mes pleurs fléchir votre courroux. Je suis un malheureux, mais vous êtes si bonne !')",0.0,Match
245,"('#zamire', 'Va, tout est oublié.')","('#zamire', 'Va, tout est oublié.')",0.0,Match
246,"('#frontin', 'Vivat ! on me pardonne !  Et pour comble de biens nous quitterons ces lieux. Bois, séjour de la peur, vous rochers sourcilleux, Je vous tire à jamais mon humble révérence. Nous allons au bonheur, nous retournons en France.')","('#frontin', 'Vivat, on me pardonne ! Et pour comble de biens nous quitterons ces lieux.  Bois, séjour de la peur, vous, rochers sourcilleux, Je vous tire à jamais mon humble révérence : Nous allons au bonheur, nous retournons en France. FIN.')",0.0,Match
