cubieres-palmezeaux-mort-de-moliere-3a,cubieres-palmezeaux-mort-de-moliere-4a,Score
"('#moliere', ""Et quel est le malheur Qui fait naître chez vous cette mélancolie ? Daignez me l'expliquer ; votre ami vous en prie."")","('#moliere', ""Et quel est le malheur  Qui fait naître chez vous cette mélancolie ?  Daignez me l'expliquer ; votre ami vous en prie. "")",0.9999997615814209
"('#baron', 'Vous connaissez Mondorge ?')","('#baron', 'Vous connaissez Mondorge ? ')",1.0
"('#moliere', ""Oui, c'est un comédien Pauvre à la vérité ; mais honnête homme."")","('#moliere', ""Oui, c'est un comédien  Pauvre, à la vérité, mais honnête homme. "")",0.9554507732391357
"('#baron', ""Eh bien ! Il est plus que jamais plongé dans la détresse. Je sais qu'aux malheureux votre coeur s'intéresse, Et je viens vous prier..."")","('#baron', ""Eh bien !  Il est plus que jamais plongé dans la détresse.  Je sais qu'aux malheureux votre coeur s'intéresse,  Et je viens vous prier..."")",1.000000238418579
"('#moliere', ""Mon camarade ! Ô ciel ! Qu'il vienne, qu'il paraisse !"")","('#moliere', ""Mon camarade ! Ô ciel !  Qu'il vienne, qu'il paraisse ! "")",1.0
"('#baron', ""Il est essentiel Qu'il ne se montre pas. Quand la peine est extrême, On craint d'être importun."")","('#baron', ""Il est essentiel  Qu'il ne se montre pas. Quand la peine est extrême,  On craint d'être importun. "")",1.0
"('#moliere', ""Doute-t-il que je l'aime ?"")","('#moliere', ""Doute-t-il que je l'aime ? "")",1.0000001192092896
"('#baron', 'Non ; mais si vous voulez être son bienfaiteur...')","('#baron', 'Non ; mais si vous voulez être son bienfaiteur... ')",0.9999998807907104
"('#moliere', ""Si je le veux ! Sur l'heure."")","('#moliere', ""Si je le veux ! Sur l'heure. "")",1.0
"('#baron', ""Épargnez la pudeur : Dont son front, à vos yeux se couvrirait peut-être, D'une rougeur subite il ne serait pas maître..."")","('#baron', ""Épargnez la pudeur :  Dont son front, à vos yeux, se couvrirait peut-être ;  D'une rougeur subite il ne serait pas maître... "")",0.9927355051040649
"('#moliere', ""Je vous entends, Baron, et je serai discret. Cacher le bienfaiteur, c'est doubler le bienfait. Eh bien ! De ses besoins causons même en silence. Qu'est-ce qu'il lui faudrait."")","('#moliere', ""Je vous entends, Baron, et je serai discret.  Cacher le bienfaiteur, c'est doubler le bienfait.  Eh ! Bien, de ses besoins donnez-moi connaissance ; Qu'est-ce qu'il lui faudrait ?"")",0.9001767635345459
"('#baron', 'Il fait son tour de France, Jouant la Comédie à Marseille, à Bordeaux : Il dépense beaucoup en habits, en chevaux : Les voyages sont chers.')","('#baron', 'Il fait son tour de France,  Jouant la comédie à Marseille, à Bordeaux :  Il dépense beaucoup en habits, en chevaux :  Les voyages sont chers. ')",0.9843609929084778
"('#moliere', 'Très chers. Quels sont ses rôles ?')","('#moliere', 'Très chers. Quels sont ses rôles ? ')",1.0
"('#baron', 'Ceux de Rois. Il pourrait avec quinze pistoles Demain se mettre en route.')","('#baron', 'Ceux de rois. Il pourrait avec quinze pistoles  Demain se mettre en route. ')",0.9678831696510315
"('#moliere', 'Il faut les lui porter. De ma part : les voilà. Puis, il faut ajouter Ces vingt-cinq de la vôtre. Lui donnant encore.')","('#moliere', 'Il faut les lui porter.  De ma part : les voilà. Puis, il faut ajouter  Ces vingt-cinq de la vôtre. ')",0.9557393789291382
"('#isabelle', 'Et de la mienne douze.')","('#isabelle', 'Et de la mienne douze. ')",1.000000238418579
"('#moliere', ""De l'obliger aussi te voilà donc jalouse ? Oh ! Que j'aime à te voir ces généreux désirs !"")","('#moliere', ""De l'obliger aussi te voilà donc jalouse ?  Oh ! Que j'aime à te voir ces généreux désirs ! "")",1.0
"('#isabelle', ""Il me reste l'argent de mes menus plaisirs. Puis-je mieux l'employer ? D'ailleurs je vous imite, Et faire son devoir n'est pas un grand mérite."")","('#isabelle', ""Il me reste l'argent de mes menus plaisirs,  Puis-je mieux l'employer ? D'ailleurs je vous imite ;  Et faire son devoir n'est pas un grand mérite. "")",0.9910404682159424
"('#baron', ""Vous l'entendez, Molière. Ah ! Que ces mots sont doux Pour mon coeur qui l'adore ! Elle est digne de vous ; Sans cessée elle le prouve, et ma vive tendresse..."")","('#baron', ""Vous l'entendez, Molière ! Ah ! Que ces mots sont doux  Pour mon coeur qui l'adore ! Elle est digne de vous ;  Sans cesse elle le prouve, et ma vive tendresse..."")",0.9838475584983826
"('#moliere', ""Je conçois à quel point elle vous intéresse : Vous pourrez en parler ; mais dans un autre instant. Songez que, près d'ici, Mondorge vous attend, Et qu'il faut, avant tout, soulager l'infortune."")","('#moliere', ""Je conçois à quel point elle vous intéresse :  Vous pourrez en parler, mais dans un autre instant.  Songez que, près d'ici, Mondorge vous attend,  Et qu'il faut, avant tout, soulager l'infortune."")",0.9929479360580444
"('#baron', ""La louange en effet doit paraître importune À la vertu modeste, et je m'en vais soudain Remettre en votre nom..."")","('#baron', ""La louange, en effet, doit paraître importune  À la vertu modeste ; et je m'en vais soudain  Remettre en votre nom..."")",0.9741079807281494
"('#moliere', ""Attendez ; j'ai dessein De joindre un habit neuf à la modique somme Que va de notre part toucher cet honnête homme. Si j'en crois mes soupçons, il n'est pas trop vêtu, Et le froid n'a jamais respecté la vertu. L'habit qu'on m'apporta, la semaine dernière, Est d'une bonne étoffe et doublé de manière À résister longtemps aux rigueurs des saisons, Sans faire à Laforêt connaître mes raisons, Dites-lui qu'à l'instant je veux qu'elle le donne À notre pauvre ami, que c'est moi qui l'ordonne."")","('#moliere', ""Attendez ; j'ai dessein  De joindre un habit neuf à la modique somme  Que va, de notre part, toucher cet honnête homme.  Si j'en crois mes soupçons, il n'est pas trop vêtu,  Et le froid n'a jamais respecté la vertu.  L'habit qu'on m'apporta la semaine dernière,  Est d'une bonne étoffe, et doublé de manière,  À résister longtemps aux rigueurs des saisons,  Sans faire à Laforêt connaître mes raisons,  Dites-lui qu'à l'instant je veux qu'elle le donne  À notre pauvre ami, que c'est moi qui l'ordonne. "")",0.9871690273284912
"('#baron', 'Ah ! Que je suis charmé de la commission !')","('#baron', 'Ah ! Que je suis charmé de la commission ! ')",1.0
"('#moliere', ""Que de délicatesse et de discrétion Il vient de nous montrer ! Et combien l'un et l'autre Vous m'avez enchanté !"")","('#moliere', ""Que de délicatesse et de discrétion  Il vient de nous montrer ! Et combien l'un et l'autre  Vous m'avez enchanté ! "")",1.0
"('#isabelle', ""Cet éloge est le vôtre : Ô mon père ! C'est vous, vous qui le méritez : Vos exemples par nous viennent d'être imités : C'est vous qu'il faut louer."")","('#isabelle', ""Cet éloge est le vôtre :  Ô mon père ! C'est vous, vous qui le méritez :  Vos exemples, par nous, viennent d'être imités :  C'est vous qu'il faut louer."")",0.9904578328132629
"('#moliere', ""Loin de lui faire un crime De son ardeur pour vous, je l'aime, je l'estime Plus que jamais, ma fille, et je veux qu'aujourd'hui Un fortuné lien vous unisse avec lui."")","('#moliere', ""Loin de lui faire un crime  De son ardeur pour vous, je l'aime, je l'estime  Plus que jamais, ma fille ; et je veux qu'aujourd'hui  Un fortuné lien vous unisse avec lui. "")",0.9944095611572266
"('#isabelle', ""Si ma mère pourtant à cet hymen s'oppose..."")","('#isabelle', ""Si ma mère, pourtant, à cet hymen s'oppose... "")",0.9734610319137573
"('#moliere', ""Et que m'importe à moi que sur tout elle glose ? Le Marquis, dont sans cesse elle vante le nom, Montre-t-il, après tout, les vertus de Baron ? Aurait-il d'un ami prévenu la misère ? Mondorge est malheureux. Baron le traite en frère, Et sans l'humilier, il vole à son secours. Que de tels procédés sont rares de nos jours ! Le pauvre est dédaigné. Ce n'est que la richesse, Le rang ou le crédit qu'on loue avec bassesse, Et l'on me blâmerait de peindre ces travers ? Vous n'êtes pas au bout. Tremblez, hommes pervers !"")","('#moliere', ""Et que m'importe, à moi, que sur tout elle glose ?  Le marquis, dont sans cesse elle vante le nom,  Montre-t-il, après tout, les vertus de Baron ?  Aurait-il d'un ami prévenu la misère ?  Mondorge est malheureux. Baron le traite en frère,  Et sans l'humilier, il vole à son secours.  Que de tels procédés sont rares de nos jours !  Le pauvre est dédaigné. Ce n'est que la richesse,  Le rang ou le crédit, qu'on loue avec bassesse,  Et l'on me blâmerait de peindre ces travers ?  Vous n'êtes pas au bout : tremblez, hommes pervers ! "")",0.9877369999885559
"('#le-semainier', ""On m'envoie en ces lieux pour savoir si Molière Dans sa pièce jouera."")","('#le-semainier', ""On m'envoie en ces lieux pour savoir si Molière  Dans sa pièce jouera ?"")",0.9589315056800842
"('#moliere', ""Demande singulière ! Sans doute ; qu'on allume et qu'on se tienne prêt. Je vous suis à l'instant."")","('#moliere', ""Demande singulière !  Allez ; point de relâche et qu'on se tienne prêt.  Je vous suis à l'instant. "")",0.7168372273445129
"('#isabelle', ""Quoi ! Mon père, en effet Vous jouerez aujourd'hui, lorsqu'avec tant de peine Je vous ai vu tantôt répéter votre scène ? D'une cruelle toux votre organe affecté M'inspire une frayeur..."")","('#isabelle', ""Quoi ! Mon père, en effet  Vous jouerez aujourd'hui, lorsqu'avec tant de peine  Je vous ai vu tantôt répéter votre scène ?  D'une cruelle toux votre organe affecté  M'inspire une frayeur... "")",0.9999999403953552
"('#moliere', ""Ma fragile santé Chaque jour, j'en conviens, s'affaiblit davantage ; Mais de l'humanité les maux sont le partage : Il faut les supporter ; il faut savoir souffrir, Et l'on vit seulement pour apprendre à mourir."")","('#moliere', ""Ma fragile santé  Chaque jour, j'en conviens, s'affaiblit davantage ;  Mais de l'humanité les maux sont le partage ; Il faut les supporter ; il faut savoir souffrir,  Et l'on vit seulement pour apprendre à mourir. "")",0.9956214427947998
"('#isabelle', 'On ne le sait que trop : il faut que chacun meure. Mais pourquoi, sans sujet, hâter sa dernière heure ? Pourquoi vous exposer à des périls certains, Et ne pas éviter un malheur que je crains ?')","('#moliere', ""Ma fragile santé  Chaque jour, j'en conviens, s'affaiblit davantage ;  Mais de l'humanité les maux sont le partage ; Il faut les supporter ; il faut savoir souffrir,  Et l'on vit seulement pour apprendre à mourir. "")",1.0
"('#moliere', ""Je me sens beaucoup mieux que ce matin. J'espère Que ma toux est passée."")","('#moliere', ""Ma fragile santé  Chaque jour, j'en conviens, s'affaiblit davantage ;  Mais de l'humanité les maux sont le partage ; Il faut les supporter ; il faut savoir souffrir,  Et l'on vit seulement pour apprendre à mourir. "")",1.0
"('#isabelle', ""Ah ! Croyez-moi, mon père ; Elle peut revenir ; elle peut vous forcer D'abandonner la scène, et vous devez penser Qu'un pareil accident a des suites cruelles."")","('#moliere', ""Ma fragile santé  Chaque jour, j'en conviens, s'affaiblit davantage ;  Mais de l'humanité les maux sont le partage ; Il faut les supporter ; il faut savoir souffrir,  Et l'on vit seulement pour apprendre à mourir. "")",1.0
"('#moliere', 'Non, vous dis-je, calmez ces alarmes mortelles ; Rassurez-vous, ma fille, et venez avec moi ; On nous attend tous deux.')","('#moliere', ""Ma fragile santé  Chaque jour, j'en conviens, s'affaiblit davantage ;  Mais de l'humanité les maux sont le partage ; Il faut les supporter ; il faut savoir souffrir,  Et l'on vit seulement pour apprendre à mourir. "")",1.0
"('#isabelle', 'Vous jouerez ?')","('#moliere', ""Ma fragile santé  Chaque jour, j'en conviens, s'affaiblit davantage ;  Mais de l'humanité les maux sont le partage ; Il faut les supporter ; il faut savoir souffrir,  Et l'on vit seulement pour apprendre à mourir. "")",1.0
"('#moliere', 'Je le dois.')","('#moliere', ""Ma fragile santé  Chaque jour, j'en conviens, s'affaiblit davantage ;  Mais de l'humanité les maux sont le partage ; Il faut les supporter ; il faut savoir souffrir,  Et l'on vit seulement pour apprendre à mourir. "")",1.0
"('#isabelle', ""Non, vous ne jouerez point ; non ; j'ai trop d'épouvante Pour vous laisser sortir. Votre fille tremblante Vous conjure à genoux de rester en ces lieux. Écoutez mes terreurs comme un avis des cieux Qui veulent conserver un père à sa famille. Ils ne trompent jamais et surtout une fille. Si je respire enfin, et si je vois le jour, De vous seul je le tiens, et je dois, à mon tour, Veiller sur votre vie. Ah ! Mon père, de grâce, Soyez moins insensible au sort qui vous menace, Et ne réduisez point mon coeur au désespoir. Pour la dernière fois je tremble de vous voir."")","('#isabelle', ""Non, vous ne jouerez point ; non ; j'ai trop d'épouvante  Pour vous laisser sortir. Votre fille tremblante  Vous conjure à genoux de rester en ces lieux.  Écoutez mes terreurs comme un avis des cieux  Qui veulent conserver un père à sa famille ;  Ils ne trompent jamais, et surtout une fille. "")",0.9273008704185486
"('#moliere', ""Relève-toi, ma fille ; à ton amitié tendre Je ne puis résister, mais daigne au moins m'entendre ; Et terminons enfin ces douloureux débats."")","('#moliere', 'Eh ! bien soit : terminons ces douloureux débats.')",0.4738445281982422
"('#isabelle', 'Ils seront terminés, si vous ne jouez pas.')","('#isabelle', 'Ils seront terminés, si vous ne jouez pas.')",0.9999997615814209
"('#moliere', ""Je le voudrais en vain. Écoute-moi, te dis-je, Et ne m'interromps pas d'un seul mot, je l'exige. Né de parents obscurs, dès mes plus jeunes ans, J'eus l'amour de la gloire ; et de mes seuls talents, Je voulus emprunter toute ma renommée : Un Conquérant l'obtient en guidant une armée, Et chef de Comédiens, par de joyeux écrits Je me rendis célèbre avant d'être à Paris, J'aurais vu cependant mes tristes destinées À deux ou trois succès obscurément bornées, Si l'on ne m'eût aidé, si l'amour de mon art N'eût de même enflammé la Duparc, la Béjart, La Grange, la de Brie et plus d'un autre encore Dont l'amitié m'est chère autant qu'elle m'honore. Ces Acteurs renommés, l'un de l'autre rivaux, Ont acquis quelque bien ; mais ceux que mes travaux Soutiennent chaque jour et chaque jour font vivre, Ceux qui manquent de tout, faut-il que je les livre Au besoin qui souvent naît d'un pénible emploi ? Tous ces infortunés sont pères comme moi ; Leur sort est dans mes mains, et par ma négligence Dois-je de leur famille augmenter l'indigence, Et les priver enfin du prix de leurs efforts ? Ah ! Ne m'expose point à sentir un remords, Et laisse moi remplir un devoir nécessaire."")","('#moliere', ""Je le voudrais en vain. Écoute-moi, te dis-je, Et ne m'interromps pas d'un seul mot, je l'exige : Né de parents obscurs, dès mes plus jeunes ans,  J'eus l'amour de la gloire ; et de mes seuls talents,  Je voulus emprunter toute ma renommée.  Un conquérant l'obtient en guidant une armée,  Et chef de comédiens, par de joyeux écrits  Je me rendis célèbre, avant d'être à Paris :  J'aurais vu, cependant, mes tristes destinées  À deux ou trois succès obscurément bornées,  Si l'on ne m'eût aidé, si l'amour de mon art  N'eût de même enflammé la Duparc, la Béjart,  Lagrange, la Debrie et plus d'un autre encore  Dont l'amitié m'est chère autant qu'elle m'honore.  Ces acteurs renommés, l'un de l'autre rivaux,  Ont acquis quelque bien ; mais ceux que mes travaux  Soutiennent chaque jour et chaque jour font vivre,  Ceux qui manquent de tout, faut-il que je les livre  Au besoin, qui souvent naît d'un pénible emploi ?  Tous ces infortunés sont pères, comme moi ! Leur sort est dans mes mains, et par ma négligence Dois-je de leur famille augmenter l'indigence,  Et les priver, enfin, du prix de leurs efforts ?  Ah ! Ne m'expose pas à sentir un remords."")",0.9887498617172241
"('#isabelle', 'Nécessaire ! Et pourquoi ? Prétendent ils, mon père, Que vous vous immoliez pour conserver leurs jours.')","('#moliere', ""Je le voudrais en vain. Écoute-moi, te dis-je, Et ne m'interromps pas d'un seul mot, je l'exige : Né de parents obscurs, dès mes plus jeunes ans,  J'eus l'amour de la gloire ; et de mes seuls talents,  Je voulus emprunter toute ma renommée.  Un conquérant l'obtient en guidant une armée,  Et chef de comédiens, par de joyeux écrits  Je me rendis célèbre, avant d'être à Paris :  J'aurais vu, cependant, mes tristes destinées  À deux ou trois succès obscurément bornées,  Si l'on ne m'eût aidé, si l'amour de mon art  N'eût de même enflammé la Duparc, la Béjart,  Lagrange, la Debrie et plus d'un autre encore  Dont l'amitié m'est chère autant qu'elle m'honore.  Ces acteurs renommés, l'un de l'autre rivaux,  Ont acquis quelque bien ; mais ceux que mes travaux  Soutiennent chaque jour et chaque jour font vivre,  Ceux qui manquent de tout, faut-il que je les livre  Au besoin, qui souvent naît d'un pénible emploi ?  Tous ces infortunés sont pères, comme moi ! Leur sort est dans mes mains, et par ma négligence Dois-je de leur famille augmenter l'indigence,  Et les priver, enfin, du prix de leurs efforts ?  Ah ! Ne m'expose pas à sentir un remords."")",1.0
"('#moliere', ""Non : mais c'est moi qui dois venir à leur secours : Je dois être leur père encor plus que leur maître."")","('#moliere', ""Je le voudrais en vain. Écoute-moi, te dis-je, Et ne m'interromps pas d'un seul mot, je l'exige : Né de parents obscurs, dès mes plus jeunes ans,  J'eus l'amour de la gloire ; et de mes seuls talents,  Je voulus emprunter toute ma renommée.  Un conquérant l'obtient en guidant une armée,  Et chef de comédiens, par de joyeux écrits  Je me rendis célèbre, avant d'être à Paris :  J'aurais vu, cependant, mes tristes destinées  À deux ou trois succès obscurément bornées,  Si l'on ne m'eût aidé, si l'amour de mon art  N'eût de même enflammé la Duparc, la Béjart,  Lagrange, la Debrie et plus d'un autre encore  Dont l'amitié m'est chère autant qu'elle m'honore.  Ces acteurs renommés, l'un de l'autre rivaux,  Ont acquis quelque bien ; mais ceux que mes travaux  Soutiennent chaque jour et chaque jour font vivre,  Ceux qui manquent de tout, faut-il que je les livre  Au besoin, qui souvent naît d'un pénible emploi ?  Tous ces infortunés sont pères, comme moi ! Leur sort est dans mes mains, et par ma négligence Dois-je de leur famille augmenter l'indigence,  Et les priver, enfin, du prix de leurs efforts ?  Ah ! Ne m'expose pas à sentir un remords."")",1.0
"('#isabelle', ""Peuvent-ils l'exiger ? Ils doivent vous connaître. Mondorge partira chargé de vos bienfaits, Et l'on n'ignore pas que toujours les effets Suivent votre promesse."")","('#isabelle', 'En pouvez-vous connaître ?')",0.2723694145679474
"('#moliere', ""Obliger de sa bourse, Est un petit mérite ; et l'homme sans ressource A des droits infinis sur les cours généreux. Ce n'est pas l'argent seul qui sert les malheureux. Ma fille, on donne plus quand on a l'âme bonne ; Payer de ses talents, payer de sa personne, Voilà, dans ce moment, quel est mon vrai devoir."")","('#moliere', ""Obliger de sa bourse Est un petit mérite ; et l'homme sans ressource A des droits infinis sur les cours généreux. Ce n'est pas l'argent seul qui sert les malheureux, Ma fille : on donne plus quand on a l'âme bonne ; Payer de ses talents, payer de sa personne,  Voilà, dans ce moment, quel est mon vrai devoir."")",0.9970349073410034
"('#isabelle', ""Ainsi mes pleurs sur vous n'auront aucun pourvoir."")","('#isabelle', ""Ainsi mes pleurs sur vous n'auront aucun pouvoir ? Je vous dois mon bonheur, et c'est le compromettre Que d'aller."")",0.6946552395820618
"('#lesbin', ""De Mignard à l'instant on apporte une lettre. ............................................."")","('#lesbin', ""De Mignard, on m'apporte une lettre "")",0.8392449617385864
"('#moliere', ""Encore un embarras ! Pour attendre Mignard, Je ne resterai point. Qu'on aille de ma part Le lui faire savoir : Vous savez, mon cher Molière, que je travaille depuis longtemps à votre portrait ; l'amitié qui nous unit et votre grande réputation me faisaient une loi d'y mettre tout le soin dont je suis capable, et cette loi a été ma règle unique : je l'ai achevé enfin, et si vous voulez m'attendre chez vous aujourd'hui, je vous le ferai porter, afin que vous m'en disiez votre avis.  Ce n'est jamais en vain que je vous ai consulté sur mes ouvrages.  Si vous trouvez à redire à celui ci, je le retoucherai et vous prouverai par ma docilité les sentiments respectueux et tendres que vous m'avez toujours inspirés. Lisant. Cessant de lire."")","('#moliere', ""Encore un embarras !  Pour attendre Mignard,  Je ne resterai point. Qu'on aille de ma part  Le lui faire savoir. « Vous savez, mon cher Molière, que je travaille depuis longtemps à votre portrait ; l'amitié qui nous unit, et votre grande réputation me faisaient une loi d'y mettre tout le soin dont je suis capable, et cette loi a été ma règle unique : je l'ai achevé, enfin, et si vous voulez m'attendre chez vous aujourd'hui, je vous le ferai porter, afin que vous m'en disiez votre avis. » Lisant."")",0.9872620105743408
"('#isabelle', ""Eh quoi ! Lorsqu'il désire... !"")","('#isabelle', ""Eh quoi ! Lorsqu'il désire..."")",0.9817371368408203
"('#moliere', ""Ma fille, vous avez sur moi beaucoup d'empire. Quand vous avez voulu me retenir ici, Je vous ai refusée et votre mère aussi, Et, pour voir si Mignard m'a peint d'après nature, J'y resterais ! Non, non ; ce serait faire injure À ma fille, à ma femme, et je connais leurs droits : Ainsi que l'amitié la nature a ses lois."")","('#moliere', ""Ma fille, vous avez sur moi beaucoup d'empire ;  Quand vous avez voulu me retenir ici,  Je vous ai refusée et votre mère aussi ; Et, pour voir si Mignard m'a peint d'après nature,  Je resterais ? Non, non ; ce serait faire injure  À ma fille, à ma femme, et je connais leurs droits ;  Ainsi que l'amitié, la nature a ses lois. "")",0.9898891448974609
"('#baron', ""Je quitte Laforêt, et ma surprise est telle, Qu'à peine j'en reviens. Rien n'égale son zèle. Cette fille est honnête et vous aime vraiment."")","('#baron', 'Je quitte Laforêt ; elle se plaint sans cesse, Que vous ne sentez point le prix de la richesse, Que vous vous ruinez ; et pour vous empêcher.')",0.5722881555557251
"('#moliere', ""Oui ; mais, pour trop m'aimer, elle fait mon tourment. À me désobéir, elle passe sa vie : Je me brouille avec elle et me réconcilie Au moins dix fois le jour."")","('#moliere', ""Eh bien ! il faut que j'aille à mon tour la prêcher. Toujours me contrôler ! Je lui ferai connaître Si l'on remplit ainsi les ordres de son maître. Répétez, cependant, la scène où, de tous deux, Quand je feins d'être mort, en regrets vertueux S'exhale la douleur et touchante et sincère : Il faut la bien savoir ; rien n'est plus nécessaire. Il s'assied entre-eux deux."")",0.4719480276107788
"('#baron', ""Son obstination Plus que jamais éclate en cette occasion. Malgré vous, de vos droits elle veut faire usage. Mondorge allait partir : il suspend son voyage. Laforêt ne veut point lui remettre l'habit Que vous lui destinez."")","('#isabelle #angelique', ""« Ô ciel !  Quelle infortune !  Quelle atteinte cruelle !  Hélas !  Faut-il que je perde mon père, la seule chose qui me restait au monde, et qu'encore, pour un surcroît de désespoir, je le perde dans un moment où il était irrité contre moi !  Que deviendrai-je, malheureuse !  Et quelle consolation trouver après une si grande perte ? » « SCÈNE XXI, du Malade Imaginaire. Angélique, Cléante."")",0.2964076101779938
"('#moliere', ""Et qu'est-ce qu'elle dit Pour ses raisons ?"")","('#baron #cleante', ""Qu'avez-vous donc, belle Angélique, et quel malheur pleurez-vous ? "")",0.17112940549850464
"('#baron', 'Que sais-je ? Elle abonde en paroles.')","('#isabelle #angelique', 'Hélas !  Je pleure tout ce que, dans la vie, je pouvais perdre de plus cher et de plus précieux : je pleure la mort de mon père. ')",0.0322720967233181
"('#moliere', 'Mais encor ?')","('#baron #cleante', ""Ô ciel !  Quel accident !  Quel coup inopiné !  Hélas !  Après la demande que j'avais conjuré votre oncle de."")",0.15909342467784882
"('#baron', ""Ces raisons vous paraîtront frivoles, Et j'y vois néanmoins un air de vérité. Vous êtes trop humain, trop rempli de bonté, À ce qu'elle prétend. Elle se plaint sans cesse Que vous ne sentez point le prix de la richesse, Que vous vous ruinez ; et, pour vous empêcher..."")","('#moliere', 'Eh quoi !  Vous hésitez !  Vous oubliez sitôt ?...  Étudiez, mon cher, vous serez sans défaut.')",0.35594433546066284
"('#moliere', ""Eh bien, il faut que j'aille, à mon tour la prêcher. Toujours me contrôler ! Je lui ferai connaître Si l'on remplit ainsi les ordres de son maître... Répétez cependant la scène, où, de tous deux, Quand je feins d'être mort, en regrets vertueux S'exhale la douleur et touchante et sincère : Il faut la bien savoir ; rien n'est plus nécessaire ;"")","('#baron', ""Pardonnez, vous savez que j'adore Isabelle, Je suis toujours distrait quand je joue avec elle. « Faire pour moi, je venais me présenter à lui, et tâcher, par mes respects et mes prières, de disposer son coeur à vous accorder à mes voeux."")",0.5115194320678711
"('#isabelle #angelique', ""Ô Ciel !  Quelle infortune !  Quelle atteinte cruelle !  Hélas !  Faut-il que je perde mon père, la seule chose qui me restait au monde, et qu'encore, pour un surcroît de désespoir, je le perde dans un moment où il était irrité contre moi !  Que deviendrai je, malheureuse !  Et quelle consolation trouver après une si grande perte ? SCÈNE XXI, du Malade Imaginaire.  ANGÉLIQUE, CLÉANTE. Baron, faisant le rôle de Cléante."")","('#isabelle #angelique', ""Ah !  Cléante, ne parlons plus de rien : laissons-là toutes les pensées de mariage.  Après la perte de mon père, je ne veux plus être du monde ; et j'y renonce pour jamais.  Oui, mon père, si j'ai tantôt résisté à vos volontés, je veux suivre du moins une de vos intentions, et réparer par là le chagrin que je m'accuse de vous avoir donné. »"")",0.5553386807441711
"('#baron #cleante', ""Qu'avez-vous donc, belle Angélique, et quel malheur pleurez-vous ?"")","('#isabelle #angelique', ""Ah !  Cléante, ne parlons plus de rien : laissons-là toutes les pensées de mariage.  Après la perte de mon père, je ne veux plus être du monde ; et j'y renonce pour jamais.  Oui, mon père, si j'ai tantôt résisté à vos volontés, je veux suivre du moins une de vos intentions, et réparer par là le chagrin que je m'accuse de vous avoir donné. »"")",1.0
"('#isabelle #angelique', 'Hélas !  Je pleure tout ce que, dans la vie, je pouvais perdre de plus cher et plus précieux.  Je pleure la mort de mon père.')","('#isabelle #angelique', ""Ah !  Cléante, ne parlons plus de rien : laissons-là toutes les pensées de mariage.  Après la perte de mon père, je ne veux plus être du monde ; et j'y renonce pour jamais.  Oui, mon père, si j'ai tantôt résisté à vos volontés, je veux suivre du moins une de vos intentions, et réparer par là le chagrin que je m'accuse de vous avoir donné. »"")",1.0
"('#baron #cleante', ""Ô Ciel !  Quel accident !  Quel coup inopiné !  Hélas !  Après la demande que j'avais conjuré votre oncle de faire pour moi, je venais me présenter à lui, et tâcher par mes respects et par mes prières, de disposer son coeur à vous accorder à mes voeux."")","('#baron', ""Quel naturel ! J'en suis dans un étonnement."")",0.2374093234539032
"('#isabelle #angelique', ""Ah !  Cléante, ne parlons plus de rien : laissons là toutes les pensées du mariage. Après la perte de mon père, je ne veux plus être du monde, et j'y renonce pour jamais.  Oui, mon père, si j'ai résisté tantôt à vos volontés, je veux suivre du moins une de vos intentions, et réparer par là le chagrin que je m'accuse de vous avoir donné."")","('#moliere', ""Quelle cruelle toux ! Je vous quitte un moment Pour aller embrasser mon ami, qui voyage ; Continuez tous deux d'embellir mon ouvrage.  Il sort."")",0.4090776741504669
"('#baron', ""Quel naturel ! j'en suis dans un étonnement Qui ne peut s'exprimer. Permettez qu'un moment J'interrompe mon rôle. Eh quoi ! Mademoiselle, Est-ce que vous sentez une douleur réelle ? Haut."")","('#moliere', ""Quelle cruelle toux ! Je vous quitte un moment Pour aller embrasser mon ami, qui voyage ; Continuez tous deux d'embellir mon ouvrage.  Il sort."")",1.0
"('#baron', ""Au désordre qui règne en vos sens éperdus, On dirait qu'en effet votre père n'est plus. Ce n'est plus l'art enfin ; c'est la nature même."")","('#baron', ""Au désordre qui règne en vos sens éperdus, On dirait qu'en effet votre père n'est plus : Ce n'est plus l'art, enfin, c'est la nature même."")",0.9619159698486328
"('#isabelle', ""Soyez moins étonné. Sur ce père que j'aime J'ai des pressentiments qui me glacent d'effroi. Il souffre ; il est malade, et je ne sais pourquoi Je crains que, dès ce soir, ne nous l'enlève."")","('#isabelle', ""Soyez moins étonné : sur ce père que j'aime,  J'ai des pressentiments qui me glacent d'effroi. Il souffre, il est malade ; et je ne sais pourquoi Je crains que, dès ce soir, la mort ne nous l'enlève."")",0.9769758582115173
"('#baron', ""La même crainte, hélas ! dans mon ame s'élève. Il faudrait l'empêcher de jouer aujourd'hui."")","('#baron', ""La même crainte, hélas ! dans mon âme s'élève. Il faudrait l'empêcher de jouer aujourd'hui."")",0.9740885496139526
"('#isabelle', 'Et peut-on sur ce point rien obtenir de lui ? Il vient de rejeter mes voeux et ma prière.')","('#isabelle', 'Eh peut-on sur ce point rien obtenir de lui ? Il vient de rejeter mes voeux et mes prières.')",0.9920266270637512
